"","X","Gene_symbol",".T0.s1",".T0.s2",".T0.s3",".T96.s4",".T96.s5",".T96.s6"
"3153",3153,"Csf3",3.844080703,3.142199446,1.942357338,8.505550137,6.320832864,2.029792332
"3154",3154,"Csf3r",0,1.571099723,0,4.860314364,3.160416432,3.044688498
"3155",3155,"Csgalnact2",208.5413781,197.9585651,208.8034139,113.002309,148.5395723,123.8173323
"3156",3156,"Csk",627.5461747,604.0878434,633.2084923,438.6433714,454.0464941,479.0309904
"3157",3157,"Csl",4.805100878,0.785549861,1.942357338,3.645235773,3.160416432,0
"3158",3158,"Csmd1",55.73917019,82.48273545,90.31961624,57.10869378,74.79652222,61.90866613
"3159",3159,"Csmd2",1.922040351,4.713299169,0,10.93570732,3.160416432,2.029792332
"3160",3160,"Csmd3",52.85610966,43.99079224,34.96243209,69.25947969,51.62013506,52.77460063
"3161",3161,"Csn3",0,1.571099723,0.971178669,1088.710418,1190.423523,1237.158426
"3162",3162,"Csnk1a1",2958.981121,2589.957893,2575.565831,2601.483263,2479.873427,2385.00599
"3163",3163,"Csnk1d",2014.298288,1973.301252,1960.809733,1896.737681,1845.683196,1816.664137
"3164",3164,"Csnk1e",2530.366123,2472.910964,2441.543174,2421.651632,2400.863016,2465.182787
"3165",3165,"Csnk1g1",508.3796729,467.4021676,527.3500174,421.6322711,441.4048283,456.7032747
"3166",3166,"Csnk1g2",994.6558818,919.8788877,940.1009518,747.2733335,683.7034215,713.4720047
"3167",3167,"Csnk1g3",1718.304074,1739.207393,1888.942512,1209.003198,1191.476995,1230.054153
"3168",3168,"Csnk2a1",2046.011954,2032.217492,2072.49528,1551.655361,1574.940855,1605.565735
"3169",3169,"Csnk2a1-ps3",35.5577465,60.48733933,44.67421878,51.03330082,46.35277434,48.71501597
"3170",3170,"Csnk2a2",1140.730949,1130.406251,1149.875544,967.2025585,1073.488115,930.6597843
"3171",3171,"Csnk2b",1588.56635,1504.327985,1571.367087,1217.508748,1078.755475,1143.787979
"3172",3172,"Cspg4",23.06448422,31.42199446,6.798250685,27.94680759,29.49722003,22.32771565
"3173",3173,"Cspg4b",14.41530264,23.56649584,12.6253227,29.16188618,62.1548565,34.50646965
"3174",3174,"Cspg5",46.12896843,31.42199446,54.38600548,47.38806505,81.11735509,55.81928913
"3175",3175,"Cspp1",146.0750667,130.401277,142.7632644,267.31729,254.9402588,249.6644568
"3176",3176,"Csprs",0,0,0,9.720628728,6.320832864,0
"3177",3177,"Csrnp1",164.33445,138.2567756,131.1091203,95.99120869,72.68957794,61.90866613
"3178",3178,"Csrnp2",656.37678,647.2930858,647.7761724,585.6678809,578.3562071,512.5225639
"3179",3179,"Csrnp3",446.8743817,442.264572,425.3762571,679.2289324,723.7353629,665.7718849
"3180",3180,"Csrp1",2067.154398,2034.574141,2086.091781,918.5994148,854.3659088,863.6766373
"3181",3181,"Csrp2",295.0331939,302.4366967,331.1719262,105.7118374,103.2402701,131.9365016
"3182",3182,"Cst3",1185.898897,1210.532336,1306.23531,1219.938905,1076.648531,1214.830711
"3183",3183,"Cst6",15.37632281,12.56879778,27.19300274,9.720628728,12.64166573,13.19365016
"3184",3184,"Cstad",3.844080703,4.713299169,2.913536008,6.075392955,1.053472144,10.14896166
"3185",3185,"Cstb",282.5399317,306.364446,284.5553501,512.7631654,509.8805177,446.5543131
"3186",3186,"Cstf1",468.9778457,376.2783836,424.4050784,353.58787,287.5978953,330.8561501
"3187",3187,"Cstf2",2053.700115,1816.19128,1907.394906,1737.562385,1638.149184,1709.085144
"3188",3188,"Cstf2t",1426.153941,1319.723767,1412.093785,814.102656,849.0985481,825.110583
"3189",3189,"Cstf3",771.6992011,758.0556163,689.5368551,829.8986777,764.8207765,792.6339057
"3190",3190,"Cstpp1",114.3614009,120.9746787,130.1379417,240.585561,175.929848,167.4578674
"3191",3191,"Ctag2l1",16.33734299,17.28209695,3.884714677,15.79602168,17.90902645,7.104273162
"3192",3192,"Ctbp1",1944.143815,1729.780795,2002.570416,1417.996716,1373.727676,1385.333267
"3193",3193,"Ctbp2",603.5206703,588.3768462,516.667052,385.1799134,345.5388632,346.0795926
"3194",3194,"Ctbs",20.18142369,14.13989751,24.27946673,47.38806505,37.92499718,44.65543131
"3195",3195,"Ctc1",468.9778457,488.6120138,501.1281933,526.1290299,489.864547,552.1035143
"3196",3196,"Ctcf",1870.145262,1802.051382,1731.611567,829.8986777,862.7936859,941.8236421
"3197",3197,"Ctdnep1",325.7858396,333.0731412,354.4802143,266.1022114,239.1381767,232.411222
"3198",3198,"Ctdp1",631.3902554,589.1623961,544.8312334,381.5346776,364.5013618,373.4817891
"3199",3199,"Ctdsp1",411.3166352,432.0524238,424.4050784,247.8760326,301.2930332,355.2136581
"3200",3200,"Ctdsp2",903.3589651,974.867378,1036.24764,812.8875774,811.1735509,756.0976437
"3201",3201,"Ctdspl",46.12896843,62.84398891,45.64539745,76.54995124,84.27777152,63.93845846
"3202",3202,"Ctdspl2",1024.447507,1106.839755,954.6686318,619.6900814,621.548565,663.7420926
"3203",3203,"Ctf1",8.649181581,6.284398891,4.855893346,14.58094309,21.06944288,15.22344249
"3204",3204,"Cth",41.32386755,36.13529363,62.15543483,927.104965,837.5103545,837.289337
"3205",3205,"Cthrc1",942.7607923,959.9419307,937.1874158,668.2932251,683.7034215,773.3508785
"3206",3206,"Ctif",861.0740774,776.1232631,904.167341,752.1336478,743.7513337,851.4978833
"3207",3207,"Ctla2a",1644.305521,1834.258926,1786.968751,712.0360543,699.5055036,869.7660143
"3208",3208,"Ctla2b",79.76467458,72.27058725,32.04889608,30.37696478,16.8555543,35.52136581
"3209",3209,"Ctla4",3.844080703,3.142199446,0,7.290471546,5.26736072,9.134065494
"3210",3210,"Ctnna1",3075.264562,3224.682181,3420.491273,1880.941659,1749.817231,1803.470487
"3211",3211,"Ctnna2",187.3989343,192.4597161,173.8409818,212.6387534,215.9617895,240.5303914
"3212",3212,"Ctnnal1",95.14099739,76.98388642,100.0314029,38.88251491,37.92499718,44.65543131
"3213",3213,"Ctnnb1",4003.610052,3732.147392,3763.317343,2066.848683,2022.666516,2065.313698
"3214",3214,"Ctnnbip1",508.3796729,513.7496094,542.8888761,453.2243145,412.9610804,401.8988818
"3215",3215,"Ctnnbl1",1773.082224,1879.820818,1744.23689,930.7502007,897.5582667,988.5088657
"3216",3216,"Ctnnd1",1814.406092,1734.494094,1682.081455,1167.690526,1149.338109,1135.66881
"3217",3217,"Ctnnd2",0.961020176,4.713299169,1.942357338,3.645235773,5.26736072,1.014896166
"3218",3218,"Ctns",71.115493,68.34283794,67.01132818,108.1419946,113.7749916,112.6534744
"3219",3219,"Ctps1",964.8642564,941.8742839,946.8992025,742.4130191,693.1846708,682.0102236
"3220",3220,"Ctps2",425.7319378,412.4136773,404.0103264,385.1799134,414.0145526,437.4202476
"3221",3221,"Ctr9",1265.663571,1342.504713,1309.148846,1243.025399,1106.145751,1074.77504
"3222",3222,"Ctsa",714.9990107,775.3377132,855.6084076,1030.386645,908.0929881,1003.732308
"3223",3223,"Ctsb",1333.896004,1457.980543,1465.508612,2418.006396,2052.163737,2579.866054
"3224",3224,"Ctsd",4520.638906,4604.107738,4704.389474,5352.421194,4842.811446,5262.236621
"3225",3225,"Ctsf",12.49326228,14.13989751,4.855893346,10.93570732,12.64166573,22.32771565
"3226",3226,"Ctsk",0.961020176,5.49884903,6.798250685,0,0,2.029792332
"3227",3227,"Ctsl",413.2386755,400.6304293,278.7282781,848.1248565,874.3818795,940.8087459
"3228",3228,"Ctso",71.115493,89.5526842,76.72311487,81.4102656,68.47568936,77.13210862
"3229",3229,"Ctsz",866.8401985,857.0348988,867.2625516,1224.79922,1088.236725,1123.490056
"3230",3230,"Cttn",2718.726077,2732.927968,2768.830386,2183.496228,2128.013731,2278.441893
"3231",3231,"Cttnbp2",25.94754474,40.84859279,18.45239472,68.0444011,62.1548565,66.98314696
"3232",3232,"Cttnbp2nl",989.850781,908.8811897,969.2363119,1138.52864,1161.979775,1173.219968
"3233",3233,"Ctu1",128.7767035,131.1868269,129.166763,189.5522602,134.8444344,139.0407747
"3234",3234,"Ctu2",484.3541685,468.9732673,475.8775479,341.4370841,364.5013618,379.5711661
"3235",3235,"Ctxn1",376.7199089,377.8494833,363.2208223,427.707664,493.0249634,460.7628594
"3236",3236,"Ctxnd1",1.922040351,0.785549861,0.971178669,2.430157182,4.213888576,3.044688498
"3237",3237,"Cubn",46.12896843,30.6364446,32.04889608,31.59204337,51.62013506,40.59584664
"3238",3238,"Cuedc1",275.8127904,338.5719903,332.1431049,339.0069269,375.0360833,349.1242811
"3239",3239,"Cuedc2",853.385916,846.8227506,832.3001195,871.2113498,878.5957681,940.8087459
"3240",3240,"Cul1",1022.525467,1032.212518,1013.910531,846.909778,874.3818795,831.19996
"3241",3241,"Cul2",701.5447282,660.6474335,649.7185297,659.7876749,545.6985706,652.5782348
"3242",3242,"Cul3",2719.687097,2873.541393,2698.905522,1625.775155,1629.721407,1774.038498
"3243",3243,"Cul4a",2155.568254,2126.483475,2089.005317,1992.728889,2075.340124,1958.7496
"3244",3244,"Cul4b",1093.64096,1040.853566,1128.509614,703.5305042,780.6228587,831.19996
"3245",3245,"Cul5",1228.183785,1265.520827,1123.65372,906.4486289,875.4353517,931.6746804
"3246",3246,"Cul7",1872.067302,1801.265832,1846.21065,1973.287632,1801.437366,1814.634345
"3247",3247,"Cul9",146.0750667,125.6879778,104.8872963,506.6877725,429.8166348,486.1352635
"3248",3248,"Cuta",271.0076895,205.0285138,230.1693446,140.9491166,191.7319302,191.8153754
"3249",3249,"Cutc",26.90856492,26.70869529,21.36593072,12.15078591,16.8555543,21.31281949
"3250",3250,"Cux1",2772.543207,2908.891137,2762.032135,1639.141019,1455.898503,1503.061222
"3251",3251,"Cux2",321.9417589,285.9401496,326.3160329,52.24837941,62.1548565,70.02783546
"3252",3252,"Cwc15",1191.665018,1154.758296,1215.915694,1012.160466,919.6811817,1077.819728
"3253",3253,"Cwc22",1098.446061,1075.41776,1163.472046,938.0406723,924.9485424,930.6597843
"3254",3254,"Cwc25",422.8488773,416.3414266,418.5780064,421.6322711,410.8541362,464.8224441
"3255",3255,"Cwc27",539.1323186,639.4375872,625.439063,369.3838917,375.0360833,381.6009584
"3256",3256,"Cwf19l1",216.2295395,186.1753172,134.0226564,177.4014743,148.5395723,161.3684904
"3257",3257,"Cwf19l2",552.586601,583.663547,480.7334413,554.0758375,618.3881485,564.2822683
"3258",3258,"Cwh43",6.72714123,3.142199446,10.68296536,7.290471546,7.374305008,3.044688498
"3259",3259,"Cx3cl1",3.844080703,0.785549861,0.971178669,8.505550137,6.320832864,7.104273162
"3260",3260,"Cx3cr1",13.45428246,29.85089473,15.53885871,19.44125746,48.45971862,25.37240415
"3261",3261,"Cxadr",16.33734299,9.426598337,10.68296536,44.95790787,25.28333146,21.31281949
"3262",3262,"Cxcl1",7.688161405,10.2121482,16.51003738,6.075392955,5.26736072,7.104273162
"3263",3263,"Cxcl10",12.49326228,7.069948753,3.884714677,10.93570732,4.213888576,3.044688498
"3264",3264,"Cxcl12",386.3301106,380.9916828,377.7885023,432.5679784,490.9180191,470.911821
"3265",3265,"Cxcr5",6.72714123,6.284398891,5.827072015,6.075392955,1.053472144,3.044688498
"3266",3266,"Cxxc1",542.9763993,478.3998656,502.099372,274.6077616,257.0472031,298.3794728
"3267",3267,"Cxxc4",1451.140465,1451.696144,1636.436058,894.297843,770.0881373,731.7401357
"3268",3268,"Cxxc5",1139.769928,1100.555356,1045.959427,475.0957291,501.4527405,607.9228035
"3269",3269,"Cyb561",109.5563,95.05153323,143.734443,263.6720543,314.9881711,287.215615
"3270",3270,"Cyb561a3",20.18142369,32.99309418,9.711786692,14.58094309,15.80208216,25.37240415
"3271",3271,"Cyb561d1",40.36284738,35.34974376,44.67421878,46.17298646,50.56666291,62.9235623
"3272",3272,"Cyb561d2",66.31039212,66.77173822,50.5012908,42.52775069,29.49722003,34.50646965
"3273",3273,"Cyb5a",101.8681386,120.9746787,70.89604285,91.13089433,102.186798,110.6236821
"3274",3274,"Cyb5b",3097.368026,3034.579115,3025.221555,4110.610873,3908.381654,4020.003714
"3275",3275,"Cyb5d1",322.902779,279.6557507,297.1806728,159.1752954,162.2347102,245.6048722
"3276",3276,"Cyb5d2",37.47978685,18.85319667,22.33710939,15.79602168,28.44374789,19.28302715
"3277",3277,"Cyb5r1",280.6178913,311.0777451,366.1343583,2027.966168,1847.790141,1929.317612
"3278",3278,"Cyb5r2",10.57122193,0.785549861,7.769429354,99.63644446,73.74305008,67.99804313
"3279",3279,"Cyb5r3",7293.182113,7583.698362,7539.260009,6280.741237,5489.643342,6238.566733
"3280",3280,"Cyb5r4",459.367644,499.6097119,439.9439372,460.514786,420.3353855,492.2246405
"3281",3281,"Cyb5rl",26.90856492,32.20754432,75.7519362,32.80712196,26.3368036,27.40219648
"3282",3282,"Cyba",8.649181581,0,4.855893346,2.430157182,8.427777152,8.119169328
"3283",3283,"Cybc1",260.4364676,221.5250609,216.5728432,196.8427317,196.9992909,213.1281949
"3284",3284,"Cybrd1",13.45428246,21.99539612,22.33710939,34.02220055,34.76458075,20.29792332
"3285",3285,"Cyc1",2106.556225,2058.926187,1869.518938,1573.526775,1501.197805,1593.386981
"3286",3286,"Cycs",2642.805483,2712.503672,2488.159751,1856.640087,1956.297771,2058.209425
"3287",3287,"Cyfip1",862.0350976,879.8158448,836.1848342,620.90516,567.8214856,577.4759185
"3288",3288,"Cyfip2",804.373887,795.7620096,866.2913729,1110.581832,1069.274226,1094.058067
"3289",3289,"Cygb",57.66121054,56.55959002,42.73186145,32.80712196,66.36874507,51.75970447
"3290",3290,"Cyld",579.4951659,564.8103504,585.6207375,476.3108077,522.5221834,428.2861821
"3291",3291,"Cyp11b2",0,1.571099723,2.913536008,3.645235773,3.160416432,2.029792332
"3292",3292,"Cyp20a1",383.4470501,342.4997396,269.98767,303.7696478,291.8117839,315.6327076
"3293",3293,"Cyp21a1",2.883060527,2.356649584,1.942357338,0,2.106944288,3.044688498
"3294",3294,"Cyp24a1",1.922040351,0,0,9.720628728,3.160416432,7.104273162
"3295",3295,"Cyp26b1",657.3378002,571.8802991,538.0329827,3159.204337,3233.10601,3183.729273
"3296",3296,"Cyp27b1",4.805100878,5.49884903,13.59650137,7.290471546,10.53472144,13.19365016
"3297",3297,"Cyp2ab1",0,3.142199446,0,1.215078591,4.213888576,8.119169328
"3298",3298,"Cyp2c55",124.9326228,136.6856759,110.7143683,228.4347751,215.9617895,169.4876597
"3299",3299,"Cyp2e1",0.961020176,0,2.913536008,2.430157182,3.160416432,2.029792332
"3300",3300,"Cyp2u1",177.7887325,131.9723767,110.7143683,216.2839892,195.9458188,187.7557907
"3301",3301,"Cyp39a1",12.49326228,11.78324792,17.48121605,14.58094309,18.96249859,24.35750799
"3302",3302,"Cyp3a41a",6.72714123,0,0.971178669,106.926916,97.97290939,93.37044728
"3303",3303,"Cyp46a1",0,2.356649584,4.855893346,15.79602168,9.481249296,9.134065494
"3304",3304,"Cyp4a12b",0.961020176,0.785549861,6.798250685,7.290471546,13.69513787,12.17875399
"3305",3305,"Cyp4b1",14.41530264,10.2121482,13.59650137,246.660954,273.9027574,228.3516374
"3306",3306,"Cyp4f13",25.94754474,14.92544737,18.45239472,48.60314364,40.03194147,26.38730032
"3307",3307,"Cyp4f16",66.31039212,113.11918,95.17550958,91.13089433,134.8444344,129.9067093
"3308",3308,"Cyp4f17",4.805100878,18.06764681,21.36593072,21.87141464,22.12291502,31.46178115
"3309",3309,"Cyp4f40",0.961020176,0,0,2.430157182,10.53472144,14.20854632
"3310",3310,"Cyp4v3",1.922040351,0.785549861,12.6253227,3.645235773,3.160416432,2.029792332
"3311",3311,"Cyp4x1",4.805100878,1.571099723,6.798250685,6.075392955,1.053472144,11.16385783
"3312",3312,"Cyp51",1133.042787,1162.613795,1251.849305,1736.347307,1653.951266,1761.859744
"3313",3313,"Cyp7a1",0,0,0,8.505550137,3.160416432,3.044688498
"3314",3314,"Cyren",53.81712984,58.13068975,41.76068278,55.89361519,57.94096792,64.95335463
"3315",3315,"Cyrib",1360.804569,1207.390137,1247.96459,1510.342689,1408.492257,1446.227037
"3316",3316,"Cys1",2.883060527,2.356649584,1.942357338,3.645235773,1.053472144,1.014896166
"3317",3317,"Cystm1",166.2564904,173.6065194,254.4488113,171.3260813,163.2881823,153.2493211
"3318",3318,"CYTB",52604.32238,36396.09618,42885.30768,74315.42171,64658.95978,63798.40279
"3319",3319,"Cyth1",242.1770843,307.1499958,280.6706354,272.1776044,271.7958132,273.0070687
"3320",3320,"Cyth2",1378.102932,1355.073511,1516.009903,1226.014298,1148.284637,1286.888339
"3321",3321,"Cyth3",2149.802133,2011.007645,2258.961585,2272.196965,2103.783872,2322.082428
"3322",3322,"Cyth4",16.33734299,10.2121482,22.33710939,42.52775069,50.56666291,43.64053514
"3323",3323,"Cytip",11.53224211,5.49884903,6.798250685,0,1.053472144,0
"3324",3324,"Cyyr1",192.2040351,186.960867,186.4663045,54.6785366,56.88749578,61.90866613
"3325",3325,"Czib",67.2714123,55.77404016,69.92486418,31.59204337,40.03194147,44.65543131
"3326",3326,"D030007L05Rik",3.844080703,0.785549861,0,3.645235773,3.160416432,6.089376996
"3327",3327,"D030028A08Rik",15.37632281,22.78094598,14.56768004,24.30157182,16.8555543,19.28302715
"3328",3328,"D030045P18Rik",3.844080703,4.713299169,5.827072015,7.290471546,7.374305008,9.134065494
"3329",3329,"D030056L22Rik",341.1621624,377.8494833,379.7308597,263.6720543,231.7638717,201.964337
"3330",3330,"D130007C19Rik",16.33734299,12.56879778,1.942357338,10.93570732,15.80208216,16.23833866
"3331",3331,"D130020L05Rik",22.10346404,29.06534487,34.96243209,30.37696478,42.13888576,32.47667731
"3332",3332,"D130037M23Rik",6.72714123,11.78324792,4.855893346,6.075392955,10.53472144,11.16385783
"3333",3333,"D130040H23Rik",52.85610966,38.49194321,42.73186145,51.03330082,58.99444006,86.26617411
"3334",3334,"D16Ertd472e",160.4903693,135.1145762,153.4462297,89.91581574,94.81249296,114.6832668
"3335",3335,"D17H6S53E",48.05100878,46.34744182,55.35718415,48.60314364,49.51319077,50.7448083
"3336",3336,"D17H6S56E-5",198.9311764,219.9539612,171.8986245,165.2506884,158.0208216,159.3386981
"3337",3337,"D1Pas1",1.922040351,2.356649584,1.942357338,3.645235773,6.320832864,2.029792332
"3338",3338,"D2hgdh",24.98652457,23.56649584,12.6253227,41.3126721,50.56666291,38.56605431
"3339",3339,"D330022H12Rik",1.922040351,7.069948753,0,2.430157182,12.64166573,16.23833866
"3340",3340,"D330023K18Rik",7.688161405,0,12.6253227,10.93570732,10.53472144,5.07448083
"3341",3341,"D330025C20Rik",2.883060527,4.713299169,0,3.645235773,7.374305008,28.41709265
"3342",3342,"D330041H03Rik",1.922040351,6.284398891,21.36593072,4.860314364,5.26736072,15.22344249
"3343",3343,"D330050G23Rik",0,0,0,6.075392955,7.374305008,1.014896166
"3344",3344,"D330050I16Rik",5.766121054,2.356649584,0,0,1.053472144,5.07448083
"3345",3345,"D3Ertd751e",80.72569476,54.9884903,67.98250685,66.82932251,56.88749578,50.7448083
"3346",3346,"D430001F17Rik",0.961020176,7.069948753,7.769429354,2.430157182,2.106944288,1.014896166
"3347",3347,"D430019H16Rik",318.0976782,311.0777451,291.3536008,585.6678809,537.2707934,543.984345
"3348",3348,"D430020J02Rik",38.44080703,54.20294044,40.78950411,41.3126721,42.13888576,42.62563897
"3349",3349,"D430041D05Rik",153.7632281,171.2498698,132.080299,210.2085962,285.490951,227.3367412
"3350",3350,"D5Ertd579e",2397.745338,2393.570428,2619.268871,2154.334342,2011.078323,2184.056549
"3351",3351,"D5Ertd605e",0.961020176,1.571099723,3.884714677,1.215078591,7.374305008,5.07448083
"3352",3352,"D5Ertd615e",0,3.927749307,0,2.430157182,4.213888576,0
"3353",3353,"D630045J12Rik",1531.86616,1622.160464,1767.545178,1848.134537,1731.908205,1764.904433
"3354",3354,"D6Wsu163e",253.7093264,285.1545997,270.9588487,452.0092359,470.9020484,430.3159744
"3355",3355,"D730003I15Rik",7.688161405,0.785549861,2.913536008,17.01110027,7.374305008,2.029792332
"3356",3356,"D730005E14Rik",1.922040351,3.142199446,1.942357338,2.430157182,14.74861002,1.014896166
"3357",3357,"D830014E11Rik",1.922040351,7.069948753,3.884714677,25.51665041,32.65763646,10.14896166
"3358",3358,"D830015G05Rik",4.805100878,5.49884903,5.827072015,15.79602168,25.28333146,14.20854632
"3359",3359,"D830024N08Rik",31.7136658,38.49194321,33.02007475,40.0975935,35.8180529,45.67032747
"3360",3360,"D830030K20Rik",28.83060527,18.85319667,21.36593072,42.52775069,56.88749578,38.56605431
"3361",3361,"D830036C21Rik",0,6.284398891,0.971178669,1.215078591,4.213888576,1.014896166
"3362",3362,"D830050J10Rik",7.688161405,6.284398891,18.45239472,18.22617887,14.74861002,16.23833866
"3363",3363,"D8Ertd738e",472.8219264,511.3929598,454.5116172,334.1466125,281.2770624,330.8561501
"3364",3364,"D930019O06Rik",8.649181581,3.927749307,6.798250685,7.290471546,11.58819358,5.07448083
"3365",3365,"D930028M14Rik",2.883060527,3.927749307,1.942357338,2.430157182,0,2.029792332
"3366",3366,"Daam1",1015.798326,971.7251786,983.8039919,1483.61096,1535.962386,1578.163538
"3367",3367,"Daam2",432.4590791,381.7772327,392.3561824,59.53885096,51.62013506,50.7448083
"3368",3368,"Dab1",21.14244386,26.70869529,25.2506454,8.505550137,9.481249296,8.119169328
"3369",3369,"Dab2ip",1093.64096,1103.697555,1041.103533,980.568423,971.3013168,969.2258386
"3370",3370,"Dach1",4.805100878,3.142199446,1.942357338,1.215078591,2.106944288,1.014896166
"3371",3371,"Dach2",2.883060527,5.49884903,0,165.2506884,139.058323,133.9662939
"3372",3372,"Dact1",2.883060527,1.571099723,6.798250685,2.430157182,1.053472144,7.104273162
"3373",3373,"Dact3",413.2386755,395.9171302,397.2120757,303.7696478,348.6992797,357.2434504
"3374",3374,"Dad1",508.3796729,451.6911703,438.0015798,257.5966613,289.7048396,279.0964457
"3375",3375,"Dag1",1720.226114,1595.451769,1665.571418,1165.260369,1176.728385,1106.236821
"3376",3376,"Dagla",129.7377237,145.3267244,145.6768004,292.8339404,296.0256725,341.0051118
"3377",3377,"Daglb",461.2896843,386.4905318,501.1281933,573.517095,623.6555093,519.626837
"3378",3378,"Dalrd3",9.610201757,17.28209695,13.59650137,31.59204337,30.55069218,28.41709265
"3379",3379,"Dancr",62.46631142,79.340536,79.63665088,377.8894418,454.0464941,480.0458865
"3380",3380,"Dand5",17.29836316,21.99539612,23.30828806,9.720628728,22.12291502,5.07448083
"3381",3381,"Dap3",622.7410738,721.9203227,608.9290256,535.8496586,548.858987,555.1482028
"3382",3382,"Dapk1",1169.561554,1152.401647,1239.223982,1194.422255,1196.744356,1109.281509
"3383",3383,"Dapk2",9.610201757,23.56649584,7.769429354,10.93570732,9.481249296,16.23833866
"3384",3384,"Dapk3",278.6958509,309.5066454,244.7370246,255.1665041,252.8333146,260.8283147
"3385",3385,"Dapl1",12.49326228,3.142199446,2.913536008,3.645235773,8.427777152,8.119169328
"3386",3386,"Dapp1",5.766121054,3.927749307,4.855893346,1.215078591,3.160416432,2.029792332
"3387",3387,"Dars1",1807.67895,1830.331177,1673.340847,1323.220586,1345.283928,1506.10591
"3388",3388,"Dars2",161.4513895,179.1053684,186.4663045,171.3260813,139.058323,146.1450479
"3389",3389,"Daxx",538.1712984,525.5328573,464.2234039,464.1600218,425.6027462,456.7032747
"3390",3390,"Dazap1",931.2285502,924.5921869,858.5219436,719.3265259,772.1950816,778.4253594
"3391",3391,"Dazap2",674.6361633,591.5190457,602.1307749,562.5813876,606.7999549,566.3120607
"3392",3392,"Dbf4",872.6063195,881.3869445,928.4468078,1024.311252,1036.61659,1186.413618
"3393",3393,"Dbh",81.68671493,71.48503739,79.63665088,3.645235773,8.427777152,12.17875399
"3394",3394,"Dbhos",5.766121054,0,0,3.645235773,5.26736072,3.044688498
"3395",3395,"Dbi",183.5548536,222.3106108,121.3973337,240.585561,292.865256,307.5135383
"3396",3396,"Dbn1",6039.050784,6010.24199,6236.909414,4535.88838,4888.110748,4765.952396
"3397",3397,"Dbndd1",24.02550439,24.3520457,36.90478943,71.68963687,48.45971862,66.98314696
"3398",3398,"Dbndd2",102.8291588,176.7487188,140.820907,116.6475447,126.4166573,153.2493211
"3399",3399,"Dbnl",1898.975867,1849.184374,1973.435056,1392.480065,1286.289488,1298.052196
"3400",3400,"Dbp",59.58325089,42.41969252,57.29954148,61.96900814,76.90346651,78.14700479
"3401",3401,"Dbr1",305.6044159,337.0008906,312.7195315,212.6387534,241.245121,256.76873
"3402",3402,"Dbt",160.4903693,188.5319667,143.734443,105.7118374,107.4541587,81.19169328
"3403",3403,"Dbx2",41.32386755,33.77864404,39.81832544,29.16188618,55.83402363,37.55115814
"3404",3404,"Dcaf1",1159.951352,1240.383231,1386.84314,933.1803579,1025.028396,908.3320686
"3405",3405,"Dcaf10",650.6106589,619.7988407,695.3639272,496.9671437,500.3992684,491.2097444
"3406",3406,"Dcaf11",257.5534071,219.9539612,214.6304859,224.7895393,186.4645695,229.3665335
"3407",3407,"Dcaf12",584.3002668,608.0155927,665.2573884,574.7321736,558.3402363,530.7906948
"3408",3408,"Dcaf12l2",0,7.069948753,6.798250685,10.93570732,13.69513787,9.134065494
"3409",3409,"Dcaf13",597.7545493,702.2815761,736.1534313,528.5591871,527.7895441,540.9396565
"3410",3410,"Dcaf15",403.6284738,377.0639335,468.1081186,285.5434689,282.3305346,292.2900958
"3411",3411,"Dcaf17",344.0452229,286.7256994,347.6819636,379.1045204,326.5763646,361.3030351
"3412",3412,"Dcaf4",274.8517702,278.0846509,262.2182407,217.4990678,233.870816,193.8451677
"3413",3413,"Dcaf5",750.5567572,801.2608587,764.3176127,1110.581832,994.4777039,1081.879313
"3414",3414,"Dcaf6",249.8652457,241.1638075,323.4024968,394.9005421,402.426359,424.2265974
"3415",3415,"Dcaf7",2207.463344,2138.266723,2235.653297,1794.671079,1743.496398,1658.340335
"3416",3416,"Dcaf8",1036.94077,890.027993,910.9655917,1170.120683,1235.722825,1232.083946
"3417",3417,"Dcaf8l",5.766121054,11.78324792,13.59650137,27.94680759,30.55069218,38.56605431
"3418",3418,"Dcakd",2255.514352,2167.332068,2273.529265,963.5573227,970.2478446,1094.058067
"3419",3419,"Dcbld1",20.18142369,16.49654709,20.39475205,23.08649323,17.90902645,27.40219648
"3420",3420,"Dcbld2",1886.482605,2018.863144,1968.579163,2253.970786,2236.521362,2186.086342
"3421",3421,"Dcc",2.883060527,4.713299169,0,4.860314364,5.26736072,7.104273162
"3422",3422,"Dcdc2a",122.0495623,131.9723767,138.8785497,182.2617887,158.0208216,156.2940096
"3423",3423,"Dcdc2c",0,0.785549861,0,3.645235773,9.481249296,4.059584664
"3424",3424,"Dchs1",1889.365665,1643.37031,2122.996571,2366.973095,2175.419977,2059.224321
"3425",3425,"Dchs2",0.961020176,2.356649584,3.884714677,2.430157182,4.213888576,7.104273162
"3426",3426,"Dck",889.9046827,794.9764598,846.8677996,503.0425367,568.8749578,564.2822683
"3427",3427,"Dclk1",820.71123,774.5521634,846.8677996,1128.808011,1005.012425,948.9279153
"3428",3428,"Dclk2",648.6886186,639.4375872,661.3726737,619.6900814,612.0673157,600.8185303
"3429",3429,"Dclk3",11.53224211,1.571099723,0.971178669,4.860314364,2.106944288,4.059584664
"3430",3430,"Dclre1a",166.2564904,154.7533227,133.0514777,171.3260813,199.1062352,180.6515176
"3431",3431,"Dclre1b",269.0856492,273.3713518,348.6531422,253.9514255,223.3360945,221.2473642
