"","X","Gene_symbol",".T0.s1",".T0.s2",".T0.s3",".T96.s4",".T96.s5",".T96.s6"
"1",1,"0610006L08Rik",17.29836316,9.426598337,31.07771741,9.720628728,12.64166573,14.20854632
"2",2,"0610009E02Rik",0,0,0,3.645235773,8.427777152,1.014896166
"3",3,"0610009L18Rik",14.41530264,7.069948753,5.827072015,15.79602168,5.26736072,16.23833866
"4",4,"0610010K14Rik",207.5803579,227.02391,192.2933765,153.0999025,124.309713,139.0407747
"5",5,"0610030E20Rik",123.9716027,134.3290263,135.9650137,165.2506884,140.1117952,150.2046326
"6",6,"0610038B21Rik",46.12896843,45.56189196,41.76068278,63.18408673,101.1333258,50.7448083
"7",7,"0610040B10Rik",0,3.927749307,7.769429354,7.290471546,6.320832864,14.20854632
"8",8,"1110002E22Rik",4.805100878,8.641048476,2.913536008,2.430157182,11.58819358,5.07448083
"9",9,"1110002J07Rik",0,0,2.913536008,8.505550137,2.106944288,2.029792332
"10",10,"1110002L01Rik",200.8532167,176.7487188,169.9562671,290.4037833,268.6353967,276.0517572
"11",11,"1110004F10Rik",2893.631749,2979.590624,2612.47062,2228.454136,1962.618604,2301.784505
"12",12,"1110006O24Rik",3.844080703,0.785549861,3.884714677,6.075392955,2.106944288,6.089376996
"13",13,"1110018N20Rik",4.805100878,12.56879778,6.798250685,14.58094309,28.44374789,19.28302715
"14",14,"1110019D14Rik",9.610201757,13.35434764,19.42357338,29.16188618,18.96249859,29.43198882
"15",15,"1110020A21Rik",4.805100878,3.142199446,1.942357338,0,3.160416432,0
"16",16,"1110025M09Rik",14.41530264,11.78324792,25.2506454,17.01110027,13.69513787,15.22344249
"17",17,"1110032F04Rik",18.25938334,17.28209695,22.33710939,8.505550137,18.96249859,18.26813099
"18",18,"1110038B12Rik",221.9956606,212.0984626,241.8234886,232.0800109,277.0631739,274.0219648
"19",19,"1110038F14Rik",237.3719834,192.4597161,220.4575579,165.2506884,142.2187394,149.1897364
"20",20,"1110059E24Rik",197.9701562,179.1053684,230.1693446,179.8316315,166.4485988,151.2195287
"21",21,"1110059G10Rik",46.12896843,71.48503739,49.53011213,52.24837941,40.03194147,60.89376996
"22",22,"1110065P20Rik",96.10201757,76.19833656,85.46372289,80.19518701,100.0798537,83.22148562
"23",23,"1190005I06Rik",54.77815001,27.49424515,22.33710939,18.22617887,28.44374789,36.53626198
"24",24,"1300002E11Rik",56.70019037,53.41739058,43.70304011,34.02220055,21.06944288,34.50646965
"25",25,"1500002C15Rik",2.883060527,2.356649584,0,18.22617887,5.26736072,5.07448083
"26",26,"1500002F19Rik",39.4018272,94.26598337,34.96243209,130.0134092,161.181238,180.6515176
"27",27,"1500004A13Rik",102.8291588,81.69718559,77.69429354,97.20628728,110.6145751,126.8620208
"28",28,"1500009L16Rik",304.6433957,315.0054944,304.9501021,262.4569757,261.2610917,330.8561501
"29",29,"1500011B03Rik",6.72714123,8.641048476,3.884714677,23.08649323,10.53472144,16.23833866
"30",30,"1500015A07Rik",32.67468597,35.34974376,34.96243209,43.74282928,30.55069218,41.61074281
"31",31,"1600012H06Rik",152.8022079,105.2636814,149.5615151,47.38806505,68.47568936,72.05762779
"32",32,"1600014C10Rik",85.53079564,74.62723684,75.7519362,126.3681735,176.9833202,157.3089057
"33",33,"1600020E01Rik",12.49326228,2.356649584,2.913536008,10.93570732,9.481249296,5.07448083
"34",34,"1600029O15Rik",7.688161405,15.71099723,16.51003738,18.22617887,20.01597074,15.22344249
"35",35,"1700001G11Rik",3.844080703,1.571099723,0,7.290471546,0,0
"36",36,"1700001G17Rik",9.610201757,1.571099723,4.855893346,6.075392955,3.160416432,4.059584664
"37",37,"1700001J03Rik",0,4.713299169,2.913536008,35.23727914,55.83402363,46.68522364
"38",38,"1700001K23Rik",2.883060527,2.356649584,2.913536008,1.215078591,2.106944288,1.014896166
"39",39,"1700001L05Rik",13.45428246,8.641048476,11.65414403,19.44125746,17.90902645,9.134065494
"40",40,"1700001O22Rik",15.37632281,10.99769806,24.27946673,29.16188618,16.8555543,28.41709265
"41",41,"1700003E16Rik",7.688161405,8.641048476,3.884714677,21.87141464,21.06944288,20.29792332
"42",42,"1700003M07Rik",0.961020176,1.571099723,3.884714677,1.215078591,4.213888576,1.014896166
"43",43,"1700006J14Rik",0.961020176,0,0,7.290471546,2.106944288,2.029792332
"44",44,"1700007E05Rik",4.805100878,8.641048476,0,4.860314364,10.53472144,4.059584664
"45",45,"1700007L15Rik",6.72714123,3.927749307,2.913536008,9.720628728,9.481249296,3.044688498
"46",46,"1700008J07Rik",22.10346404,29.06534487,60.21307749,27.94680759,12.64166573,20.29792332
"47",47,"1700008O03Rik",0,1.571099723,0.971178669,3.645235773,6.320832864,2.029792332
"48",48,"1700010G06Rik",0.961020176,1.571099723,2.913536008,2.430157182,3.160416432,1.014896166
"49",49,"1700010I14Rik",14.41530264,12.56879778,18.45239472,30.37696478,20.01597074,26.38730032
"50",50,"1700012B09Rik",0,7.069948753,0,12.15078591,4.213888576,4.059584664
"51",51,"1700012D01Rik",1.922040351,4.713299169,11.65414403,8.505550137,6.320832864,6.089376996
"52",52,"1700012D16Rik",2.883060527,4.713299169,3.884714677,19.44125746,3.160416432,3.044688498
"53",53,"1700017B05Rik",499.7304914,509.8218601,526.3788387,828.6835991,883.8631288,827.1403753
"54",54,"1700019D03Rik",0,1.571099723,0.971178669,21.87141464,16.8555543,32.47667731
"55",55,"1700019M22Rik",1.922040351,3.927749307,0.971178669,12.15078591,6.320832864,5.07448083
"56",56,"1700020L13Rik",0,2.356649584,0,7.290471546,0,4.059584664
"57",57,"1700020L24Rik",4.805100878,21.99539612,19.42357338,25.51665041,30.55069218,23.34261182
"58",58,"1700021L23Rik",2.883060527,4.713299169,5.827072015,1.215078591,2.106944288,4.059584664
"59",59,"1700021N21Rik",10.57122193,0.785549861,0,13.3658645,9.481249296,8.119169328
"60",60,"1700022N22Rik",0,1.571099723,0.971178669,6.075392955,1.053472144,3.044688498
"61",61,"1700024B05Rik",24.02550439,17.28209695,20.39475205,81.4102656,76.90346651,54.80439297
"62",62,"1700025G04Rik",1350.233347,1413.204201,1398.497284,833.5439134,802.7457737,781.4700479
"63",63,"1700026J14Rik",1.922040351,1.571099723,5.827072015,1.215078591,0,1.014896166
"64",64,"1700028I16Rik",0,0,0,4.860314364,5.26736072,7.104273162
"65",65,"1700028K03Rik",10.57122193,17.28209695,20.39475205,30.37696478,10.53472144,12.17875399
"66",66,"1700030C14Rik",2.883060527,3.927749307,3.884714677,0,0,4.059584664
"67",67,"1700030J22Rik",22.10346404,26.70869529,16.51003738,8.505550137,31.60416432,30.44688498
"68",68,"1700030K09Rik",27.86958509,11.78324792,12.6253227,20.65633605,46.35277434,26.38730032
"69",69,"1700034H15Rik",23.06448422,17.28209695,24.27946673,42.52775069,38.97846933,32.47667731
"70",70,"1700034P13Rik",4.805100878,2.356649584,1.942357338,2.430157182,1.053472144,5.07448083
"71",71,"1700037C18Rik",7.688161405,10.2121482,0.971178669,7.290471546,3.160416432,9.134065494
"72",72,"1700039I01Rik",21.14244386,36.92084349,20.39475205,18.22617887,7.374305008,13.19365016
"73",73,"1700040D17Rik",0.961020176,7.069948753,0,4.860314364,5.26736072,2.029792332
"74",74,"1700042G15Rik",0,14.13989751,18.45239472,21.87141464,21.06944288,24.35750799
"75",75,"1700048O20Rik",303.6823755,289.082349,303.0077448,215.0689106,203.3201238,286.2007188
"76",76,"1700049E17Rik1",2.883060527,0,0,51.03330082,23.17638717,12.17875399
"77",77,"1700049E17Rik2",12.49326228,16.49654709,17.48121605,23.08649323,43.1923579,55.81928913
"78",78,"1700051A21Rik",7.688161405,9.426598337,0,12.15078591,9.481249296,12.17875399
"79",79,"1700052K11Rik",104.7511991,96.62263296,119.4549763,128.7983306,105.3472144,85.25127795
"80",80,"1700054M17Rik",2.883060527,3.927749307,0,4.860314364,1.053472144,5.07448083
"81",81,"1700055D16Rik",1.922040351,0.785549861,0,3.645235773,7.374305008,4.059584664
"82",82,"1700055D18Rik",0,7.855498614,2.913536008,3.645235773,1.053472144,1.014896166
"83",83,"1700056E22Rik",1.922040351,8.641048476,9.711786692,12.15078591,10.53472144,10.14896166
"84",84,"1700066M21Rik",72.07651318,80.91163573,64.09779217,87.48565855,68.47568936,73.07252396
"85",85,"1700067K01Rik",7.688161405,6.284398891,2.913536008,12.15078591,6.320832864,4.059584664
"86",86,"1700071G01Rik",8.649181581,3.927749307,10.68296536,18.22617887,15.80208216,11.16385783
"87",87,"1700072B07Rik",2.883060527,1.571099723,4.855893346,4.860314364,7.374305008,8.119169328
"88",88,"1700072F12Rik",0,3.927749307,3.884714677,3.645235773,4.213888576,3.044688498
"89",89,"1700082M22Rik",10.57122193,4.713299169,7.769429354,12.15078591,9.481249296,13.19365016
"90",90,"1700084J12Rik",0,1.571099723,7.769429354,1.215078591,1.053472144,3.044688498
"91",91,"1700086O06Rik",63.42733159,62.84398891,48.55893346,82.62534419,96.91943725,74.08742012
"92",92,"1700086P04Rik",5.766121054,4.713299169,13.59650137,8.505550137,11.58819358,2.029792332
"93",93,"1700088E04Rik",17.29836316,24.3520457,34.96243209,53.46345801,48.45971862,37.55115814
"94",94,"1700094M23Rik",2.883060527,7.069948753,2.913536008,15.79602168,20.01597074,11.16385783
"95",95,"1700095J03Rik",3.844080703,0.785549861,1.942357338,1.215078591,3.160416432,3.044688498
"96",96,"1700096K18Rik",4.805100878,10.2121482,2.913536008,0,1.053472144,0
"97",97,"1700102P08Rik",0,1.571099723,5.827072015,1.215078591,2.106944288,1.014896166
"98",98,"1700105P06Rik",0.961020176,2.356649584,3.884714677,0,4.213888576,1.014896166
"99",99,"1700109H08Rik",0,2.356649584,0,8.505550137,8.427777152,1.014896166
"100",100,"1700112J16Rik",0,3.142199446,0,9.720628728,4.213888576,1.014896166
"101",101,"1700113A16Rik",1.922040351,6.284398891,12.6253227,8.505550137,0,3.044688498
"102",102,"1700113H08Rik",0,0,9.711786692,0,1.053472144,0
"103",103,"1700120B22Rik",0,5.49884903,3.884714677,2.430157182,2.106944288,5.07448083
"104",104,"1700123M08Rik",1.922040351,3.927749307,7.769429354,2.430157182,1.053472144,1.014896166
"105",105,"1700123O20Rik",98.02405792,124.1168781,149.5615151,144.5943523,97.97290939,123.8173323
"106",106,"1810009A15Rik",361.3435861,403.7726288,400.1256117,250.3061898,253.8867867,244.589976
"107",107,"1810010H24Rik",9.610201757,1.571099723,6.798250685,60.75392955,56.88749578,80.17679712
"108",108,"1810010K12Rik",1.922040351,1.571099723,0.971178669,2.430157182,7.374305008,2.029792332
"109",109,"1810014B01Rik",11.53224211,7.069948753,1.942357338,2.430157182,12.64166573,6.089376996
"110",110,"1810019N24Rik",8.649181581,4.713299169,3.884714677,6.075392955,9.481249296,3.044688498
"111",111,"1810021M19Rik",7.688161405,5.49884903,0.971178669,3.645235773,4.213888576,4.059584664
"112",112,"1810030O07Rik",258.5144273,256.0892548,260.2758833,280.6831545,310.7742825,284.1709265
"113",113,"1810037I17Rik",95.14099739,106.8347812,120.426155,85.05550137,77.95693866,84.23638178
"114",114,"1810044D09Rik",14.41530264,4.713299169,0,2.430157182,9.481249296,3.044688498
"115",115,"1810055G02Rik",266.2025887,259.2314543,291.3536008,270.9625258,217.0152617,235.4559105
"116",116,"1810062G17Rik",4.805100878,1.571099723,0,0,4.213888576,1.014896166
"117",117,"2010001A14Rik",11.53224211,16.49654709,5.827072015,6.075392955,9.481249296,20.29792332
"118",118,"2010004M13Rik",10.57122193,4.713299169,3.884714677,4.860314364,7.374305008,5.07448083
"119",119,"2010204K13Rik",46.12896843,54.9884903,56.32836281,37.66743632,43.1923579,58.86397763
"120",120,"2010315B03Rik",57.66121054,37.70639335,34.96243209,66.82932251,102.186798,86.26617411
"121",121,"2010320M18Rik",36.51876668,24.3520457,26.22182407,17.01110027,32.65763646,22.32771565
"122",122,"2010320O07Rik",0.961020176,4.713299169,0.971178669,7.290471546,7.374305008,3.044688498
"123",123,"2210011K15Rik",2.883060527,0,0,1.215078591,8.427777152,6.089376996
"124",124,"2210016L21Rik",107.6342597,145.3267244,119.4549763,147.0245095,133.7909623,154.2642172
"125",125,"2210408F21Rik",42.28488773,45.56189196,41.76068278,37.66743632,56.88749578,64.95335463
"126",126,"2210408I21Rik",41.32386755,39.27749307,49.53011213,35.23727914,53.72707934,52.77460063
"127",127,"2210416O15Rik",2.883060527,2.356649584,6.798250685,2.430157182,1.053472144,2.029792332
"128",128,"2210418O10Rik",70.15447282,122.5457784,161.2156591,166.465767,136.9513787,59.8788738
"129",129,"2300009A05Rik",30.75264562,55.77404016,19.42357338,37.66743632,29.49722003,49.72991214
"130",130,"2310009B15Rik",58.62223072,48.70409141,74.78075753,99.63644446,95.8659651,78.14700479
"131",131,"2310010J17Rik",4.805100878,0.785549861,0,2.430157182,1.053472144,4.059584664
"132",132,"2310011J03Rik",68.23243247,69.12838781,68.95368551,47.38806505,51.62013506,63.93845846
"133",133,"2310015A10Rik",31.7136658,29.85089473,50.5012908,58.32377237,43.1923579,32.47667731
"134",134,"2310022A10Rik",365.1876668,333.8586911,401.0967904,246.660954,231.7638717,205.0090255
"135",135,"2310022B05Rik",654.4547396,600.945644,585.6207375,526.1290299,520.4152391,500.3438099
"136",136,"2310030G06Rik",20.18142369,15.71099723,4.855893346,8.505550137,11.58819358,8.119169328
"137",137,"2310033P09Rik",409.3945948,443.8356717,523.4653027,212.6387534,226.496511,221.2473642
"138",138,"2310034G01Rik",4.805100878,7.069948753,2.913536008,8.505550137,7.374305008,7.104273162
"139",139,"2310039H08Rik",16.33734299,18.06764681,35.93361076,21.87141464,21.06944288,20.29792332
"140",140,"2310040G24Rik",24.98652457,36.13529363,51.47246947,81.4102656,45.29930219,87.28107028
"141",141,"2310047D07Rik",5.766121054,3.142199446,1.942357338,6.075392955,3.160416432,4.059584664
"142",142,"2310047K21Rik",9.610201757,13.35434764,9.711786692,9.720628728,8.427777152,14.20854632
"143",143,"2310057M21Rik",347.8893036,297.7233975,339.9125342,309.8450407,237.0312324,314.6178115
"144",144,"2310058D17Rik",25.94754474,19.63874654,19.42357338,41.3126721,26.3368036,50.7448083
"145",145,"2310058N22Rik",15.37632281,17.28209695,3.884714677,12.15078591,11.58819358,6.089376996
"146",146,"2310061I04Rik",179.7107729,220.7395111,191.3221978,168.8959242,158.0208216,171.5174521
"147",147,"2310065F04Rik",1.922040351,7.855498614,1.942357338,4.860314364,9.481249296,2.029792332
"148",148,"2310067E19Rik",156.6462886,157.1099723,185.4951258,108.1419946,93.75902082,81.19169328
"149",149,"2310068J16Rik",8.649181581,19.63874654,12.6253227,14.58094309,7.374305008,9.134065494
"150",150,"2310075K07Rik",12.49326228,10.2121482,16.51003738,2.430157182,11.58819358,13.19365016
"151",151,"2410002F23Rik",414.1996957,384.1338822,404.9815051,554.0758375,533.0569049,513.53746
"152",152,"2410004B18Rik",177.7887325,200.3152147,188.4086618,145.8094309,148.5395723,177.6068291
"153",153,"2410004I01Rik",3.844080703,3.142199446,0,2.430157182,1.053472144,3.044688498
"154",154,"2410006H16Rik",366.1486869,435.9801731,395.2697184,897.9430788,905.9860438,1028.089816
"155",155,"2410012E07Rik",4.805100878,9.426598337,8.740608023,2.430157182,0,3.044688498
"156",156,"2410022M11Rik",6.72714123,5.49884903,4.855893346,4.860314364,17.90902645,18.26813099
"157",157,"2410080I02Rik",9.610201757,4.713299169,3.884714677,10.93570732,8.427777152,10.14896166
"158",158,"2500002B13Rik",7.688161405,7.855498614,0.971178669,12.15078591,10.53472144,11.16385783
"159",159,"2500004C02Rik",14.41530264,6.284398891,21.36593072,14.58094309,11.58819358,11.16385783
"160",160,"2510002D24Rik",45.16794826,36.92084349,48.55893346,31.59204337,25.28333146,26.38730032
"161",161,"2510022D24Rik",4.805100878,0.785549861,2.913536008,12.15078591,7.374305008,3.044688498
"162",162,"2510039O18Rik",1387.713134,1282.017374,1418.892036,1405.84593,1346.3374,1280.798962
"163",163,"2600006K01Rik",2.883060527,3.142199446,1.942357338,6.075392955,1.053472144,0
"164",164,"2610005L07Rik",1350.233347,1247.45318,1266.416985,2195.647014,2099.569983,2027.76254
"165",165,"2610008E11Rik",235.449943,179.1053684,176.7545178,185.9070244,167.5020709,166.4429712
"166",166,"2610020C07Rik",6.72714123,14.92544737,2.913536008,3.645235773,10.53472144,15.22344249
"167",167,"2610024D14Rik",9.610201757,9.426598337,1.942357338,13.3658645,6.320832864,2.029792332
"168",168,"2610027K06Rik",6.72714123,6.284398891,1.942357338,6.075392955,6.320832864,6.089376996
"169",169,"2610028E06Rik",16.33734299,24.3520457,19.42357338,19.44125746,6.320832864,10.14896166
"170",170,"2610029K11Rik",0.961020176,8.641048476,18.45239472,7.290471546,11.58819358,7.104273162
"171",171,"2610035D17Rik",7.688161405,3.142199446,12.6253227,17.01110027,15.80208216,8.119169328
"172",172,"2610037D02Rik",0,1.571099723,0,9.720628728,6.320832864,2.029792332
"173",173,"2610042L04Rik",18.25938334,7.069948753,5.827072015,9.720628728,10.53472144,6.089376996
"174",174,"2610203C22Rik",7.688161405,11.78324792,12.6253227,24.30157182,31.60416432,29.43198882
"175",175,"2610306M01Rik",16.33734299,36.13529363,33.02007475,14.58094309,23.17638717,10.14896166
"176",176,"2610307P16Rik",9.610201757,15.71099723,3.884714677,21.87141464,29.49722003,20.29792332
"177",177,"2610318N02Rik",166.2564904,124.902428,135.9650137,243.0157182,172.7694316,182.6813099
"178",178,"2610507I01Rik",0,0.785549861,0.971178669,4.860314364,2.106944288,7.104273162
"179",179,"2700038G22Rik",44.20692808,21.20984626,33.99125342,19.44125746,16.8555543,17.25323482
"180",180,"2700049A03Rik",489.1592694,386.4905318,411.7797557,306.1998049,332.8971975,295.3347843
"181",181,"2700054A10Rik",21.14244386,40.06304293,53.41482681,52.24837941,55.83402363,38.56605431
"182",182,"2700062C07Rik",47.08998861,77.76943628,61.18425616,36.45235773,52.6736072,45.67032747
"183",183,"2700070H01Rik",64.38835177,51.84629085,58.27072015,30.37696478,43.1923579,32.47667731
"184",184,"2700097O09Rik",49.01202896,76.19833656,61.18425616,44.95790787,61.10138435,46.68522364
"185",185,"2700099C18Rik",151.8411878,152.3966731,165.1003738,227.2196965,239.1381767,248.6495607
"186",186,"2810001A02Rik",85.53079564,58.13068975,80.60782954,81.4102656,69.5291615,81.19169328
"187",187,"2810001G20Rik",43.24590791,41.63414266,48.55893346,31.59204337,38.97846933,22.32771565
"188",188,"2810002D19Rik",14.41530264,10.99769806,10.68296536,6.075392955,6.320832864,14.20854632
"189",189,"2810004N23Rik",1697.16163,1679.505604,1679.167919,1921.039252,1842.52278,1855.230192
"190",190,"2810013P06Rik",39.4018272,29.06534487,55.35718415,36.45235773,32.65763646,40.59584664
"191",191,"2810021J22Rik",71.115493,58.91623961,57.29954148,54.6785366,42.13888576,61.90866613
"192",192,"2810025M15Rik",383.4470501,391.9893809,453.5404385,343.8672413,376.0895554,453.6585862
"193",193,"2810029C07Rik",4.805100878,2.356649584,4.855893346,12.15078591,4.213888576,4.059584664
"194",194,"2810032G03Rik",25.94754474,23.56649584,15.53885871,47.38806505,32.65763646,28.41709265
"195",195,"2810039B14Rik",2.883060527,7.855498614,2.913536008,9.720628728,8.427777152,7.104273162
"196",196,"2810047C21Rik1",23.06448422,33.77864404,0,75.33487264,32.65763646,36.53626198
"197",197,"2810405F17Rik",5.766121054,3.142199446,13.59650137,6.075392955,1.053472144,5.07448083
"198",198,"2810408A11Rik",15.37632281,18.06764681,3.884714677,37.66743632,25.28333146,28.41709265
"199",199,"2810408B13Rik",81.68671493,47.91854155,79.63665088,110.5721518,92.70554867,84.23638178
"200",200,"2810408I11Rik",24.98652457,27.49424515,26.22182407,14.58094309,26.3368036,33.49157348
"201",201,"2810414N06Rik",0,3.142199446,0,17.01110027,13.69513787,13.19365016
"202",202,"2810429I04Rik",25.94754474,15.71099723,13.59650137,17.01110027,28.44374789,13.19365016
"203",203,"2810449D17Rik",6.72714123,16.49654709,7.769429354,17.01110027,13.69513787,17.25323482
"204",204,"2810454H06Rik",7.688161405,6.284398891,3.884714677,6.075392955,10.53472144,5.07448083
"205",205,"2900009J06Rik",1.922040351,1.571099723,6.798250685,0,2.106944288,3.044688498
"206",206,"2900026A02Rik",603.5206703,632.3676385,698.2774632,850.5550137,766.9277208,798.7232827
"207",207,"2900041M22Rik",7.688161405,8.641048476,0.971178669,9.720628728,2.106944288,13.19365016
"208",208,"2900052L18Rik",59.58325089,47.13299169,71.86722152,104.4967588,71.63610579,53.7894968
"209",209,"2900060B14Rik",10.57122193,10.2121482,20.39475205,63.18408673,77.95693866,73.07252396
"210",210,"2900076A07Rik",13.45428246,4.713299169,17.48121605,20.65633605,29.49722003,22.32771565
"211",211,"2900093K20Rik",1.922040351,2.356649584,0,4.860314364,3.160416432,6.089376996
"212",212,"3000002C10Rik",7.688161405,3.927749307,21.36593072,2.430157182,3.160416432,6.089376996
"213",213,"3010001F23Rik",5.766121054,1.571099723,0,2.430157182,1.053472144,9.134065494
"214",214,"3010003L21Rik",15.37632281,14.13989751,43.70304011,51.03330082,29.49722003,40.59584664
"215",215,"3110006O06Rik",0.961020176,0.785549861,1.942357338,4.860314364,8.427777152,7.104273162
"216",216,"3110009E18Rik",4.805100878,11.78324792,21.36593072,23.08649323,23.17638717,12.17875399
"217",217,"3110021A11Rik",0.961020176,2.356649584,3.884714677,6.075392955,4.213888576,0
"218",218,"3110040N11Rik",88.41385616,80.91163573,83.52136555,71.68963687,74.79652222,71.04273162
"219",219,"3110053B16Rik",24.02550439,43.20524238,53.41482681,72.90471546,61.10138435,63.93845846
"220",220,"3110056K07Rik",14.41530264,14.13989751,8.740608023,13.3658645,7.374305008,17.25323482
"221",221,"3110067G11Rik",4.805100878,5.49884903,0,36.45235773,18.96249859,13.19365016
"222",222,"3110070M22Rik",8.649181581,10.99769806,14.56768004,9.720628728,4.213888576,6.089376996
"223",223,"3110082I17Rik",584.3002668,641.0086869,623.4967056,346.2973984,405.5867754,434.3755591
"224",224,"3110083C13Rik",1.922040351,1.571099723,2.913536008,2.430157182,1.053472144,3.044688498
"225",225,"3222401L13Rik",26.90856492,19.63874654,7.769429354,15.79602168,25.28333146,13.19365016
"226",226,"3300002I08Rik",270.0466694,237.2360582,281.6418141,261.2418971,270.742341,304.4688498
"227",227,"3300002P09Rik",48.05100878,26.70869529,48.55893346,15.79602168,20.01597074,37.55115814
"228",228,"3300005D01Rik",4.805100878,1.571099723,2.913536008,13.3658645,5.26736072,0
"229",229,"3830403N18Rik",168.1785307,167.3221205,142.7632644,161.6054526,153.806933,156.2940096
"230",230,"3830408C21Rik",5.766121054,9.426598337,18.45239472,9.720628728,9.481249296,4.059584664
"231",231,"3830432H09Rik",2.883060527,0.785549861,0,4.860314364,2.106944288,1.014896166
"232",232,"3930402G23Rik",177.7887325,201.1007645,162.1868378,198.0578103,377.1430276,208.053714
"233",233,"4122401K19Rik",0,7.069948753,8.740608023,18.22617887,7.374305008,9.134065494
"234",234,"4632404H12Rik",11.53224211,10.2121482,11.65414403,30.37696478,28.44374789,17.25323482
"235",235,"4632415L05Rik",284.461972,320.5043435,284.5553501,354.8029486,277.0631739,342.020008
"236",236,"4632427E13Rik",41.32386755,14.92544737,34.96243209,32.80712196,29.49722003,13.19365016
"237",237,"4632428C04Rik",0,9.426598337,1.942357338,12.15078591,6.320832864,5.07448083
"238",238,"4732419C18Rik",7.688161405,6.284398891,10.68296536,17.01110027,35.8180529,14.20854632
"239",239,"4732440D04Rik",11.53224211,5.49884903,4.855893346,7.290471546,16.8555543,11.16385783
"240",240,"4732471J01Rik",4.805100878,7.855498614,7.769429354,17.01110027,21.06944288,14.20854632
"241",241,"4732491K20Rik",4.805100878,7.069948753,2.913536008,24.30157182,9.481249296,10.14896166
"242",242,"4732496C06Rik",5.766121054,4.713299169,5.827072015,3.645235773,1.053472144,2.029792332
"243",243,"4831440E17Rik",16.33734299,6.284398891,5.827072015,4.860314364,4.213888576,6.089376996
"244",244,"4833417C18Rik",11.53224211,9.426598337,28.16418141,21.87141464,21.06944288,26.38730032
"245",245,"4833418N02Rik",0,1.571099723,0.971178669,0,7.374305008,3.044688498
"246",246,"4833420G17Rik",278.6958509,274.1569016,376.8173237,422.8473497,379.2499718,388.7052316
"247",247,"4833438C02Rik",23.06448422,44.7763421,25.2506454,60.75392955,35.8180529,49.72991214
"248",248,"4833439F03Rik",6.72714123,3.927749307,8.740608023,3.645235773,8.427777152,9.134065494
"249",249,"4833439L19Rik",1314.6756,1222.315584,1381.987246,1280.692835,1282.075599,1274.709585
"250",250,"4833447I15Rik",0,0,0,13.3658645,0,3.044688498
"251",251,"4921515G04Rik",6.72714123,4.713299169,1.942357338,3.645235773,10.53472144,0
"252",252,"4921524J17Rik",147.0360869,153.182223,139.8497284,171.3260813,119.0423523,119.7577476
"253",253,"4921529L05Rik",25.94754474,10.99769806,29.13536008,2.430157182,4.213888576,3.044688498
"254",254,"4921531C22Rik",20.18142369,14.92544737,25.2506454,15.79602168,15.80208216,7.104273162
"255",255,"4921536K21Rik",3.844080703,0,1.942357338,2.430157182,3.160416432,1.014896166
"256",256,"4922502B01Rik",16.33734299,7.069948753,3.884714677,8.505550137,8.427777152,2.029792332
"257",257,"4930402K13Rik",9.610201757,4.713299169,7.769429354,2.430157182,11.58819358,8.119169328
"258",258,"4930404H24Rik",1.922040351,3.142199446,1.942357338,2.430157182,1.053472144,1.014896166
"259",259,"4930405H06Rik",0,0.785549861,1.942357338,0,5.26736072,3.044688498
"260",260,"4930405O22Rik",0,3.142199446,0.971178669,4.860314364,4.213888576,2.029792332
"261",261,"4930412C18Rik",7.688161405,3.142199446,13.59650137,10.93570732,11.58819358,5.07448083
"262",262,"4930412M03Rik",2.883060527,0,3.884714677,1.215078591,2.106944288,1.014896166
"263",263,"4930413G21Rik",3.844080703,0.785549861,0,3.645235773,4.213888576,2.029792332
"264",264,"4930426I24Rik",0,7.855498614,3.884714677,1.215078591,4.213888576,1.014896166
"265",265,"4930426L09Rik",2.883060527,0,5.827072015,0,3.160416432,5.07448083
"266",266,"4930429B21Rik",9.610201757,14.92544737,5.827072015,6.075392955,8.427777152,6.089376996
"267",267,"4930430E12Rik",0.961020176,3.142199446,4.855893346,2.430157182,4.213888576,3.044688498
"268",268,"4930431P19Rik",7.688161405,4.713299169,0,4.860314364,16.8555543,6.089376996
"269",269,"4930438A08Rik",0,0,0,9.720628728,7.374305008,5.07448083
"270",270,"4930439D14Rik",0.961020176,3.927749307,4.855893346,1.215078591,3.160416432,8.119169328
"271",271,"4930444P10Rik",8.649181581,11.78324792,16.51003738,6.075392955,21.06944288,11.16385783
"272",272,"4930445E18Rik",4.805100878,0.785549861,2.913536008,4.860314364,4.213888576,11.16385783
"273",273,"4930445K14Rik",49.97304914,47.91854155,38.84714677,55.89361519,68.47568936,75.10231629
"274",274,"4930447M23Rik",7.688161405,7.855498614,12.6253227,7.290471546,11.58819358,12.17875399
"275",275,"4930449C09Rik",7.688161405,11.78324792,15.53885871,26.731729,16.8555543,12.17875399
"276",276,"4930452G13Rik",4.805100878,3.142199446,2.913536008,3.645235773,3.160416432,5.07448083
"277",277,"4930453N24Rik",406.5115343,416.3414266,384.586753,347.512477,401.3728869,351.1540735
"278",278,"4930470G03Rik",1.922040351,1.571099723,1.942357338,4.860314364,9.481249296,3.044688498
"279",279,"4930473H19Rik",2.883060527,1.571099723,1.942357338,4.860314364,1.053472144,8.119169328
"280",280,"4930480K23Rik",5.766121054,1.571099723,4.855893346,13.3658645,7.374305008,10.14896166
"281",281,"4930481B07Rik",8.649181581,14.92544737,2.913536008,21.87141464,23.17638717,22.32771565
