gene,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000178732,GP5,23.2788921,2.619340938,0.628795245,4.16565004,3.10E-05,0.000563949
ENSG00000156261,CCT8,745.2112673,-0.839053044,0.201528779,-4.16344031,3.13E-05,0.000568926
ENSG00000117133,RPF1,180.4985835,-1.052491162,0.252879893,-4.162019965,3.15E-05,0.000571963
ENSG00000163291,PAQR3,275.5988534,0.916022245,0.220188646,4.160170216,3.18E-05,0.000576098
ENSG00000124160,NCOA5,379.7576348,-0.83238452,0.200126161,-4.159298897,3.19E-05,0.000577265
ENSG00000139223,ANP32D,138.9259495,-1.091945349,0.262518722,-4.159495145,3.19E-05,0.000577265
ENSG00000136830,NIBAN2,191.071052,-1.068699622,0.256983334,-4.158633973,3.20E-05,0.000578429
ENSG00000214336,FOXI3,176.9203644,1.026520492,0.247018611,4.15564029,3.24E-05,0.000585532
ENSG00000126945,HNRNPH2,781.0321769,-0.717598561,0.17276719,-4.153558093,3.27E-05,0.000590361
ENSG00000133112,TPT1,9107.085716,0.699746141,0.168604729,4.15021658,3.32E-05,0.000598512
ENSG00000100796,PPP4R3A,955.8300489,-0.756551686,0.18230351,-4.149956767,3.33E-05,0.000598657
ENSG00000213371,NAP1L1P3,1193.489933,-0.696346526,0.167846372,-4.14871359,3.34E-05,0.000601381
ENSG00000100632,ERH,672.1963373,-0.848679191,0.204648568,-4.147007715,3.37E-05,0.000604801
ENSG00000214182,PTMAP5,1337.786239,-0.808325399,0.19491242,-4.147121046,3.37E-05,0.000604801
ENSG00000235408,SNORA71B,19.37448574,2.821652253,0.680470897,4.146617092,3.37E-05,0.000605295
ENSG00000134748,PRPF38A,212.2290664,-0.939285012,0.226799385,-4.141479532,3.45E-05,0.000618467
ENSG00000160200,CBS,301.9582514,1.167372567,0.282085148,4.138369484,3.50E-05,0.000625244
ENSG00000208892,SNORA49,32.25324086,2.461083496,0.594683615,4.138475376,3.50E-05,0.000625244
ENSG00000229417,NPM1P25,327.1659392,-0.861678149,0.208215037,-4.138404999,3.50E-05,0.000625244
ENSG00000125166,GOT2,983.4604697,-0.688809739,0.166458813,-4.138019058,3.50E-05,0.000625646
ENSG00000095015,MAP3K1,230.293974,-0.913666704,0.220826642,-4.137484024,3.51E-05,0.000626552
ENSG00000181722,ZBTB20,449.8928247,-0.724994358,0.175242124,-4.137100945,3.52E-05,0.000627045
ENSG00000264229,RNU4ATAC,28.39004622,2.31473889,0.559676325,4.135852791,3.54E-05,0.000629908
ENSG00000131873,CHSY1,382.7263769,-0.775654856,0.187668855,-4.133103803,3.58E-05,0.000636931
ENSG00000196531,NACA,452.5452261,-0.840954528,0.203519053,-4.132067823,3.60E-05,0.000639246
ENSG00000109606,DHX15,736.7425032,-0.837494658,0.202717051,-4.131347886,3.61E-05,0.000640687
ENSG00000118976,OTUD4P1,166.7832536,-1.03697704,0.251060383,-4.130388982,3.62E-05,0.0006428
ENSG00000136451,VEZF1,737.789338,-0.682451964,0.165283637,-4.128974763,3.64E-05,0.000646198
ENSG00000205669,ACOT6,21.53136895,2.799213862,0.678025738,4.128477288,3.65E-05,0.00064703
ENSG00000174197,MGA,824.5942178,-0.673182317,0.163166737,-4.125732554,3.70E-05,0.000654222
ENSG00000113369,ARRDC3,295.2776373,0.918020075,0.222551574,4.124976786,3.71E-05,0.000655799
ENSG00000107779,BMPR1A,230.9623301,-0.886411291,0.214917284,-4.124429989,3.72E-05,0.000656784
ENSG00000048052,HDAC9,180.526564,-0.970262611,0.235274288,-4.123963642,3.72E-05,0.00065754
ENSG00000114554,PLXNA1,1462.217623,-0.589442356,0.142939299,-4.123724954,3.73E-05,0.000657648
ENSG00000206624,RNU1-39P,38.00180444,1.895786166,0.459809751,4.122979476,3.74E-05,0.000659205
ENSG00000188559,RALGAPA2,12402.51696,0.768947594,0.186562957,4.121652048,3.76E-05,0.000662017
ENSG00000202252,SNORD14C,18.25475664,4.097136516,0.994065147,4.121597594,3.76E-05,0.000662017
ENSG00000108510,MED13,1046.055408,-0.672099079,0.163122326,-4.120215139,3.79E-05,0.000664844
ENSG00000110880,CORO1C,900.413018,-0.732434638,0.177759084,-4.1203781,3.78E-05,0.000664844
ENSG00000138622,HCN4,968.4154192,0.948370981,0.230226352,4.119298135,3.80E-05,0.000666915
ENSG00000171132,PRKCE,281.7250031,0.901987217,0.219015251,4.118376299,3.82E-05,0.000669006
ENSG00000109332,UBE2D3,1575.3475,-0.648195077,0.157425248,-4.117478507,3.83E-05,0.000671035
ENSG00000066044,ELAVL1,887.2691499,-0.778113671,0.189024094,-4.116478786,3.85E-05,0.000671969
ENSG00000073584,SMARCE1,1366.522314,-0.693674254,0.168514917,-4.116396727,3.85E-05,0.000671969
ENSG00000243352,RN7SL8P,42.49943092,2.168326174,0.526717279,4.1166794,3.84E-05,0.000671969
ENSG00000250896,RNPS1P1,314.3413357,-0.875502777,0.212688626,-4.116359178,3.85E-05,0.000671969
ENSG00000165156,ZHX1,431.7956121,-0.781610434,0.189978518,-4.114204291,3.89E-05,0.000677691
ENSG00000175166,PSMD2,1391.285122,-0.759825705,0.184752517,-4.11266767,3.91E-05,0.00068163
ENSG00000132953,XPO4,388.0148428,-0.731991894,0.178014153,-4.111987059,3.92E-05,0.000683054
ENSG00000116199,FAM20B,232.3359746,-0.889687402,0.216399725,-4.111314838,3.93E-05,0.000684456
ENSG00000234337,ENSG00000234337,86.65616871,-1.255898592,0.305572852,-4.109980917,3.96E-05,0.00068783
ENSG00000108829,LRRC59,1043.54171,-0.708782719,0.172528209,-4.108213512,3.99E-05,0.000691998
ENSG00000162959,MEMO1,314.4428116,-0.875978187,0.213227371,-4.108188289,3.99E-05,0.000691998
ENSG00000100697,DICER1,706.983505,-0.632249791,0.153936722,-4.107205745,4.00E-05,0.000694351
ENSG00000090889,KIF4A,214.4190232,-0.914970713,0.222853568,-4.10570368,4.03E-05,0.000697681
ENSG00000138757,G3BP2,1574.7063,-0.708280036,0.172507953,-4.10578192,4.03E-05,0.000697681
ENSG00000231666,LINC01704,158.9887663,1.748080873,0.42593156,4.104135587,4.06E-05,0.000701828
ENSG00000069345,DNAJA2,1211.130941,-0.64689935,0.157647303,-4.103459681,4.07E-05,0.00070328
ENSG00000164164,OTUD4,454.5747721,-0.809754958,0.197354022,-4.103057787,4.08E-05,0.000703901
ENSG00000201168,RNA5SP368,44.39780414,2.005870238,0.488945997,4.102437181,4.09E-05,0.00070519
ENSG00000102316,MAGED2,237.8353499,1.019687883,0.248581162,4.102032002,4.10E-05,0.000705823
ENSG00000086758,HUWE1,7152.926858,-0.612216488,0.149269532,-4.101416267,4.11E-05,0.000707101
ENSG00000175416,CLTB,171.7827882,-0.975050864,0.237837245,-4.09965589,4.14E-05,0.000711894
ENSG00000100811,YY1,884.772922,-0.699233221,0.170611171,-4.098402338,4.16E-05,0.000715151
ENSG00000090020,SLC9A1,320.5311613,-0.849953439,0.207414768,-4.097844377,4.17E-05,0.000715723
ENSG00000200785,SNORD8,48.61277536,1.94936557,0.47570756,4.0978234,4.17E-05,0.000715723
ENSG00000200783,RN7SKP180,349.0782812,1.0831441,0.264536366,4.09449981,4.23E-05,0.000725451
ENSG00000236148,RPL23AP37,568.0312732,-0.733018197,0.179074797,-4.093363283,4.25E-05,0.000728399
ENSG00000143321,HDGF,1390.052269,-0.703955137,0.172041348,-4.091778776,4.28E-05,0.000732773
ENSG00000136826,KLF4,101.6970899,-1.167140176,0.285375093,-4.089845975,4.32E-05,0.000738281
ENSG00000123643,SLC36A1,121.4100267,-1.120646632,0.274072247,-4.08887308,4.33E-05,0.000740756
ENSG00000229251,HNRNPA1P8,845.3857656,-0.796996369,0.194983323,-4.087510438,4.36E-05,0.000744489
ENSG00000174307,PHLDA3,198.0000499,-1.051047749,0.257232819,-4.085978426,4.39E-05,0.000748787
ENSG00000196378,ZNF34,221.7853826,0.97953317,0.239783536,4.085072672,4.41E-05,0.000751079
ENSG00000182944,EWSR1,1581.945649,-0.706119603,0.17291855,-4.083538773,4.44E-05,0.000755419
ENSG00000102753,KPNA3,686.831775,-0.699891247,0.171525542,-4.080390831,4.50E-05,0.000765078
ENSG00000249936,RAC1P2,247.1189972,-0.90655265,0.222264545,-4.078710129,4.53E-05,0.000769981
ENSG00000067048,DDX3Y,585.7682265,-0.8566157,0.210117199,-4.076847126,4.57E-05,0.000774069
ENSG00000108592,FTSJ3,320.8403597,-0.881930042,0.21632983,-4.076784251,4.57E-05,0.000774069
ENSG00000130714,POMT1,1325.580293,0.693608871,0.170116067,4.077268426,4.56E-05,0.000774069
ENSG00000166233,ARIH1,863.6501607,-0.61119882,0.149925015,-4.076696739,4.57E-05,0.000774069
ENSG00000065054,NHERF2,238.6757541,1.589425821,0.390113263,4.074267582,4.62E-05,0.000781537
ENSG00000261079,ENSG00000261079,360.9217619,0.962880885,0.236344669,4.074053747,4.62E-05,0.0007816
ENSG00000177406,NINJ2-AS1,324.1876263,1.015224465,0.249263917,4.072889806,4.64E-05,0.00078486
ENSG00000101367,MAPRE1,628.8002485,-0.761020007,0.186934184,-4.071058548,4.68E-05,0.000789735
ENSG00000226121,AHCTF1P1,264.4863454,-1.057965418,0.259872129,-4.071099974,4.68E-05,0.000789735
ENSG00000138398,PPIG,851.2575425,-0.791806693,0.194563473,-4.069657483,4.71E-05,0.000793836
ENSG00000173436,MICOS10,317.0465672,-1.012846419,0.248994451,-4.067746945,4.75E-05,0.000799703
ENSG00000182481,KPNA2,724.837527,-0.708005635,0.174093044,-4.066823231,4.77E-05,0.000802209
ENSG00000266820,KPNA2P3,69.53227066,-1.505752434,0.370279588,-4.066528326,4.77E-05,0.000802556
ENSG00000213160,KLHL23,85.1052208,-1.261708581,0.310317299,-4.065866079,4.79E-05,0.000803501
ENSG00000289281,ENSG00000289281,1315.024657,0.810705644,0.199392513,4.065878065,4.79E-05,0.000803501
ENSG00000101974,ATP11C,150.8664677,-1.357323026,0.333892137,-4.065154201,4.80E-05,0.000805288
ENSG00000112851,ERBIN,1046.549,-0.718494011,0.176754547,-4.064925185,4.80E-05,0.00080541
ENSG00000035115,SH3YL1,40.49486897,1.888477279,0.464644777,4.064346301,4.82E-05,0.000806742
ENSG00000149503,INCENP,463.2520888,-0.711537208,0.175122229,-4.063089023,4.84E-05,0.000810429
ENSG00000251228,ENSG00000251228,1158.583121,0.718095514,0.17677498,4.062201076,4.86E-05,0.000812845
ENSG00000101412,E2F1,152.2959342,-1.229174846,0.302963921,-4.057165758,4.97E-05,0.000829877
ENSG00000123144,TRIR,934.0686252,-0.802705221,0.197925645,-4.055589777,5.00E-05,0.000834223
ENSG00000141540,TTYH2,66.25907715,1.377688332,0.339703688,4.055558952,5.00E-05,0.000834223
ENSG00000102935,ZNF423,787.9955632,-0.661897365,0.163226668,-4.055081032,5.01E-05,0.000834701
ENSG00000131263,RLIM,373.3673402,-0.838804076,0.206854724,-4.055039492,5.01E-05,0.000834701
ENSG00000107854,TNKS2,871.8889299,-0.752422771,0.185694232,-4.05194476,5.08E-05,0.000843837
ENSG00000186564,FOXD2,585.4560727,0.908036679,0.224100547,4.051916381,5.08E-05,0.000843837
ENSG00000197258,EIF4BP6,536.6944218,-0.744307704,0.183679385,-4.052211438,5.07E-05,0.000843837
ENSG00000151292,CSNK1G3,711.0400872,-0.670632949,0.165535355,-4.051297384,5.09E-05,0.000845377
ENSG00000175220,ARHGAP1,166.4868094,1.010371881,0.249436732,4.050613855,5.11E-05,0.000847155
ENSG00000111786,SRSF9,797.3759538,-0.855785712,0.211401164,-4.048159887,5.16E-05,0.000855382
ENSG00000179262,RAD23A,496.0320624,-0.773370538,0.191130501,-4.04629577,5.20E-05,0.000861512
ENSG00000103042,SLC38A7,357.5576365,0.803965008,0.198720645,4.045704502,5.22E-05,0.00086173
ENSG00000131051,RBM39,767.8869634,-0.691034858,0.170808882,-4.045661148,5.22E-05,0.00086173
ENSG00000171951,SCG2,458.9558523,0.858176032,0.212109889,4.045902984,5.21E-05,0.00086173
ENSG00000119689,DLST,352.7373921,-0.835361709,0.206516693,-4.045008168,5.23E-05,0.00086343
ENSG00000161509,GRIN2C,210.733446,1.152693024,0.285071335,4.04352484,5.27E-05,0.000868204
ENSG00000271121,NUDT4P2,176.2855233,-0.942054132,0.23319867,-4.039706286,5.35E-05,0.00088174
ENSG00000185651,UBE2L3,1320.068167,-0.690679498,0.171082501,-4.037113627,5.41E-05,0.000890812
ENSG00000205531,NAP1L4,201.867413,-0.920668343,0.228141338,-4.035517414,5.45E-05,0.00089616
ENSG00000172992,DCAKD,173.4364879,-1.01770598,0.252249309,-4.034524358,5.47E-05,0.000899226
ENSG00000277998,ENSG00000277998,248.0214364,-0.804332725,0.199412391,-4.033514266,5.49E-05,0.000902367
ENSG00000140990,NDUFB10,210.0245704,-0.935821179,0.232066748,-4.032551783,5.52E-05,0.000905336
ENSG00000223703,IGSF3P2,65.87297124,-1.470772387,0.365238281,-4.02688454,5.65E-05,0.000926675
ENSG00000179348,GATA2,1218.876141,-1.242562116,0.308582834,-4.026672842,5.66E-05,0.000926757
ENSG00000184371,CSF1,91.05534859,-1.289448622,0.320358351,-4.025019535,5.70E-05,0.000932536
ENSG00000110395,CBL,402.9082342,-0.760350358,0.188980319,-4.023436734,5.74E-05,0.000938068
ENSG00000005961,ITGA2B,65.62779538,2.713594821,0.674760162,4.021569402,5.78E-05,0.000943245
ENSG00000110074,FOXRED1,126.6115224,1.364338398,0.33925089,4.021620689,5.78E-05,0.000943245
ENSG00000161011,SQSTM1,768.885932,0.662142074,0.164638194,4.021801136,5.78E-05,0.000943245
ENSG00000168496,FEN1,408.9073854,-0.803856172,0.199902665,-4.021237901,5.79E-05,0.000943812
ENSG00000110811,P3H3,145.6651588,1.092017199,0.271780172,4.018016445,5.87E-05,0.000955563
ENSG00000201428,RN7SKP71,145.1689513,1.149975104,0.286209958,4.017942332,5.87E-05,0.000955563
ENSG00000047410,TPR,2474.552811,-0.665600226,0.165700116,-4.016896547,5.90E-05,0.000959039
ENSG00000226986,PRELID1P5,632.9532057,-0.691893509,0.172273154,-4.016258438,5.91E-05,0.000960865
ENSG00000170178,HOXD12,688.1303399,0.905723559,0.225556626,4.015504107,5.93E-05,0.000963169
ENSG00000135655,USP15,933.4580132,-0.740456444,0.184442255,-4.014570543,5.96E-05,0.000966212
ENSG00000122257,RBBP6,765.8255275,-0.632519355,0.157628143,-4.012731129,6.00E-05,0.000972993
ENSG00000287080,H3C3,31.75364099,-1.923686258,0.479605675,-4.010974763,6.05E-05,0.000979475
ENSG00000121716,PILRB,95.92941879,1.346542558,0.335879535,4.009004468,6.10E-05,0.00098689
ENSG00000136158,SPRY2,510.9608194,-0.914363804,0.228105588,-4.008511205,6.11E-05,0.000988162
ENSG00000183624,HMCES,58.48713987,-1.425526398,0.355766764,-4.006912793,6.15E-05,0.000994075
ENSG00000216368,RPL7AP36,325.5959777,-0.877512778,0.219030756,-4.006345015,6.17E-05,0.00099567
ENSG00000210176,MT-TH,73.1867771,1.418466589,0.354092019,4.005926465,6.18E-05,0.000996638
ENSG00000065978,YBX1,6571.520551,-0.696020982,0.173766704,-4.005491083,6.19E-05,0.000997679
ENSG00000163017,ACTG2,366.353665,-0.926250806,0.231321766,-4.004166246,6.22E-05,0.001002486
ENSG00000136895,GARNL3,186.6041891,-0.953513528,0.238200372,-4.002989248,6.25E-05,0.001006685
ENSG00000132964,CDK8,351.7904607,-0.792903465,0.198199477,-4.000532576,6.32E-05,0.001016384
ENSG00000197530,MIB2,214.6775221,1.202638531,0.30074166,3.998909,6.36E-05,0.001022567
ENSG00000188895,MSL1,782.7433056,-0.706696702,0.176765018,-3.997944326,6.39E-05,0.001025926
ENSG00000196233,LCOR,834.5325829,-0.629501247,0.157472653,-3.9975274,6.40E-05,0.001026103
ENSG00000234816,H2AC5P,16.25879914,-2.952066042,0.738460893,-3.997592927,6.40E-05,0.001026103
ENSG00000043355,ZIC2,450.2002919,0.981246208,0.245493323,3.997038276,6.41E-05,0.001026155
ENSG00000103034,NDRG4,79.39611875,1.230417612,0.307849883,3.996810396,6.42E-05,0.001026155
ENSG00000131558,EXOC4,410.6079894,-0.713841438,0.17860482,-3.996764686,6.42E-05,0.001026155
ENSG00000250927,MESTP3,268.7232166,-0.845250255,0.211458847,-3.997232872,6.41E-05,0.001026155
ENSG00000261424,ATP5PBP7,116.3976898,-1.118818875,0.280312206,-3.991331281,6.57E-05,0.001049125
ENSG00000006118,TMEM132A,388.0554833,-0.723913653,0.181410168,-3.990480036,6.59E-05,0.001050123
ENSG00000101294,HM13,857.0733237,-0.673180805,0.168682213,-3.990822712,6.58E-05,0.001050123
ENSG00000132305,IMMT,659.5820067,-0.776711562,0.194647124,-3.990357239,6.60E-05,0.001050123
ENSG00000197879,MYO1C,176.7308418,-1.018065166,0.25511589,-3.990598803,6.59E-05,0.001050123
ENSG00000173110,HSPA6,1140.271307,-0.656807811,0.164607062,-3.990155734,6.60E-05,0.001050188
ENSG00000276966,H4C5,67.3607126,-1.537913743,0.385467612,-3.989735312,6.61E-05,0.001051223
ENSG00000100714,MTHFD1,218.3971603,-1.008536727,0.252991492,-3.986445233,6.71E-05,0.001065062
ENSG00000120438,TCP1,2390.180151,-0.641211333,0.160861276,-3.986113672,6.72E-05,0.001065713
ENSG00000116030,SUMO1,346.6375415,-0.81245711,0.203837422,-3.985809388,6.73E-05,0.001066242
ENSG00000137273,FOXF2,238.1394534,1.593295001,0.400131744,3.981926014,6.84E-05,0.001082968
ENSG00000104824,HNRNPL,883.9545608,-0.76539443,0.192255517,-3.981131152,6.86E-05,0.001084895
ENSG00000125107,CNOT1,2890.410121,-0.621037902,0.15599086,-3.981245458,6.86E-05,0.001084895
ENSG00000248498,ASNSP1,78.41662906,1.398717719,0.351474363,3.979572524,6.90E-05,0.001091177
ENSG00000067715,SYT1,410.1922326,-0.713331644,0.17929285,-3.978583897,6.93E-05,0.001094867
ENSG00000131269,ABCB7,158.9372734,-1.152914664,0.289847896,-3.977654067,6.96E-05,0.001098297
ENSG00000111142,METAP2,1560.307202,-0.722717517,0.181738291,-3.976693711,6.99E-05,0.00110188
ENSG00000023228,NDUFS1,297.8049821,-0.824065202,0.207388143,-3.973540574,7.08E-05,0.001115705
ENSG00000132382,MYBBP1A,421.0742886,-0.693982769,0.174712289,-3.97214628,7.12E-05,0.001121382
ENSG00000084652,TXLNA,384.7122574,-0.782961677,0.197161987,-3.971159392,7.15E-05,0.001125161
ENSG00000196576,PLXNB2,707.0120687,-0.680369208,0.171403255,-3.969406573,7.21E-05,0.001132588
ENSG00000105810,CDK6,165.2687594,1.774090617,0.447031169,3.968606086,7.23E-05,0.001135515
ENSG00000100711,ZFYVE21,668.4346887,0.854764273,0.2154154,3.967981272,7.25E-05,0.001137611
ENSG00000066933,MYO9A,436.8171458,-0.688114594,0.173541933,-3.965120028,7.34E-05,0.001150449
ENSG00000163697,APBB2,278.7300558,-0.772299108,0.194905853,-3.96242133,7.42E-05,0.001162633
ENSG00000155561,NUP205,1047.320511,-0.653632499,0.165002092,-3.961358858,7.45E-05,0.001166914
ENSG00000243365,RN7SL278P,48.68851119,2.786115926,0.703373998,3.961073249,7.46E-05,0.001167406
ENSG00000107796,ACTA2,138.6452647,-1.142064471,0.288423879,-3.959673779,7.51E-05,0.001173359
ENSG00000174099,MSRB3,97.30152085,-1.225061443,0.309424384,-3.959162577,7.52E-05,0.001174964
ENSG00000011028,MRC2,108.9322687,2.156038228,0.544839443,3.957199233,7.58E-05,0.001183744
ENSG00000198373,WWP2,247.4045592,-0.953504179,0.241027157,-3.956003095,7.62E-05,0.001188765
ENSG00000072818,ACAP1,824.4317529,0.872491572,0.220834596,3.950882648,7.79E-05,0.001212617
ENSG00000112406,HECA,137.7401601,1.580191606,0.399946052,3.951011887,7.78E-05,0.001212617
ENSG00000100154,TTC28,251.7117328,1.717230985,0.43474989,3.949928514,7.82E-05,0.001216523
ENSG00000088367,EPB41L1,1064.588382,-0.632014975,0.160069849,-3.94836991,7.87E-05,0.001223527
ENSG00000069869,NEDD4,357.1928661,-0.764910437,0.193841941,-3.946052305,7.95E-05,0.001234211
ENSG00000178719,GRINA,1684.25175,0.623094981,0.157908703,3.945919184,7.95E-05,0.001234211
ENSG00000226650,KIF4B,251.5129821,-0.782701072,0.198418098,-3.944706042,7.99E-05,0.001239522
ENSG00000165194,PCDH19,530.0732754,1.035236678,0.262533021,3.94326274,8.04E-05,0.001246052
ENSG00000160447,PKN3,181.0665178,1.77066493,0.449201573,3.941804827,8.09E-05,0.001252691
ENSG00000116514,RNF19B,273.5473846,-0.884204506,0.224363968,-3.940938086,8.12E-05,0.001256263
ENSG00000104356,POP1,80.50916516,-1.241260583,0.314991981,-3.940610101,8.13E-05,0.001257019
ENSG00000072133,RPS6KA6,65.30805545,-1.389644728,0.352740816,-3.939563175,8.16E-05,0.00126155
ENSG00000170004,CHD3,785.2887148,-0.660758636,0.167857767,-3.936419797,8.27E-05,0.001276273
ENSG00000214973,CHCHD3P3,153.9465672,-0.992535425,0.252142198,-3.936411404,8.27E-05,0.001276273
ENSG00000125844,RRBP1,1141.749368,-0.678511432,0.172473178,-3.934011296,8.35E-05,0.001288108
ENSG00000196440,ARMCX4,160.3394699,1.836107699,0.466794276,3.933440905,8.37E-05,0.001290185
ENSG00000130699,TAF4,408.0355364,1.318870986,0.335314275,3.933238408,8.38E-05,0.001290289
ENSG00000134247,PTGFRN,309.4590302,-0.866382264,0.220353204,-3.931788822,8.43E-05,0.001297107
ENSG00000168827,GFM1,399.6603529,-0.813660035,0.207055838,-3.929664779,8.51E-05,0.001307622
ENSG00000154473,BUB3,412.7360149,-0.789782657,0.201130646,-3.926714658,8.61E-05,0.001322751
ENSG00000161016,RPL8,5020.453184,-0.701462146,0.1787164,-3.925001538,8.67E-05,0.001331188
ENSG00000198797,BRINP2,164.3412119,-0.907379684,0.231238845,-3.923993332,8.71E-05,0.001335759
ENSG00000184113,CLDN5,55.70966521,2.592629394,0.661122286,3.921558004,8.80E-05,0.00134831
ENSG00000154845,PPP4R1,256.8312054,-0.779810361,0.198888132,-3.920849132,8.82E-05,0.001350234
ENSG00000272540,ENSG00000272540,89.76956285,1.914475484,0.488262675,3.920994956,8.82E-05,0.001350234
ENSG00000135476,ESPL1,370.0269544,-0.760308748,0.193980535,-3.919510513,8.87E-05,0.001356727
ENSG00000178498,DTX3,119.2402407,1.091720629,0.278650848,3.917880152,8.93E-05,0.001364102
ENSG00000196866,H2AC7,25.02859622,-2.814648649,0.718418675,-3.917838926,8.93E-05,0.001364102
ENSG00000236539,HNRNPA1P54,243.8226846,-0.957544269,0.244479838,-3.916659452,8.98E-05,0.001369755
ENSG00000147274,RBMX,606.3034505,-0.72192053,0.184337014,-3.916308035,8.99E-05,0.001370717
ENSG00000207500,SNORD102,17.7174798,3.317490515,0.847229047,3.915694969,9.01E-05,0.001373169
ENSG00000197943,PLCG2,332.9616398,1.038550146,0.265268749,3.915086681,9.04E-05,0.001375598
ENSG00000103257,SLC7A5,341.4990299,0.778652553,0.198911747,3.914562934,9.06E-05,0.001377549
ENSG00000170653,ATF7,236.8186774,-0.860031957,0.219763804,-3.913437706,9.10E-05,0.001382946
ENSG00000271465,SQSTM1P1,238.2212375,0.873161642,0.223183708,3.912300092,9.14E-05,0.001388434
ENSG00000198597,ZNF536,168.4602379,1.074243893,0.274604777,3.911963605,9.15E-05,0.001389326
ENSG00000204843,DCTN1,854.2708122,-0.688116257,0.175934503,-3.911206984,9.18E-05,0.00139264
ENSG00000197724,PHF2,443.8253468,-0.781220781,0.199811466,-3.909789545,9.24E-05,0.001399786
ENSG00000130560,UBAC1,394.1277362,-0.744844722,0.190527322,-3.909385351,9.25E-05,0.00140032
ENSG00000248546,ANP32CP,129.23852,-1.133541761,0.289957685,-3.909335115,9.26E-05,0.00140032
ENSG00000106078,COBL,2480.633824,0.746183766,0.190956587,3.907609466,9.32E-05,0.001408163
