"","gene"
"8307","FUN_009813_PDE6A"
"8308","FUN_011166_TCF25"
"8309","FUN_052396_hypothetical_protein"
"8310","FUN_036306_PTPDC1_2"
"8311","FUN_048047_hypothetical_protein"
"8312","FUN_049529_hypothetical_protein"
"8313","FUN_044662_GLI3_3"
"8314","FUN_028734_SP3_2"
"8315","FUN_017505_FAAH2_2"
"8316","FUN_055533_hypothetical_protein"
"8317","FUN_052674_hypothetical_protein"
"8318","FUN_052787_CFAP45"
"8319","FUN_030694_hypothetical_protein"
"8320","FUN_001154_EFHC2"
"8321","FUN_036847_hypothetical_protein"
"8322","FUN_022912_hypothetical_protein"
"8323","FUN_041726_hypothetical_protein"
"8324","FUN_028043_hypothetical_protein"
"8325","FUN_020675_FOXO1A"
"8326","FUN_006813_hypothetical_protein"
"8327","FUN_058420_hypothetical_protein"
"8328","FUN_007045_hypothetical_protein"
"8329","FUN_018878_SMG7"
"8330","FUN_025421_hypothetical_protein"
"8331","FUN_024388_SNX30_1"
"8332","FUN_038006_PLXNA2_8"
"8333","FUN_036846_ZBTB17"
"8334","FUN_004034_hypothetical_protein"
"8335","FUN_019344_ZDHHC15"
"8336","FUN_035664_ST3GAL3_1"
"8337","FUN_055263_MGST3"
"8338","FUN_020561_SSH2_1"
"8339","FUN_054135_COX15_1"
"8340","FUN_003323_MFSD6_3"
"8341","FUN_020478_hypothetical_protein"
"8342","FUN_012551_BRF1_6"
"8343","FUN_056285_SF3A1"
"8344","FUN_025844_hypothetical_protein"
"8345","FUN_011440_SYNJ2BP"
"8346","FUN_006761_SCML4"
"8347","FUN_045520_hypothetical_protein"
"8348","FUN_023434_hypothetical_protein"
"8349","FUN_040136_hypothetical_protein"
"8350","FUN_012392_SIX3_1"
"8351","FUN_034568_hypothetical_protein"
"8352","FUN_054779_hypothetical_protein"
"8353","FUN_011774_hypothetical_protein"
"8354","FUN_044166_OXSR1_2"
"8355","FUN_051141_hypothetical_protein"
"8356","FUN_046719_GRIPAP1_2"
"8357","FUN_012728_HPS1_1"
"8358","FUN_003951_CDH4_4"
"8359","FUN_025931_ACBD3_1"
"8360","FUN_044279_hypothetical_protein"
"8361","FUN_038813_TXNDC15"
"8362","FUN_046530_hypothetical_protein"
"8363","FUN_054046_hypothetical_protein"
"8364","FUN_030695_hypothetical_protein"
"8365","FUN_024674_VPS11"
"8366","FUN_012452_NAT8"
"8367","FUN_026924_TMEM94"
"8368","FUN_001777_hypothetical_protein"
"8369","FUN_048645_hypothetical_protein"
"8370","FUN_000452_hypothetical_protein"
"8371","FUN_005041_mrpl18"
"8372","FUN_025713_TRIAP1"
"8373","FUN_040139_SAMD9L_8"
"8374","FUN_060023_hypothetical_protein"
"8375","FUN_024821_DSCR3_1"
"8376","FUN_031470_hypothetical_protein"
"8377","FUN_037460_hypothetical_protein"
"8378","FUN_048101_hypothetical_protein"
"8379","FUN_050810_hypothetical_protein"
"8380","FUN_049227_hypothetical_protein"
"8381","FUN_047449_hypothetical_protein"
"8382","FUN_009153_ABCC12_2"
"8383","FUN_030042_hypothetical_protein"
"8384","FUN_048239_ATP11A_3"
"8385","FUN_051363_hypothetical_protein"
"8386","FUN_019271_DUSP1"
"8387","FUN_060333_hypothetical_protein"
"8388","FUN_056592_ENTPD4"
"8389","FUN_060273_hypothetical_protein"
"8390","FUN_042087_ST3GAL3_3"
"8391","FUN_010584_KIF23"
"8392","FUN_056913_hypothetical_protein"
"8393","FUN_011535_PDSS2_1"
"8394","FUN_033910_hypothetical_protein"
"8395","FUN_002467_NIBAN2_2"
"8396","FUN_017468_hypothetical_protein"
"8397","FUN_001566_hypothetical_protein"
"8398","FUN_029950_hypothetical_protein"
"8399","FUN_012608_hypothetical_protein"
"8400","FUN_037842_HSPG2_2"
"8401","FUN_003401_RBBP5"
"8402","FUN_040193_hypothetical_protein"
"8403","FUN_036113_BRINP3_6"
"8404","FUN_026008_hypothetical_protein"
"8405","FUN_049532_MED13L_1"
"8406","FUN_031261_SH3YL1"
"8407","FUN_025954_SOD2"
"8408","FUN_028908_RHBDL3_1"
"8409","FUN_046107_GRID2_3"
"8410","FUN_035730_FARP2_3"
"8411","FUN_026642_hypothetical_protein"
"8412","FUN_060164_ZMYM1_5"
"8413","FUN_014312_CPT1A_2"
"8414","FUN_020536_hypothetical_protein"
"8415","FUN_042189_hypothetical_protein"
"8416","FUN_051404_STMN2_2"
"8417","FUN_023008_hypothetical_protein"
"8418","FUN_028413_hypothetical_protein"
"8419","FUN_038081_RACGAP1_3"
"8420","FUN_015798_VAMP1"
"8421","FUN_042421_hypothetical_protein"
"8422","FUN_018315_hypothetical_protein"
"8423","FUN_010355_hypothetical_protein"
"8424","FUN_045295_MEX3A_1"
"8425","FUN_035432_ST7L"
"8426","FUN_020522_hypothetical_protein"
"8427","FUN_033019_hypothetical_protein"
"8428","FUN_049694_hypothetical_protein"
"8429","FUN_059160_PLEKHA7_6"
"8430","FUN_043596_CDH7_2"
"8431","FUN_028608_ZEB2_2"
"8432","FUN_029866_ZC3H7B_1"
"8433","FUN_011279_LRCH3"
"8434","FUN_045379_hypothetical_protein"
"8435","FUN_022284_hypothetical_protein"
"8436","FUN_059280_DMXL2_2"
"8437","FUN_023247_hypothetical_protein"
"8438","FUN_030654_hypothetical_protein"
"8439","FUN_005781_ACSF3_2"
"8440","FUN_036979_FAM58A"
"8441","FUN_055972_hypothetical_protein"
"8442","FUN_060283_hypothetical_protein"
"8443","FUN_043402_hypothetical_protein"
"8444","FUN_036178_NBEAL1_2"
"8445","FUN_006869_CASKIN1_1"
"8446","FUN_033901_hypothetical_protein"
"8447","FUN_022434_GIPC3_3"
"8448","FUN_023105_CNTNAP5_8"
"8449","FUN_038070_hypothetical_protein"
"8450","FUN_046840_MFSD12_2"
"8451","FUN_058450_hypothetical_protein"
"8452","FUN_010914_PCYT1A_1"
"8453","FUN_014276_SPHK2"
"8454","FUN_016715_hypothetical_protein"
"8455","FUN_029527_IRX4_2"
"8456","FUN_045005_hypothetical_protein"
"8457","FUN_046736_PLXNA4_12"
"8458","FUN_002769_hypothetical_protein"
"8459","FUN_002252_F2R"
"8460","FUN_002461_SERPINA12_1"
"8461","FUN_007230_hypothetical_protein"
"8462","FUN_032504_hypothetical_protein"
"8463","FUN_030456_AMHR2"
"8464","FUN_048187_SH3PXD2A"
"8465","FUN_001523_NRP2_3"
"8466","FUN_012331_hypothetical_protein"
"8467","FUN_002159_ptrh1"
"8468","FUN_009115_hypothetical_protein"
"8469","FUN_035936_hypothetical_protein"
"8470","FUN_029013_hypothetical_protein"
"8471","FUN_031691_FUCA2"
"8472","FUN_060011_hypothetical_protein"
"8473","FUN_017821_PER1"
"8474","FUN_033417_ICE2"
"8475","FUN_030961_hypothetical_protein"
"8476","FUN_028486_hypothetical_protein"
"8477","FUN_000648_hypothetical_protein"
"8478","FUN_007245_CDHR2_2"
"8479","FUN_006407_hypothetical_protein"
"8480","FUN_046760_ELK1_3"
"8481","FUN_055732_hypothetical_protein"
"8482","FUN_003839_ADAMTS9_4"
"8483","FUN_060258_PI16_2"
"8484","FUN_014621_hypothetical_protein"
"8485","FUN_023836_hypothetical_protein"
"8486","FUN_020375_MYO18A_1"
"8487","FUN_039130_Trpc2_1"
"8488","FUN_025992_MDGA2_2"
"8489","FUN_035295_TOX2_1"
"8490","FUN_037758_IGFBP6_2"
"8491","FUN_041929_hypothetical_protein"
"8492","FUN_005295_KDM2A_1"
"8493","FUN_014102_hypothetical_protein"
"8494","FUN_026117_GRID1_1"
"8495","FUN_034284_hypothetical_protein"
"8496","FUN_027180_VTI1A"
"8497","FUN_001237_KCTD12_1"
"8498","FUN_046941_hypothetical_protein"
"8499","FUN_010281_CUL4B"
"8500","FUN_041893_LHFPL3_1"
"8501","FUN_032331_ANKRD1"
"8502","FUN_044499_hypothetical_protein"
"8503","FUN_011861_NOLC1"
"8504","FUN_005302_hypothetical_protein"
"8505","FUN_017016_hypothetical_protein"
"8506","FUN_037423_CAMTA2_2"
"8507","FUN_016340_ATP8B2_1"
"8508","FUN_014212_hypothetical_protein"
"8509","FUN_019870_NUMA1_1"
"8510","FUN_008366_B4GALT2_2"
"8511","FUN_011614_hypothetical_protein"
"8512","FUN_011481_PPM1A_1"
"8513","FUN_048234_TUBGCP3_2"
"8514","FUN_018508_PLSCR1_3"
"8515","FUN_003137_SLX4"
"8516","FUN_039761_hypothetical_protein"
"8517","FUN_032717_hypothetical_protein"
"8518","FUN_014532_PLEKHA4_1"
"8519","FUN_036648_hypothetical_protein"
"8520","FUN_032637_hypothetical_protein"
"8521","FUN_027785_hypothetical_protein"
"8522","FUN_038405_hypothetical_protein"
"8523","FUN_053452_hypothetical_protein"
"8524","FUN_045392_PTDSS1_1"
"8525","FUN_023209_hypothetical_protein"
"8526","FUN_029200_DDX6_4"
"8527","FUN_001507_RAPH1_3"
"8528","FUN_006927_MFSD11_1"
"8529","FUN_003421_USP49"
"8530","FUN_045137_hypothetical_protein"
"8531","FUN_000385_SBNO1_1"
"8532","FUN_020321_TNFAIP1_1"
"8533","FUN_024355_hypothetical_protein"
"8534","FUN_000168_hypothetical_protein"
"8535","FUN_051500_hypothetical_protein"
"8536","FUN_030590_hypothetical_protein"
"8537","FUN_029254_IFFO1_2"
"8538","FUN_019680_hypothetical_protein"
"8539","FUN_010636_TGM2_1"
"8540","FUN_056818_hypothetical_protein"
"8541","FUN_030041_hypothetical_protein"
"8542","FUN_047638_GPC5_2"
"8543","FUN_012801_ZCCHC24"
"8544","FUN_031806_hypothetical_protein"
"8545","FUN_045715_PPTC7_3"
"8546","FUN_024875_map3k7cl"
"8547","FUN_040900_PYROXD1_3"
"8548","FUN_007187_hypothetical_protein"
"8549","FUN_028992_hypothetical_protein"
"8550","FUN_003086_SIGLEC1_7"
"8551","FUN_030731_KIF26B_2"
"8552","FUN_039828_ABLIM3_6"
"8553","FUN_007324_hypothetical_protein"
"8554","FUN_043249_hypothetical_protein"
"8555","FUN_037241_SULF2_1"
"8556","FUN_027703_POLR3E"
"8557","FUN_007793_hypothetical_protein"
"8558","FUN_024809_hypothetical_protein"
"8559","FUN_035194_PCIF1_1"
"8560","FUN_001129_hypothetical_protein"
"8561","FUN_041555_hypothetical_protein"
"8562","FUN_038716_ALPK2"
"8563","FUN_003566_hypothetical_protein"
"8564","FUN_038729_hypothetical_protein"
"8565","FUN_009208_hypothetical_protein"
"8566","FUN_002138_MAMDC2_1"
"8567","FUN_014533_PLEKHA4_2"
"8568","FUN_052584_hypothetical_protein"
"8569","FUN_033486_POT1_2"
"8570","FUN_015420_WDR26_2"
"8571","FUN_048500_PIBF1_2"
"8572","FUN_014848_PLOD2"
"8573","FUN_060382_SHMT1_3"
"8574","FUN_032509_hypothetical_protein"
"8575","FUN_041946_hypothetical_protein"
"8576","FUN_029510_LDLRAP1_2"
"8577","FUN_020695_hypothetical_protein"
"8578","FUN_056587_hypothetical_protein"
"8579","FUN_013600_DCLK2_2"
"8580","FUN_001288_UBR3_2"
"8581","FUN_053407_APLP2_2"
"8582","FUN_047568_EFNB2_2"
"8583","FUN_004306_PHF13"
"8584","FUN_050552_hypothetical_protein"
"8585","FUN_043100_hypothetical_protein"
"8586","FUN_021433_hypothetical_protein"
"8587","FUN_013821_CDK2AP2"
"8588","FUN_051627_hypothetical_protein"
"8589","FUN_031887_LTBP2_1"
"8590","FUN_052216_hypothetical_protein"
"8591","FUN_035727_STK25_3"
"8592","FUN_046746_BCAP31"
"8593","FUN_019138_INO80B"
"8594","FUN_054686_SORBS3_1"
"8595","FUN_059468_hhipl1_2"
"8596","FUN_020441_hypothetical_protein"
"8597","FUN_052153_hypothetical_protein"
"8598","FUN_004180_hypothetical_protein"
"8599","FUN_009132_hypothetical_protein"
"8600","FUN_035284_NECAB3_1"
"8601","FUN_010869_TMTC2_2"
"8602","FUN_014087_hypothetical_protein"
"8603","FUN_040679_hypothetical_protein"
"8604","FUN_025763_hypothetical_protein"
"8605","FUN_052950_hypothetical_protein"
"8606","FUN_002626_HTR7_1"
"8607","FUN_032759_hypothetical_protein"
"8608","FUN_033344_ANO3_2"
"8609","FUN_039409_hypothetical_protein"
"8610","FUN_007873_hypothetical_protein"
"8611","FUN_029867_RANGAP1"
"8612","FUN_040625_LRP6_3"
"8613","FUN_009488_PRC1_1"
"8614","FUN_011498_RTN1_1"
"8615","FUN_042903_hypothetical_protein"
"8616","FUN_026563_hypothetical_protein"
"8617","FUN_043648_hypothetical_protein"
"8618","FUN_059992_hypothetical_protein"
"8619","FUN_018219_MEN1"
"8620","FUN_006289_FAM89A"
"8621","FUN_019691_hypothetical_protein"
"8622","FUN_052042_PTDSS1_5"
"8623","FUN_003687_hypothetical_protein"
"8624","FUN_008847_hypothetical_protein"
"8625","FUN_023947_hypothetical_protein"
"8626","FUN_030960_hypothetical_protein"
"8627","FUN_045867_hypothetical_protein"
"8628","FUN_019963_DPF1"
"8629","FUN_050488_hypothetical_protein"
"8630","FUN_042525_hypothetical_protein"
"8631","FUN_026127_hypothetical_protein"
"8632","FUN_057499_hypothetical_protein"
"8633","FUN_057522_ISCA1"
"8634","FUN_032899_IREB2_2"
"8635","FUN_006881_SCPEP1"
"8636","FUN_011531_WDR35"
"8637","FUN_059630_TMOD3_3"
"8638","FUN_006922_hypothetical_protein"
"8639","FUN_029473_hypothetical_protein"
"8640","FUN_035355_hypothetical_protein"
"8641","FUN_006690_hypothetical_protein"
"8642","FUN_038245_hypothetical_protein"
"8643","FUN_050825_hypothetical_protein"
"8644","FUN_052868_hypothetical_protein"
"8645","FUN_017114_PHACTR1_4"
"8646","FUN_013219_GLUD1_2"
"8647","FUN_042050_hypothetical_protein"
"8648","FUN_026375_SAMD8_2"
"8649","FUN_048732_hypothetical_protein"
"8650","FUN_001664_hypothetical_protein"
"8651","FUN_011630_MARCKSL1A"
"8652","FUN_038192_ST8SIA5"
"8653","FUN_030150_hypothetical_protein"
"8654","FUN_024936_SYNJ1_1"
"8655","FUN_016553_hypothetical_protein"
"8656","FUN_005871_hypothetical_protein"
"8657","FUN_041935_hypothetical_protein"
"8658","FUN_028068_TAOK2_5"
"8659","FUN_034453_hypothetical_protein"
"8660","FUN_012390_hypothetical_protein"
"8661","FUN_004607_SEMA3D_2"
"8662","FUN_033801_hypothetical_protein"
"8663","FUN_048307_ZIC2_2"
"8664","FUN_030622_TIAM2_1"
"8665","FUN_056245_DOK2_3"
"8666","FUN_042568_hypothetical_protein"
"8667","FUN_023180_hypothetical_protein"
"8668","FUN_009124_EIF3J_1"
"8669","FUN_055267_hypothetical_protein"
"8670","FUN_011578_OIP5"
"8671","FUN_030525_hypothetical_protein"
"8672","FUN_032400_TTBK1_5"
"8673","FUN_029904_MAST1_1"
"8674","FUN_012815_PPA1"
"8675","FUN_019193_SRPX2_1"
"8676","FUN_022955_POLE4"
"8677","FUN_039951_NEDD9_1"
"8678","FUN_043749_hypothetical_protein"
"8679","FUN_033597_ANKRD26_2"
"8680","FUN_047913_hypothetical_protein"
"8681","FUN_012580_PRXL2A_1"
"8682","FUN_004267_AKR7A2"
"8683","FUN_039791_NUP98"
"8684","FUN_023496_P3H2"
"8685","FUN_055740_ZFYVE1_2"
"8686","FUN_051653_FBXL2_1"
"8687","FUN_042418_TCF3_3"
"8688","FUN_031469_hypothetical_protein"
"8689","FUN_058327_hypothetical_protein"
"8690","FUN_022667_hypothetical_protein"
"8691","FUN_001246_hypothetical_protein"
"8692","FUN_002171_KCNT1_2"
"8693","FUN_015158_hypothetical_protein"
"8694","FUN_033913_hypothetical_protein"
"8695","FUN_056838_hypothetical_protein"
"8696","FUN_001633_hypothetical_protein"
"8697","FUN_057733_PPP3CC_4"
"8698","FUN_059815_hypothetical_protein"
"8699","FUN_037089_NUCKS1_2"
"8700","FUN_004980_hypothetical_protein"
"8701","FUN_038402_CACNA1B_6"
"8702","FUN_047605_hypothetical_protein"
"8703","FUN_017576_hypothetical_protein"
"8704","FUN_013712_WDR17_3"
"8705","FUN_036287_hypothetical_protein"
"8706","FUN_033442_hypothetical_protein"
"8707","FUN_017812_ADAM33_2"
"8708","FUN_018065_ADGRA3"
"8709","FUN_011462_hypothetical_protein"
"8710","FUN_029263_SH3BGRL3"
"8711","FUN_058564_TCHQD1_4"
"8712","FUN_044300_NCOA2_1"
"8713","FUN_011162_PDCD5"
"8714","FUN_026786_DOCK1_5"
"8715","FUN_013083_hypothetical_protein"
"8716","FUN_046792_hypothetical_protein"
"8717","FUN_045211_hypothetical_protein"
"8718","FUN_019995_WDFY1"
"8719","FUN_004798_EIF4G3_2"
"8720","FUN_021012_hypothetical_protein"
"8721","FUN_011139_hypothetical_protein"
"8722","FUN_055984_hypothetical_protein"
"8723","FUN_016304_GNL1"
"8724","FUN_040927_CPNE8_2"
"8725","FUN_054540_hypothetical_protein"
"8726","FUN_032041_hypothetical_protein"
"8727","FUN_025408_hypothetical_protein"
"8728","FUN_000752_ACVR2A_3"
"8729","FUN_011568_GALE2"
"8730","FUN_030647_hypothetical_protein"
"8731","FUN_038217_GNRH2"
"8732","FUN_031646_CTBP2_4"
"8733","FUN_007334_RBFOX1_2"
"8734","FUN_009663_GNAI1_1"
"8735","FUN_012960_PDLIM1"
"8736","FUN_059559_hypothetical_protein"
"8737","FUN_022433_GIPC3_2"
"8738","FUN_052255_hypothetical_protein"
"8739","FUN_035141_hypothetical_protein"
"8740","FUN_054471_MED28"
"8741","FUN_010476_RANBP10"
"8742","FUN_041937_hypothetical_protein"
"8743","FUN_003928_hypothetical_protein"
"8744","FUN_054976_hypothetical_protein"
"8745","FUN_026070_hypothetical_protein"
"8746","FUN_049472_hypothetical_protein"
"8747","FUN_036711_ASB8"
"8748","FUN_022713_MARK1_1"
"8749","FUN_041232_hypothetical_protein"
"8750","FUN_009646_hypothetical_protein"
"8751","FUN_048338_MZT1"
"8752","FUN_031999_DAAM2_1"
"8753","FUN_033340_hypothetical_protein"
"8754","FUN_033641_PRICKLE1"
"8755","FUN_042447_hypothetical_protein"
"8756","FUN_040348_INTS13_1"
"8757","FUN_005769_hypothetical_protein"
"8758","FUN_054960_RTN1_3"
"8759","FUN_016619_ACAP2_2"
"8760","FUN_023767_RIPOR3"
"8761","FUN_056277_GRK5_3"
"8762","FUN_023876_PPWD1"
"8763","FUN_021788_PSMD13_2"
"8764","FUN_025331_TBL2"
"8765","FUN_026719_hypothetical_protein"
"8766","FUN_020610_hypothetical_protein"
"8767","FUN_008648_hypothetical_protein"
"8768","FUN_022665_UNC13A_2"
"8769","FUN_059570_hypothetical_protein"
"8770","FUN_022286_ACAP2_5"
"8771","FUN_048605_hypothetical_protein"
"8772","FUN_007621_hypothetical_protein"
"8773","FUN_027335_hypothetical_protein"
"8774","FUN_044648_hypothetical_protein"
"8775","FUN_006925_HEATR2"
"8776","FUN_057480_hypothetical_protein"
"8777","FUN_002820_hypothetical_protein"
"8778","FUN_054461_FBXO10"
"8779","FUN_023703_hypothetical_protein"
"8780","FUN_056608_IQSEC2_4"
"8781","FUN_016873_TRIM7_8"
"8782","FUN_033776_AMBRA1B"
"8783","FUN_014449_CCR4_13"
"8784","FUN_005951_5HT1E"
"8785","FUN_055999_hypothetical_protein"
"8786","FUN_036352_RAB5IF"
"8787","FUN_029190_CRABP2_2"
"8788","FUN_038696_HCN1_4"
"8789","FUN_004715_TAMM41"
"8790","FUN_048775_hypothetical_protein"
"8791","FUN_025848_hypothetical_protein"
"8792","FUN_059764_hypothetical_protein"
"8793","FUN_008732_hypothetical_protein"
"8794","FUN_057092_hypothetical_protein"
"8795","FUN_007157_hypothetical_protein"
"8796","FUN_040641_hypothetical_protein"
"8797","FUN_023430_hypothetical_protein"
"8798","FUN_033854_BAI1_3"
"8799","FUN_010775_POLR3B_1"
"8800","FUN_023233_hypothetical_protein"
"8801","FUN_029920_GGA3_2"
"8802","FUN_005583_TEAD1_1"
"8803","FUN_007887_hypothetical_protein"
"8804","FUN_045936_hypothetical_protein"
"8805","FUN_054122_hypothetical_protein"
"8806","FUN_027506_hypothetical_protein"
"8807","FUN_012717_hypothetical_protein"
"8808","FUN_055095_hypothetical_protein"
"8809","FUN_043194_GET1"
"8810","FUN_042232_RAB18"
"8811","FUN_058767_GIMAP6_5"
"8812","FUN_000587_hypothetical_protein"
"8813","FUN_032904_NDFIP1"
"8814","FUN_028399_hypothetical_protein"
"8815","FUN_054025_DOK7_5"
"8816","FUN_022197_ARNT2_2"
"8817","FUN_020564_GIT1"
"8818","FUN_021355_CYP2R1"
"8819","FUN_054403_FGFBP2_2"
"8820","FUN_039074_SH2D4A_2"
"8821","FUN_029526_NDUFS6"
"8822","FUN_015829_RPL18"
"8823","FUN_051481_hypothetical_protein"
"8824","FUN_031557_hypothetical_protein"
"8825","FUN_054204_hypothetical_protein"
"8826","FUN_018379_ABI1_5"
"8827","FUN_056723_PABPC1L_5"
"8828","FUN_007176_ighv1-3_3"
"8829","FUN_042111_hypothetical_protein"
"8830","FUN_019171_hypothetical_protein"
"8831","FUN_039689_FGFR4_1"
"8832","FUN_028069_TAOK1_2"
"8833","FUN_022305_HTR2B"
"8834","FUN_001076_LRP1B_2"
"8835","FUN_000175_PMS1_1"
"8836","FUN_009623_hypothetical_protein"
"8837","FUN_033675_hypothetical_protein"
"8838","FUN_007803_KRI1"
"8839","FUN_047940_PCID2_3"
"8840","FUN_043174_PIK3CB"
"8841","FUN_048968_CYP3A4_1"
"8842","FUN_010713_hypothetical_protein"
"8843","FUN_033839_TMEM80"
"8844","FUN_024689_hypothetical_protein"
"8845","FUN_058064_DDR2_3"
"8846","FUN_041549_WNK1_5"
"8847","FUN_008071_hypothetical_protein"
"8848","FUN_022980_SLC1A7_2"
"8849","FUN_054358_MEMO1"
"8850","FUN_005450_hypothetical_protein"
"8851","FUN_033616_hypothetical_protein"
"8852","FUN_036362_TOP1_5"
"8853","FUN_004405_RPN2"
"8854","FUN_024878_BACH1_3"
"8855","FUN_037228_XKR7_3"
"8856","FUN_002343_MRPL1"
"8857","FUN_018759_hypothetical_protein"
"8858","FUN_026274_hypothetical_protein"
"8859","FUN_031002_EHD4_1"
"8860","FUN_012650_MARK3_4"
"8861","FUN_038289_TCF4_2"
"8862","FUN_007644_BAHCC1_2"
"8863","FUN_006798_hypothetical_protein"
"8864","FUN_029805_NLRP12_117"
"8865","FUN_052782_hypothetical_protein"
"8866","FUN_018002_hypothetical_protein"
"8867","FUN_051434_hypothetical_protein"
"8868","FUN_048006_hypothetical_protein"
"8869","FUN_055255_hypothetical_protein"
"8870","FUN_012121_hypothetical_protein"
"8871","FUN_039417_KLF4"
"8872","FUN_045792_hypothetical_protein"
"8873","FUN_033495_hypothetical_protein"
"8874","FUN_023659_hypothetical_protein"
"8875","FUN_021693_CYB5B"
"8876","FUN_022598_NR2C2AP"
"8877","FUN_060416_hypothetical_protein"
"8878","FUN_005808_PIEZO1_1"
"8879","FUN_033912_hypothetical_protein"
"8880","FUN_055997_hypothetical_protein"
"8881","FUN_034622_NIPA2"
"8882","FUN_052477_Vmn2r1"
"8883","FUN_057560_hypothetical_protein"
"8884","FUN_044032_MCMDC2_1"
"8885","FUN_012907_KCNQ5_3"
"8886","FUN_019860_hypothetical_protein"
"8887","FUN_004376_ETNK2_3"
"8888","FUN_051024_hypothetical_protein"
"8889","FUN_044202_hypothetical_protein"
"8890","FUN_001504_RAPH1_1"
"8891","FUN_010054_hypothetical_protein"
"8892","FUN_000164_hypothetical_protein"
"8893","FUN_049467_hypothetical_protein"
"8894","FUN_047906_BLZF1"
"8895","FUN_026784_DOCK2_1"
"8896","FUN_023461_hypothetical_protein"
"8897","FUN_019907_hypothetical_protein"
"8898","FUN_037119_hypothetical_protein"
"8899","FUN_015780_hypothetical_protein"
"8900","FUN_007353_HAPSTR1_1"
"8901","FUN_058534_hypothetical_protein"
"8902","FUN_000893_DIRC2_2"
"8903","FUN_048686_TEKT4"
"8904","FUN_039682_DBN1_3"
"8905","FUN_052332_hypothetical_protein"
"8906","FUN_040368_hypothetical_protein"
"8907","FUN_004696_SHISA5_2"
"8908","FUN_030690_CTAGE5_1"
"8909","FUN_006703_hypothetical_protein"
"8910","FUN_009826_hypothetical_protein"
"8911","FUN_018803_hypothetical_protein"
"8912","FUN_055857_hypothetical_protein"
"8913","FUN_048254_PKN1_2"
"8914","FUN_017393_hypothetical_protein"
"8915","FUN_009410_hypothetical_protein"
"8916","FUN_024104_hypothetical_protein"
"8917","FUN_039095_hypothetical_protein"
"8918","FUN_013468_HERC5_1"
"8919","FUN_010267_RAB6A_1"
"8920","FUN_038856_CORO6"
"8921","FUN_023374_NEK7_2"
"8922","FUN_015645_ASCC3_9"
"8923","FUN_028237_hypothetical_protein"
"8924","FUN_022231_MEX3B"
"8925","FUN_052803_SHANK3_5"
"8926","FUN_006588_CDC40_2"
"8927","FUN_028691_ATP7B"
"8928","FUN_027531_hypothetical_protein"
"8929","FUN_010073_PFDN6"
"8930","FUN_024094_hypothetical_protein"
"8931","FUN_039532_hypothetical_protein"
"8932","FUN_002227_MEF2C_1"
"8933","FUN_052867_hypothetical_protein"
"8934","FUN_048637_SMDT1_2"
"8935","FUN_007311_NOA1"
"8936","FUN_012424_hypothetical_protein"
"8937","FUN_048037_hypothetical_protein"
"8938","FUN_039336_ARHGAP42_3"
"8939","FUN_009079_hypothetical_protein"
"8940","FUN_053690_NPR1_7"
"8941","FUN_023240_WDR18_2"
"8942","FUN_051008_VWA3A_1"
"8943","FUN_000499_CLDN14_1"
"8944","FUN_057726_hypothetical_protein"
"8945","FUN_006337_EPHA7_2"
"8946","FUN_047230_INTS15"
"8947","FUN_028224_SDK2_7"
"8948","FUN_021969_IPO7"
"8949","FUN_038140_AGPAT2"
"8950","FUN_046009_hypothetical_protein"
"8951","FUN_055170_hypothetical_protein"
"8952","FUN_041493_PLXNA4_11"
"8953","FUN_060012_GNL3L_1"
"8954","FUN_014717_hypothetical_protein"
"8955","FUN_019463_hypothetical_protein"
"8956","FUN_026898_SOCS5_3"
"8957","FUN_006968_hypothetical_protein"
"8958","FUN_020072_CUL5"
"8959","FUN_028484_hypothetical_protein"
"8960","FUN_027862_KAT7_2"
"8961","FUN_028059_COA3"
"8962","FUN_030276_hypothetical_protein"
"8963","FUN_025360_hypothetical_protein"
"8964","FUN_018865_hypothetical_protein"
"8965","FUN_003946_hypothetical_protein"
"8966","FUN_007839_hypothetical_protein"
"8967","FUN_056851_CRELD1_4"
"8968","FUN_056283_POLD2"
"8969","FUN_007224_hypothetical_protein"
"8970","FUN_031104_AKT1_1"
"8971","FUN_007032_FGF2"
"8972","FUN_004671_hypothetical_protein"
"8973","FUN_045730_SEPT2_4"
"8974","FUN_010700_hypothetical_protein"
"8975","FUN_007985_PPP1R9B_2"
"8976","FUN_009644_hypothetical_protein"
"8977","FUN_060419_ISG15"
"8978","FUN_001144_hypothetical_protein"
"8979","FUN_025460_ETF1_1"
"8980","FUN_055160_FMO5_4"
"8981","FUN_046302_FOXP3_2"
"8982","FUN_003307_hypothetical_protein"
"8983","FUN_021263_hypothetical_protein"
"8984","FUN_023241_WDR18_3"
"8985","FUN_016977_hypothetical_protein"
"8986","FUN_048454_CREB1_2"
"8987","FUN_002985_hypothetical_protein"
"8988","FUN_036567_PAN2"
"8989","FUN_028382_hypothetical_protein"
"8990","FUN_002997_hypothetical_protein"
"8991","FUN_056510_hypothetical_protein"
"8992","FUN_034462_SCN8A_3"
"8993","FUN_026123_GRID1_2"
"8994","FUN_018459_ALDH9A1_1"
"8995","FUN_049548_RAB14_2"
"8996","FUN_023329_hypothetical_protein"
"8997","FUN_002933_hypothetical_protein"
"8998","FUN_001336_CHN1_1"
"8999","FUN_003417_CDKN1A"
"9000","FUN_029942_CHIC2"
"9001","FUN_032481_DRAM1"
