"","gene"
"2409","FUN_030653_hypothetical_protein"
"2410","FUN_006873_CRLF3_1"
"2411","FUN_010847_CIRH1A"
"2412","FUN_027106_CAMK2G_4"
"2413","FUN_032309_HMX3_2"
"2414","FUN_056533_hypothetical_protein"
"2415","FUN_041464_CHCHD3"
"2416","FUN_053554_hypothetical_protein"
"2417","FUN_002855_TBC1D4_2"
"2418","FUN_037136_DNMT3B_1"
"2419","FUN_055455_PEX7_2"
"2420","FUN_000299_FKBP7"
"2421","FUN_010908_CAPN5_1"
"2422","FUN_058356_NLRP14_54"
"2423","FUN_059077_hypothetical_protein"
"2424","FUN_034807_hypothetical_protein"
"2425","FUN_018745_hypothetical_protein"
"2426","FUN_051485_CCN4"
"2427","FUN_019689_EIF4G1_4"
"2428","FUN_051396_TPD52"
"2429","FUN_037323_ACSS2_2"
"2430","FUN_023162_MRPL45"
"2431","FUN_040663_hypothetical_protein"
"2432","FUN_024562_hypothetical_protein"
"2433","FUN_003253_hypothetical_protein"
"2434","FUN_006372_KATNA1"
"2435","FUN_058703_hypothetical_protein"
"2436","FUN_015683_TRDMT1"
"2437","FUN_034511_KRT8_1"
"2438","FUN_029383_hypothetical_protein"
"2439","FUN_017502_hypothetical_protein"
"2440","FUN_043324_SHOX2"
"2441","FUN_028566_hypothetical_protein"
"2442","FUN_039572_hypothetical_protein"
"2443","FUN_046285_hypothetical_protein"
"2444","FUN_027217_ABLIM1_3"
"2445","FUN_010839_HSBP1_1"
"2446","FUN_037642_hypothetical_protein"
"2447","FUN_027543_RAB5C_2"
"2448","FUN_022630_HCN2_2"
"2449","FUN_030195_PRDM9_25"
"2450","FUN_034321_hypothetical_protein"
"2451","FUN_010230_LOXL3_6"
"2452","FUN_031338_ASXL2"
"2453","FUN_038558_GFI1B_1"
"2454","FUN_060214_hypothetical_protein"
"2455","FUN_037103_TFIP11"
"2456","FUN_027192_hypothetical_protein"
"2457","FUN_028657_hypothetical_protein"
"2458","FUN_049031_hypothetical_protein"
"2459","FUN_019783_CD3D"
"2460","FUN_053800_hypothetical_protein"
"2461","FUN_016200_EPHB5"
"2462","FUN_041896_KMT2E_1"
"2463","FUN_020981_hypothetical_protein"
"2464","FUN_045412_hypothetical_protein"
"2465","FUN_043926_AMER2"
"2466","FUN_050695_hypothetical_protein"
"2467","FUN_001967_hypothetical_protein"
"2468","FUN_055076_hypothetical_protein"
"2469","FUN_010943_GYLTL1B"
"2470","FUN_013673_hypothetical_protein"
"2471","FUN_010160_AUP1"
"2472","FUN_028567_FAM83F_4"
"2473","FUN_008009_HOXB2A"
"2474","FUN_037837_hypothetical_protein"
"2475","FUN_006807_TAF1A_1"
"2476","FUN_015049_hypothetical_protein"
"2477","FUN_028393_ASIC4B_2"
"2478","FUN_030872_PALS1A_2"
"2479","FUN_046246_ADORA1_3"
"2480","FUN_035635_H1FX"
"2481","FUN_019577_hypothetical_protein"
"2482","FUN_045046_hypothetical_protein"
"2483","FUN_050689_hypothetical_protein"
"2484","FUN_029240_CNOT3_5"
"2485","FUN_032279_CUZD1_4"
"2486","FUN_004169_SP1_1"
"2487","FUN_010705_hypothetical_protein"
"2488","FUN_014277_CNOT3_1"
"2489","FUN_036907_ENO1_2"
"2490","FUN_034738_hypothetical_protein"
"2491","FUN_043082_PITRM1_4"
"2492","FUN_001158_KDM6A_3"
"2493","FUN_056468_hypothetical_protein"
"2494","FUN_010543_hypothetical_protein"
"2495","FUN_037817_MLH3"
"2496","FUN_038774_KDELC2"
"2497","FUN_049113_EPHB4A_1"
"2498","FUN_032114_hypothetical_protein"
"2499","FUN_050979_ARHGAP27_3"
"2500","FUN_030638_TRIM7_63"
"2501","FUN_027125_GLTSCR1L"
"2502","FUN_044936_RBM12B_2"
"2503","FUN_002200_hypothetical_protein"
"2504","FUN_008003_HOXB7"
"2505","FUN_041340_hypothetical_protein"
"2506","FUN_041647_hypothetical_protein"
"2507","FUN_033618_CSNK1G1_3"
"2508","FUN_000289_hypothetical_protein"
"2509","FUN_027450_USP42"
"2510","FUN_000137_hypothetical_protein"
"2511","FUN_009172_ADCY7_2"
"2512","FUN_056695_GNA14_2"
"2513","FUN_048912_hypothetical_protein"
"2514","FUN_009814_hypothetical_protein"
"2515","FUN_020129_SYTL2_1"
"2516","FUN_057101_VSIG8"
"2517","FUN_054985_PTK2B_2"
"2518","FUN_033456_COPS2"
"2519","FUN_013906_PPA2_1"
"2520","FUN_022124_KIF7"
"2521","FUN_028556_hypothetical_protein"
"2522","FUN_021961_hypothetical_protein"
"2523","FUN_017552_MMP14_1"
"2524","FUN_002196_JAK2_1"
"2525","FUN_020619_hypothetical_protein"
"2526","FUN_017354_VANGL2"
"2527","FUN_020912_hypothetical_protein"
"2528","FUN_047246_MICALL2_1"
"2529","FUN_048602_SMIM28"
"2530","FUN_047292_ENDOD1_3"
"2531","FUN_051125_hypothetical_protein"
"2532","FUN_017109_hypothetical_protein"
"2533","FUN_004333_TRIM62_1"
"2534","FUN_016642_hypothetical_protein"
"2535","FUN_006080_hypothetical_protein"
"2536","FUN_043859_LRRC31"
"2537","FUN_009624_CNOT4_1"
"2538","FUN_006880_hypothetical_protein"
"2539","FUN_055591_UNC93A_3"
"2540","FUN_002880_TRIM35_12"
"2541","FUN_002892_SOX21"
"2542","FUN_017620_hypothetical_protein"
"2543","FUN_037065_TRPC4AP"
"2544","FUN_047201_hypothetical_protein"
"2545","FUN_024095_DEPDC5_1"
"2546","FUN_003438_NBL1"
"2547","FUN_051350_CD6"
"2548","FUN_024393_hypothetical_protein"
"2549","FUN_032716_CISD1_2"
"2550","FUN_019835_GAL3ST2_3"
"2551","FUN_045558_hypothetical_protein"
"2552","FUN_022692_GNA15_2"
"2553","FUN_047443_CNPPD1"
"2554","FUN_002615_IMP4"
"2555","FUN_028072_FAM20A"
"2556","FUN_027148_TIMP2_2"
"2557","FUN_048574_hypothetical_protein"
"2558","FUN_059164_CYP2K1_4"
"2559","FUN_048872_NLRP12_176"
"2560","FUN_060219_TRERF1_2"
"2561","FUN_043465_hypothetical_protein"
"2562","FUN_024301_hypothetical_protein"
"2563","FUN_023012_COL6A1_2"
"2564","FUN_018619_CCL20_1"
"2565","FUN_020333_NLRP12_52"
"2566","FUN_036122_hypothetical_protein"
"2567","FUN_001589_hypothetical_protein"
"2568","FUN_022674_hypothetical_protein"
"2569","FUN_024852_hypothetical_protein"
"2570","FUN_048343_ITGA6_3"
"2571","FUN_042382_UPF1"
"2572","FUN_025201_DDX55"
"2573","FUN_026758_hypothetical_protein"
"2574","FUN_048996_CDC37"
"2575","FUN_027173_TCF7L2_2"
"2576","FUN_050246_POU2F3"
"2577","FUN_041923_hypothetical_protein"
"2578","FUN_003139_hypothetical_protein"
"2579","FUN_003877_hypothetical_protein"
"2580","FUN_043282_TGFB1_2"
"2581","FUN_039505_hypothetical_protein"
"2582","FUN_055153_hypothetical_protein"
"2583","FUN_037299_hypothetical_protein"
"2584","FUN_009304_hypothetical_protein"
"2585","FUN_019167_hypothetical_protein"
"2586","FUN_060157_DEPDC5_3"
"2587","FUN_001925_NDUFB3"
"2588","FUN_011486_hypothetical_protein"
"2589","FUN_027203_PLEKHS1_4"
"2590","FUN_028391_ASIC4B_1"
"2591","FUN_058054_hypothetical_protein"
"2592","FUN_002198_hypothetical_protein"
"2593","FUN_028757_hypothetical_protein"
"2594","FUN_016350_CHRNB2_2"
"2595","FUN_041494_KLHDC10"
"2596","FUN_029087_hypothetical_protein"
"2597","FUN_027662_hypothetical_protein"
"2598","FUN_041689_IFIT5_9"
"2599","FUN_012243_hypothetical_protein"
"2600","FUN_012629_hypothetical_protein"
"2601","FUN_041351_DMTF1"
"2602","FUN_037782_hypothetical_protein"
"2603","FUN_018848_NFX1"
"2604","FUN_030131_hypothetical_protein"
"2605","FUN_041641_hypothetical_protein"
"2606","FUN_019848_CLDN8_1"
"2607","FUN_038568_ARPC3"
"2608","FUN_033775_NOX5_2"
"2609","FUN_034798_hypothetical_protein"
"2610","FUN_050117_hypothetical_protein"
"2611","FUN_046566_hypothetical_protein"
"2612","FUN_005962_TRAF3IP2"
"2613","FUN_006670_EHD3"
"2614","FUN_022743_PHKA2"
"2615","FUN_020665_LPAR6_1"
"2616","FUN_025319_IL2RG_5"
"2617","FUN_001723_hypothetical_protein"
"2618","FUN_050112_ADORA2B_1"
"2619","FUN_024888_hypothetical_protein"
"2620","FUN_002003_SNAPC4"
"2621","FUN_053123_hypothetical_protein"
"2622","FUN_013945_hypothetical_protein"
"2623","FUN_024865_CHORDC1_2"
"2624","FUN_001137_gpr34"
"2625","FUN_001591_hypothetical_protein"
"2626","FUN_008060_PRSS21_1"
"2627","FUN_013922_hypothetical_protein"
"2628","FUN_006129_TRAM2"
"2629","FUN_031473_hypothetical_protein"
"2630","FUN_050643_hypothetical_protein"
"2631","FUN_016818_hypothetical_protein"
"2632","FUN_018503_USP33"
"2633","FUN_040685_hypothetical_protein"
"2634","FUN_044085_hypothetical_protein"
"2635","FUN_031201_ABRAXAS2"
"2636","FUN_042908_KLHL35"
"2637","FUN_027644_MAP2K4_1"
"2638","FUN_034312_hypothetical_protein"
"2639","FUN_016388_EFNA1_1"
"2640","FUN_028534_ATF4"
"2641","FUN_058047_hypothetical_protein"
"2642","FUN_026631_SRSF2"
"2643","FUN_026271_sult1a4_3"
"2644","FUN_037704_hypothetical_protein"
"2645","FUN_022691_GNA15_1"
"2646","FUN_002482_hypothetical_protein"
"2647","FUN_009968_P2RY4"
"2648","FUN_047086_hypothetical_protein"
"2649","FUN_043042_ARHGAP12_5"
"2650","FUN_046457_KDM5B_2"
"2651","FUN_037639_hypothetical_protein"
"2652","FUN_021714_PKD1L2_1"
"2653","FUN_031326_MYO6_3"
"2654","FUN_053420_NLRP12_260"
"2655","FUN_048731_hypothetical_protein"
"2656","FUN_027982_NLRP12_92"
"2657","FUN_020339_dll3"
"2658","FUN_044247_PAN3_2"
"2659","FUN_021413_hypothetical_protein"
"2660","FUN_026296_hypothetical_protein"
"2661","FUN_011478_SIX4_1"
"2662","FUN_040322_PLEKHA5_2"
"2663","FUN_017738_hypothetical_protein"
"2664","FUN_003583_hypothetical_protein"
"2665","FUN_025625_SEZ6_6"
"2666","FUN_030085_CBX2"
"2667","FUN_006114_hypothetical_protein"
"2668","FUN_039822_UBTD2_1"
"2669","FUN_039801_SERPINF1"
"2670","FUN_019410_RPS6KA6_1"
"2671","FUN_053794_hypothetical_protein"
"2672","FUN_014242_RB1CC1"
"2673","FUN_020075_hypothetical_protein"
"2674","FUN_045312_hypothetical_protein"
"2675","FUN_007040_UBE2K_1"
"2676","FUN_015731_hypothetical_protein"
"2677","FUN_043944_hypothetical_protein"
"2678","FUN_010271_UPF3B"
"2679","FUN_010678_NLRC5_1"
"2680","FUN_060393_RPS27A"
"2681","FUN_051609_hypothetical_protein"
"2682","FUN_055563_DCBLD1"
"2683","FUN_040323_PLEKHA5_6"
"2684","FUN_057862_MR1_24"
"2685","FUN_020091_hypothetical_protein"
"2686","FUN_048646_KIF16B"
"2687","FUN_056395_setd1b"
"2688","FUN_036262_TWIST2_3"
"2689","FUN_045927_hypothetical_protein"
"2690","FUN_021226_CA8"
"2691","FUN_003218_hypothetical_protein"
"2692","FUN_022935_DAZAP1"
"2693","FUN_028640_KIF5C_3"
"2694","FUN_035612_hypothetical_protein"
"2695","FUN_038002_hypothetical_protein"
"2696","FUN_017002_hypothetical_protein"
"2697","FUN_013183_GPRIN2_1"
"2698","FUN_009470_RASSF7_1"
"2699","FUN_056347_ARPC5L_2"
"2700","FUN_036606_hypothetical_protein"
"2701","FUN_014156_hypothetical_protein"
"2702","FUN_028284_hypothetical_protein"
"2703","FUN_057337_hypothetical_protein"
"2704","FUN_036689_ARHGEF25"
"2705","FUN_025604_hypothetical_protein"
"2706","FUN_029182_hypothetical_protein"
"2707","FUN_057400_ARHGAP25"
"2708","FUN_059537_TRIM35_42"
"2709","FUN_044639_ACAD11_2"
"2710","FUN_025895_ASAP2_1"
"2711","FUN_017575_TRIM7_49"
"2712","FUN_004190_SIT1"
"2713","FUN_039371_NADK2"
"2714","FUN_004493_hypothetical_protein"
"2715","FUN_014040_NLRP12_21"
"2716","FUN_045728_SEPT5"
"2717","FUN_041374_KICS2_1"
"2718","FUN_014285_GSTK1_1"
"2719","FUN_017070_hypothetical_protein"
"2720","FUN_031780_hypothetical_protein"
"2721","FUN_051201_icam5"
"2722","FUN_016288_ABHD16A_2"
"2723","FUN_019223_TAF7"
"2724","FUN_055096_PCSK9"
"2725","FUN_014315_hypothetical_protein"
"2726","FUN_004131_hypothetical_protein"
"2727","FUN_024096_DEPDC5_2"
"2728","FUN_004526_IL17RD_1"
"2729","FUN_037447_NFXL1"
"2730","FUN_041366_hypothetical_protein"
"2731","FUN_058082_hypothetical_protein"
"2732","FUN_016125_hypothetical_protein"
"2733","FUN_032426_PLXNC1_2"
"2734","FUN_036123_RTN4_1"
"2735","FUN_028930_hypothetical_protein"
"2736","FUN_031718_RUNX2_1"
"2737","FUN_055489_HSF2_2"
"2738","FUN_028818_ICA1L_2"
"2739","FUN_000367_SSFA2"
"2740","FUN_030656_TRIM7_70"
"2741","FUN_017898_OVOL1_1"
"2742","FUN_059631_TRIM35_43"
"2743","FUN_049581_KAT5"
"2744","FUN_038710_AGXT2"
"2745","FUN_040127_CPT1A_7"
"2746","FUN_006274_hypothetical_protein"
"2747","FUN_060346_hypothetical_protein"
"2748","FUN_036672_C1GALT1A"
"2749","FUN_005491_hypothetical_protein"
"2750","FUN_006403_MAP3K5_2"
"2751","FUN_002521_TCTN2"
"2752","FUN_060270_hypothetical_protein"
"2753","FUN_036834_SZRD1_2"
"2754","FUN_029297_hypothetical_protein"
"2755","FUN_015721_ID4"
"2756","FUN_017281_KCTD1_1"
"2757","FUN_042541_MTCL1_2"
"2758","FUN_003782_ARPC4_1"
"2759","FUN_047977_FRMPD4_1"
"2760","FUN_019282_hypothetical_protein"
"2761","FUN_031008_RCOR1"
"2762","FUN_056250_hypothetical_protein"
"2763","FUN_034699_hypothetical_protein"
"2764","FUN_022380_VCAM1"
"2765","FUN_028858_MS4A4A_3"
"2766","FUN_031287_IAH1"
"2767","FUN_031494_CNKSR3_1"
"2768","FUN_017871_TDRD7_1"
"2769","FUN_011328_B4GALNT3_1"
"2770","FUN_029872_TXN2_2"
"2771","FUN_001688_hypothetical_protein"
"2772","FUN_009923_hypothetical_protein"
"2773","FUN_046262_KCNC4_1"
"2774","FUN_001608_hypothetical_protein"
"2775","FUN_057946_TRPV4"
"2776","FUN_019437_CSNK1A1_1"
"2777","FUN_036573_NLRP12_139"
"2778","FUN_055604_DUSP23_2"
"2779","FUN_010242_hypothetical_protein"
"2780","FUN_060039_hypothetical_protein"
"2781","FUN_058221_NEURL4_1"
"2782","FUN_052303_SCG3_2"
"2783","FUN_010594_hypothetical_protein"
"2784","FUN_038885_RGS14_4"
"2785","FUN_009276_FHOD3_1"
"2786","FUN_035854_DIPK1A_1"
"2787","FUN_059482_TRIM35_41"
"2788","FUN_003245_hypothetical_protein"
"2789","FUN_058226_MR1_82"
"2790","FUN_016515_hypothetical_protein"
"2791","FUN_050679_hypothetical_protein"
"2792","FUN_040251_NLRP12_150"
"2793","FUN_013980_RPS9"
"2794","FUN_017706_hypothetical_protein"
"2795","FUN_059023_hypothetical_protein"
"2796","FUN_004686_hypothetical_protein"
"2797","FUN_008966_TBC1D8B_1"
"2798","FUN_026305_NLRP12_75"
"2799","FUN_060370_hypothetical_protein"
"2800","FUN_056467_hypothetical_protein"
"2801","FUN_007350_hypothetical_protein"
"2802","FUN_056852_IL17RC"
"2803","FUN_043831_LARP4B_2"
"2804","FUN_021317_hypothetical_protein"
"2805","FUN_025642_RANBP3L"
"2806","FUN_022678_hypothetical_protein"
"2807","FUN_036503_LGR6"
"2808","FUN_032151_hypothetical_protein"
"2809","FUN_052143_FBN3_2"
"2810","FUN_011088_LGALS4_1"
"2811","FUN_055013_MTMR9_3"
"2812","FUN_060311_hypothetical_protein"
"2813","FUN_026763_hypothetical_protein"
"2814","FUN_034047_CTNNA1_5"
"2815","FUN_017889_hypothetical_protein"
"2816","FUN_056559_UBL4A"
"2817","FUN_021419_hypothetical_protein"
"2818","FUN_016855_CCL23"
"2819","FUN_055222_LNX1_2"
"2820","FUN_008407_PUF60_4"
"2821","FUN_020410_abhd15"
"2822","FUN_004872_PRDM2"
"2823","FUN_021963_FAM60A_1"
"2824","FUN_034269_hypothetical_protein"
"2825","FUN_053604_hypothetical_protein"
"2826","FUN_035881_hypothetical_protein"
"2827","FUN_035369_hypothetical_protein"
"2828","FUN_039012_rbm14"
"2829","FUN_039781_HEATR6"
"2830","FUN_043485_hypothetical_protein"
"2831","FUN_004635_hypothetical_protein"
"2832","FUN_017596_unc-11_1"
"2833","FUN_004248_hypothetical_protein"
"2834","FUN_051696_hypothetical_protein"
"2835","FUN_060058_ABLIM1_5"
"2836","FUN_048826_CD97_7"
"2837","FUN_004792_hypothetical_protein"
"2838","FUN_015122_AOC1"
"2839","FUN_016719_hypothetical_protein"
"2840","FUN_057780_ERAP1_3"
"2841","FUN_043091_URB1_5"
"2842","FUN_049673_DHX33"
"2843","FUN_055156_FMO5_1"
"2844","FUN_060067_hypothetical_protein"
"2845","FUN_051875_SDK1_5"
"2846","FUN_029584_NEU1_2"
"2847","FUN_007745_PGLYRP2"
"2848","FUN_024770_hypothetical_protein"
"2849","FUN_047580_hypothetical_protein"
"2850","FUN_060009_SP1_2"
"2851","FUN_003217_hypothetical_protein"
"2852","FUN_015481_SERINC1_1"
"2853","FUN_021958_hypothetical_protein"
"2854","FUN_051990_EXT1C_1"
"2855","FUN_014220_hypothetical_protein"
"2856","FUN_007433_hypothetical_protein"
"2857","FUN_013324_hypothetical_protein"
"2858","FUN_008035_hypothetical_protein"
"2859","FUN_035572_hypothetical_protein"
"2860","FUN_026299_NLRP12_71"
"2861","FUN_007719_PIK3R6_1"
"2862","FUN_011858_hypothetical_protein"
"2863","FUN_010345_SH3TC2"
"2864","FUN_039179_CLDN4_3"
"2865","FUN_025125_ADRBK2_2"
"2866","FUN_058044_hypothetical_protein"
"2867","FUN_031371_PAX9"
"2868","FUN_037930_FAM3A"
"2869","FUN_034089_hypothetical_protein"
"2870","FUN_043011_hypothetical_protein"
"2871","FUN_028095_hypothetical_protein"
"2872","FUN_017533_TRIM7_38"
"2873","FUN_024399_hypothetical_protein"
"2874","FUN_025220_MN1"
"2875","FUN_056667_hypothetical_protein"
"2876","FUN_046934_hypothetical_protein"
"2877","FUN_028991_RASAL3"
"2878","FUN_038507_cd8a"
"2879","FUN_008706_hypothetical_protein"
"2880","FUN_010603_SMAD3_2"
"2881","FUN_031086_hypothetical_protein"
"2882","FUN_002259_ANKDD1B"
"2883","FUN_019122_hypothetical_protein"
"2884","FUN_020109_MED13"
"2885","FUN_015957_hypothetical_protein"
"2886","FUN_027944_PRSS8_2"
"2887","FUN_012790_hypothetical_protein"
"2888","FUN_007164_hypothetical_protein"
"2889","FUN_009450_MFGE8_1"
"2890","FUN_053670_LRRTM1"
"2891","FUN_017157_WRNIP1_2"
"2892","FUN_030020_hypothetical_protein"
"2893","FUN_012144_hypothetical_protein"
"2894","FUN_017666_UFSP1"
"2895","FUN_047193_hypothetical_protein"
"2896","FUN_021048_NRIP1_1"
"2897","FUN_060041_DDX42"
"2898","FUN_053338_hypothetical_protein"
"2899","FUN_009797_hypothetical_protein"
"2900","FUN_000889_SEMA5B_1"
"2901","FUN_059151_NLRP12_341"
"2902","FUN_002253_IQGAP2_1"
"2903","FUN_035094_MST1R_3"
"2904","FUN_007635_TRIM16_1"
"2905","FUN_029626_pard6g_1"
"2906","FUN_056560_B2M_2"
"2907","FUN_014609_hypothetical_protein"
"2908","FUN_047068_DEF6"
"2909","FUN_052422_CHST8_1"
"2910","FUN_052071_hypothetical_protein"
"2911","FUN_047085_hypothetical_protein"
"2912","FUN_047244_hypothetical_protein"
"2913","FUN_016437_hypothetical_protein"
"2914","FUN_001157_KDM6A_1"
"2915","FUN_050736_hypothetical_protein"
"2916","FUN_054543_hypothetical_protein"
"2917","FUN_041956_hypothetical_protein"
"2918","FUN_045301_hypothetical_protein"
"2919","FUN_023160_hypothetical_protein"
"2920","FUN_024230_hypothetical_protein"
"2921","FUN_002772_ANKRD44_1"
"2922","FUN_034725_COL7A1_2"
"2923","FUN_036710_LARP4_3"
"2924","FUN_052726_RBM7"
"2925","FUN_022626_FSTL3"
"2926","FUN_047152_hypothetical_protein"
"2927","FUN_032004_MOCS1"
"2928","FUN_031983_hypothetical_protein"
"2929","FUN_011857_hypothetical_protein"
"2930","FUN_017779_hypothetical_protein"
"2931","FUN_042148_IMPAD1"
"2932","FUN_046393_BCAR3_2"
"2933","FUN_041277_SEMA3AA"
"2934","FUN_017784_hypothetical_protein"
"2935","FUN_016226_hypothetical_protein"
"2936","FUN_008045_NUPR1"
"2937","FUN_043515_ATG5_2"
"2938","FUN_019205_hypothetical_protein"
"2939","FUN_030161_ST13"
"2940","FUN_028538_hypothetical_protein"
"2941","FUN_015234_PLEKHO1_2"
"2942","FUN_030333_hypothetical_protein"
"2943","FUN_005957_hypothetical_protein"
"2944","FUN_056127_hypothetical_protein"
"2945","FUN_015521_rab42"
"2946","FUN_016640_MIER1_1"
"2947","FUN_040996_TRIM24"
"2948","FUN_004115_FKBP10_2"
"2949","FUN_005284_hypothetical_protein"
"2950","FUN_056226_LZTS1"
"2951","FUN_028488_hypothetical_protein"
"2952","FUN_032584_hypothetical_protein"
"2953","FUN_060229_MORC4"
"2954","FUN_039880_NR3C1_4"
"2955","FUN_001941_hypothetical_protein"
"2956","FUN_025746_NXNL2"
"2957","FUN_001586_hypothetical_protein"
"2958","FUN_059629_NAT1_3"
"2959","FUN_051324_hypothetical_protein"
"2960","FUN_038796_MFAP3"
"2961","FUN_032451_UHRF1BP1L_2"
"2962","FUN_053799_hypothetical_protein"
"2963","FUN_021791_CSNK2A2_2"
"2964","FUN_050180_hypothetical_protein"
"2965","FUN_028411_hypothetical_protein"
"2966","FUN_015710_ABCD3"
"2967","FUN_058014_PAIP1_1"
"2968","FUN_007764_hypothetical_protein"
"2969","FUN_012141_hypothetical_protein"
"2970","FUN_025561_hypothetical_protein"
"2971","FUN_019969_hypothetical_protein"
"2972","FUN_011474_LRRC9_2"
"2973","FUN_047686_SLITRK6"
"2974","FUN_056529_hypothetical_protein"
"2975","FUN_039423_TMEM38B_1"
"2976","FUN_011365_hypothetical_protein"
"2977","FUN_053998_LPHN3_3"
"2978","FUN_004463_AADACL3"
"2979","FUN_035132_ABHD14B"
"2980","FUN_032569_hypothetical_protein"
"2981","FUN_046989_STAP2_2"
"2982","FUN_020537_CAPNS1_1"
"2983","FUN_003326_hypothetical_protein"
"2984","FUN_001852_VTCN1"
"2985","FUN_035034_hypothetical_protein"
"2986","FUN_034497_hypothetical_protein"
"2987","FUN_060040_hypothetical_protein"
"2988","FUN_058452_NLRP12_320"
"2989","FUN_014454_ENPP2_1"
"2990","FUN_018511_CHST2_2"
"2991","FUN_051993_hypothetical_protein"
"2992","FUN_026931_CYBC1"
"2993","FUN_040066_DOCK6_1"
"2994","FUN_012656_EXOC3L4_1"
"2995","FUN_004529_hypothetical_protein"
"2996","FUN_013718_hypothetical_protein"
"2997","FUN_021722_TMEM63B_2"
"2998","FUN_021749_MRVI1_1"
"2999","FUN_036971_hypothetical_protein"
"3000","FUN_037943_hypothetical_protein"
"3001","FUN_041730_hypothetical_protein"
"3002","FUN_051247_hypothetical_protein"
"3003","FUN_044215_hypothetical_protein"
"3004","FUN_041008_ARHGAP8"
"3005","FUN_053411_PRDM10_2"
"3006","FUN_048275_F8A1"
"3007","FUN_002691_TBX1"
"3008","FUN_037787_HOXC9_2"
"3009","FUN_007685_NPTX1_1"
"3010","FUN_017529_BTN1A1_1"
"3011","FUN_056700_CABIN1_3"
"3012","FUN_010927_CSTF3_2"
"3013","FUN_015001_PPP1R3G"
"3014","FUN_051242_RAPGEF5_6"
"3015","FUN_009560_hypothetical_protein"
"3016","FUN_025388_hypothetical_protein"
"3017","FUN_011006_ZFP36_1"
"3018","FUN_004323_PER3"
"3019","FUN_000173_ORMDL1"
"3020","FUN_032582_NR3C1_2"
"3021","FUN_020284_PDZD3_1"
"3022","FUN_035690_hypothetical_protein"
"3023","FUN_018125_hypothetical_protein"
"3024","FUN_050685_hypothetical_protein"
"3025","FUN_022172_LRRK1_3"
"3026","FUN_055003_hypothetical_protein"
"3027","FUN_008236_STK17A_1"
"3028","FUN_052161_BNC1_2"
"3029","FUN_017891_hypothetical_protein"
"3030","FUN_036047_AP1M1_2"
"3031","FUN_015672_hypothetical_protein"
"3032","FUN_014300_ccr10_1"
"3033","FUN_046076_CDO1"
"3034","FUN_019203_NOX1"
"3035","FUN_030507_hypothetical_protein"
"3036","FUN_023906_hypothetical_protein"
"3037","FUN_008001_HOXB9A"
"3038","FUN_049774_CCL14_13"
"3039","FUN_058081_hypothetical_protein"
"3040","FUN_042127_hypothetical_protein"
"3041","FUN_054929_SYNE2_8"
"3042","FUN_004237_hypothetical_protein"
"3043","FUN_030341_SAMD8_3"
"3044","FUN_037509_MCOLN3_2"
"3045","FUN_056761_TP73_2"
"3046","FUN_033712_hypothetical_protein"
"3047","FUN_055386_hypothetical_protein"
"3048","FUN_020067_hypothetical_protein"
"3049","FUN_040759_hypothetical_protein"
"3050","FUN_018128_hypothetical_protein"
"3051","FUN_046477_hypothetical_protein"
"3052","FUN_035616_hypothetical_protein"
"3053","FUN_043286_hypothetical_protein"
"3054","FUN_044975_STEAP4_1"
"3055","FUN_010544_hypothetical_protein"
"3056","FUN_052639_hypothetical_protein"
"3057","FUN_015811_M6PR"
"3058","FUN_050385_hypothetical_protein"
"3059","FUN_036310_WNT7A_2"
"3060","FUN_050591_hypothetical_protein"
"3061","FUN_043833_MSL2"
"3062","FUN_055309_hypothetical_protein"
"3063","FUN_002255_IQGAP2_2"
"3064","FUN_048284_TAP2_1"
"3065","FUN_018171_hypothetical_protein"
"3066","FUN_010615_RPL4"
"3067","FUN_012110_SIRT1_1"
"3068","FUN_048855_hypothetical_protein"
"3069","FUN_058178_NLRP12_290"
"3070","FUN_008323_hypothetical_protein"
"3071","FUN_009077_hypothetical_protein"
"3072","FUN_016502_hypothetical_protein"
"3073","FUN_043874_CCL20_2"
"3074","FUN_030959_hypothetical_protein"
"3075","FUN_003459_FBLIM1"
"3076","FUN_028749_CCR7"
"3077","FUN_007711_hypothetical_protein"
"3078","FUN_033277_PAMR1_3"
"3079","FUN_036779_hypothetical_protein"
"3080","FUN_017091_CLDN1_1"
"3081","FUN_018265_hypothetical_protein"
"3082","FUN_025529_RPS25"
"3083","FUN_002683_TAOK3_2"
"3084","FUN_007452_FAM83F_1"
"3085","FUN_022206_hypothetical_protein"
"3086","FUN_054760_MTUS1_2"
"3087","FUN_002491_EHMT1_2"
"3088","FUN_015485_PAQR7B"
"3089","FUN_053551_hypothetical_protein"
"3090","FUN_036049_AP1M2_2"
"3091","FUN_055745_hypothetical_protein"
"3092","FUN_050778_hypothetical_protein"
"3093","FUN_016756_hypothetical_protein"
"3094","FUN_047184_hypothetical_protein"
"3095","FUN_008397_PRPF4B_1"
"3096","FUN_038973_NXF1_3"
"3097","FUN_042329_KCNJ10"
"3098","FUN_006936_MYADML2_1"
"3099","FUN_041343_hypothetical_protein"
"3100","FUN_047593_hypothetical_protein"
"3101","FUN_001442_KCNH7_1"
"3102","FUN_044568_PRKAG2_2"
"3103","FUN_004465_DHRS3_1"
"3104","FUN_014612_hypothetical_protein"
"3105","FUN_001579_hypothetical_protein"
"3106","FUN_013540_hypothetical_protein"
"3107","FUN_022036_GNB2_1"
