"","gene"
"4048","FUN_014016_KHDC4"
"4049","FUN_056540_KANSL3"
"4050","FUN_004817_FBLN2_2"
"4051","FUN_057867_MR1_27"
"4052","FUN_022062_hypothetical_protein"
"4053","FUN_040054_hypothetical_protein"
"4054","FUN_000040_WNT10A_2"
"4055","FUN_017965_hypothetical_protein"
"4056","FUN_030797_hypothetical_protein"
"4057","FUN_027282_UTS2R_1"
"4058","FUN_030337_PICK1_2"
"4059","FUN_032721_hypothetical_protein"
"4060","FUN_027405_ARHGAP17_2"
"4061","FUN_033383_DAPK2"
"4062","FUN_025287_hypothetical_protein"
"4063","FUN_045513_hypothetical_protein"
"4064","FUN_056687_hypothetical_protein"
"4065","FUN_032234_hypothetical_protein"
"4066","FUN_014491_NLRP12_30"
"4067","FUN_037982_sall4_2"
"4068","FUN_015712_hypothetical_protein"
"4069","FUN_044567_hypothetical_protein"
"4070","FUN_041233_hypothetical_protein"
"4071","FUN_047959_ILDR1_3"
"4072","FUN_009074_hypothetical_protein"
"4073","FUN_027621_hypothetical_protein"
"4074","FUN_054690_UFSP2"
"4075","FUN_011842_MACROD2_2"
"4076","FUN_036046_AP1M1_1"
"4077","FUN_049841_hypothetical_protein"
"4078","FUN_027181_ZDHHC6"
"4079","FUN_019288_hypothetical_protein"
"4080","FUN_014046_NLRP12_22"
"4081","FUN_046865_WDR13"
"4082","FUN_015853_DRC1_5"
"4083","FUN_012958_hypothetical_protein"
"4084","FUN_045094_SPIRE1_7"
"4085","FUN_060199_hypothetical_protein"
"4086","FUN_057757_hypothetical_protein"
"4087","FUN_055027_hypothetical_protein"
"4088","FUN_047935_GRTP1_3"
"4089","FUN_017722_ARHGAP36_1"
"4090","FUN_002483_CACNA1B_1"
"4091","FUN_022923_ABCA7"
"4092","FUN_031633_DACT1"
"4093","FUN_002199_hypothetical_protein"
"4094","FUN_016509_hypothetical_protein"
"4095","FUN_058076_GOLGA3_1"
"4096","FUN_011357_GLIPR1_1"
"4097","FUN_018296_MYO9B_1"
"4098","FUN_003458_hypothetical_protein"
"4099","FUN_041495_hypothetical_protein"
"4100","FUN_025301_VPS51"
"4101","FUN_058175_NLRP12_289"
"4102","FUN_024889_TIAM1_5"
"4103","FUN_041978_ABCA4_4"
"4104","FUN_036772_hypothetical_protein"
"4105","FUN_045273_SEPT7_4"
"4106","FUN_037021_CCDC30_4"
"4107","FUN_028234_hypothetical_protein"
"4108","FUN_028985_hypothetical_protein"
"4109","FUN_044305_hypothetical_protein"
"4110","FUN_023203_hypothetical_protein"
"4111","FUN_033174_hypothetical_protein"
"4112","FUN_039136_SLC6A7"
"4113","FUN_029959_hypothetical_protein"
"4114","FUN_014940_hypothetical_protein"
"4115","FUN_041421_hypothetical_protein"
"4116","FUN_048603_hypothetical_protein"
"4117","FUN_051818_hypothetical_protein"
"4118","FUN_041578_hypothetical_protein"
"4119","FUN_008831_PRF1_12"
"4120","FUN_024557_hypothetical_protein"
"4121","FUN_027895_RBP4"
"4122","FUN_055039_hypothetical_protein"
"4123","FUN_023387_DENND1B_2"
"4124","FUN_009686_MAP1A_3"
"4125","FUN_020078_hypothetical_protein"
"4126","FUN_007964_hypothetical_protein"
"4127","FUN_050694_hypothetical_protein"
"4128","FUN_026307_NLRP12_76"
"4129","FUN_014499_NLRP14_5"
"4130","FUN_032102_hypothetical_protein"
"4131","FUN_021062_hypothetical_protein"
"4132","FUN_050688_hypothetical_protein"
"4133","FUN_015532_THRAP3_1"
"4134","FUN_002309_DMRT2"
"4135","FUN_004054_RASSF5_2"
"4136","FUN_017818_PAQR9"
"4137","FUN_013876_hypothetical_protein"
"4138","FUN_024024_PPP2R2A"
"4139","FUN_031678_ZBTB24"
"4140","FUN_039172_NF2_3"
"4141","FUN_036583_HBS1L_4"
"4142","FUN_055464_hypothetical_protein"
"4143","FUN_012309_UBR2_1"
"4144","FUN_002860_hypothetical_protein"
"4145","FUN_048925_MFAP4_11"
"4146","FUN_056366_TCF7L1B_1"
"4147","FUN_010895_TBXAS1_3"
"4148","FUN_058112_POLR2F_2"
"4149","FUN_060030_NFKB1"
"4150","FUN_014148_SOX4_1"
"4151","FUN_034813_GIMAP7_3"
"4152","FUN_050779_NLRP12_188"
"4153","FUN_027680_ACTRT2"
"4154","FUN_053499_hypothetical_protein"
"4155","FUN_026086_KIF13B_1"
"4156","FUN_031985_KCNK5_2"
"4157","FUN_051157_XAB2"
"4158","FUN_047558_MX1_17"
"4159","FUN_044444_EIF2S3"
"4160","FUN_029672_hypothetical_protein"
"4161","FUN_009872_STARD10_1"
"4162","FUN_020725_hypothetical_protein"
"4163","FUN_042598_hypothetical_protein"
"4164","FUN_045189_hypothetical_protein"
"4165","FUN_060175_KLF11_2"
"4166","FUN_053640_hypothetical_protein"
"4167","FUN_056836_TMCC1_2"
"4168","FUN_003995_ACAP3_2"
"4169","FUN_049030_TAF6"
"4170","FUN_012401_PPM1B_1"
"4171","FUN_057064_PIK3C2A_1"
"4172","FUN_021255_hypothetical_protein"
"4173","FUN_060097_LPCAT3"
"4174","FUN_020902_hypothetical_protein"
"4175","FUN_031572_hypothetical_protein"
"4176","FUN_024288_BRF2"
"4177","FUN_009173_ADCY7_3"
"4178","FUN_010165_hypothetical_protein"
"4179","FUN_023913_EXD3_1"
"4180","FUN_034010_hypothetical_protein"
"4181","FUN_035143_hypothetical_protein"
"4182","FUN_039087_HNRNPH1_5"
"4183","FUN_000520_NLRP12_2"
"4184","FUN_036745_CASZ1_1"
"4185","FUN_000166_ASNSD1"
"4186","FUN_044869_hypothetical_protein"
"4187","FUN_021716_PKD1L2_3"
"4188","FUN_030081_hypothetical_protein"
"4189","FUN_054174_hypothetical_protein"
"4190","FUN_059239_CCL14_17"
"4191","FUN_017060_hypothetical_protein"
"4192","FUN_054928_SYNE2_7"
"4193","FUN_021993_TEAD1_5"
"4194","FUN_037117_hypothetical_protein"
"4195","FUN_042402_hypothetical_protein"
"4196","FUN_058302_hypothetical_protein"
"4197","FUN_041847_hypothetical_protein"
"4198","FUN_050179_hypothetical_protein"
"4199","FUN_016308_hypothetical_protein"
"4200","FUN_016093_UPP1_5"
"4201","FUN_047210_hypothetical_protein"
"4202","FUN_023852_hypothetical_protein"
"4203","FUN_001851_hypothetical_protein"
"4204","FUN_031520_RALGAPA2_2"
"4205","FUN_038958_ANKHD1"
"4206","FUN_039186_hypothetical_protein"
"4207","FUN_034429_NLRP12_135"
"4208","FUN_042271_EXOC3"
"4209","FUN_038216_GCNT4_2"
"4210","FUN_053773_hypothetical_protein"
"4211","FUN_034218_rps18"
"4212","FUN_043875_CCL20_3"
"4213","FUN_042609_hypothetical_protein"
"4214","FUN_050110_SPECC1_3"
"4215","FUN_041967_ACTN4_1"
"4216","FUN_036328_hypothetical_protein"
"4217","FUN_003309_hypothetical_protein"
"4218","FUN_039171_hypothetical_protein"
"4219","FUN_050995_hypothetical_protein"
"4220","FUN_020887_hypothetical_protein"
"4221","FUN_012296_hypothetical_protein"
"4222","FUN_058103_hypothetical_protein"
"4223","FUN_001253_ITGB5_3"
"4224","FUN_001471_EN1_1"
"4225","FUN_048104_hypothetical_protein"
"4226","FUN_048787_GIMAP7_7"
"4227","FUN_038094_TCF7_2"
"4228","FUN_037600_hypothetical_protein"
"4229","FUN_016721_hypothetical_protein"
"4230","FUN_016227_CD4"
"4231","FUN_039585_hypothetical_protein"
"4232","FUN_035099_RBM6"
"4233","FUN_045465_CMTM6"
"4234","FUN_017559_ACIN1_3"
"4235","FUN_036604_EYA4"
"4236","FUN_030088_hypothetical_protein"
"4237","FUN_057921_MR1_59"
"4238","FUN_039180_CLDN4_4"
"4239","FUN_010749_ITPR2_4"
"4240","FUN_039753_limk1"
"4241","FUN_022946_BABAM1"
"4242","FUN_045078_hypothetical_protein"
"4243","FUN_037314_LAMA5_2"
"4244","FUN_021139_hypothetical_protein"
"4245","FUN_043464_IGSF10"
"4246","FUN_002208_hypothetical_protein"
"4247","FUN_044522_hypothetical_protein"
"4248","FUN_053471_TRIM2_2"
"4249","FUN_008881_hypothetical_protein"
"4250","FUN_001427_TANC1_1"
"4251","FUN_009691_MFGE8_2"
"4252","FUN_027328_hypothetical_protein"
"4253","FUN_010550_hypothetical_protein"
"4254","FUN_013041_hypothetical_protein"
"4255","FUN_041984_hypothetical_protein"
"4256","FUN_039525_hypothetical_protein"
"4257","FUN_038433_hypothetical_protein"
"4258","FUN_026505_POLR2A"
"4259","FUN_050287_BICDL2"
"4260","FUN_012363_TTC7A_2"
"4261","FUN_058601_NLRP12_326"
"4262","FUN_046284_dnase1l3"
"4263","FUN_052411_hypothetical_protein"
"4264","FUN_037751_AGAP2_3"
"4265","FUN_056086_FABP7_6"
"4266","FUN_038611_hypothetical_protein"
"4267","FUN_011970_hypothetical_protein"
"4268","FUN_047584_hypothetical_protein"
"4269","FUN_049177_FAM78A_3"
"4270","FUN_007843_HS3ST6_1"
"4271","FUN_035239_hypothetical_protein"
"4272","FUN_032956_CD74"
"4273","FUN_031005_TRAF3"
"4274","FUN_005985_hypothetical_protein"
"4275","FUN_003483_MYH1_2"
"4276","FUN_004930_hypothetical_protein"
"4277","FUN_012827_HIF1AN_1"
"4278","FUN_058518_hypothetical_protein"
"4279","FUN_030785_hypothetical_protein"
"4280","FUN_035306_hypothetical_protein"
"4281","FUN_047563_MX1_22"
"4282","FUN_029774_NLRP12_109"
"4283","FUN_055011_PINX1"
"4284","FUN_046803_TFE3_1"
"4285","FUN_048204_CBR3"
"4286","FUN_006806_hypothetical_protein"
"4287","FUN_052625_hypothetical_protein"
"4288","FUN_002367_PRKG2"
"4289","FUN_053646_hypothetical_protein"
"4290","FUN_055070_DSG2_3"
"4291","FUN_054607_hypothetical_protein"
"4292","FUN_050925_NLRP12_213"
"4293","FUN_056186_NLRP12_279"
"4294","FUN_025182_MARVELD2_1"
"4295","FUN_025885_SCG5"
"4296","FUN_038552_GTF3C4"
"4297","FUN_051278_hypothetical_protein"
"4298","FUN_004026_hypothetical_protein"
"4299","FUN_029053_KAT2B"
"4300","FUN_007751_PTGER1"
"4301","FUN_002841_KLF5_1"
"4302","FUN_006189_hypothetical_protein"
"4303","FUN_020481_PPM1D_2"
"4304","FUN_033190_hypothetical_protein"
"4305","FUN_012598_ZFAND4_2"
"4306","FUN_048781_DENND1C"
"4307","FUN_041260_CRY1_2"
"4308","FUN_028984_hypothetical_protein"
"4309","FUN_005980_TMED10"
"4310","FUN_007703_RAB37_1"
"4311","FUN_008112_hypothetical_protein"
"4312","FUN_026935_ANAPC16"
"4313","FUN_031355_MTA1_2"
"4314","FUN_043847_hypothetical_protein"
"4315","FUN_035151_hypothetical_protein"
"4316","FUN_025559_USP25"
"4317","FUN_005800_hypothetical_protein"
"4318","FUN_048980_CYP3A4_9"
"4319","FUN_043231_ECH1_1"
"4320","FUN_012861_NSMCE4A"
"4321","FUN_027202_PLEKHS1_2"
"4322","FUN_059326_hypothetical_protein"
"4323","FUN_043022_PRPF38B_1"
"4324","FUN_031677_hypothetical_protein"
"4325","FUN_034021_TSPAN17_2"
"4326","FUN_012654_hypothetical_protein"
"4327","FUN_011557_hypothetical_protein"
"4328","FUN_060306_hypothetical_protein"
"4329","FUN_021835_SRSF11_3"
"4330","FUN_036702_RPS26_2"
"4331","FUN_002327_GRSF1"
"4332","FUN_019300_hypothetical_protein"
"4333","FUN_027659_unc-15_2"
"4334","FUN_014390_hypothetical_protein"
"4335","FUN_050099_DAB2IP_6"
"4336","FUN_041629_ETNK1_2"
"4337","FUN_051507_AK2_2"
"4338","FUN_057754_hypothetical_protein"
"4339","FUN_043778_hypothetical_protein"
"4340","FUN_000297_COL5A2"
"4341","FUN_029317_hypothetical_protein"
"4342","FUN_053345_SLCO3A1_2"
"4343","FUN_001687_hypothetical_protein"
"4344","FUN_057260_hypothetical_protein"
"4345","FUN_004389_hypothetical_protein"
"4346","FUN_030102_hypothetical_protein"
"4347","FUN_037728_MUL1"
"4348","FUN_057667_PXMP2"
"4349","FUN_009805_NLRP12_13"
"4350","FUN_034032_CTNNA1_1"
"4351","FUN_041285_GDI2"
"4352","FUN_051922_hypothetical_protein"
"4353","FUN_015101_hypothetical_protein"
"4354","FUN_027883_PLCE1_1"
"4355","FUN_041846_hypothetical_protein"
"4356","FUN_001592_hypothetical_protein"
"4357","FUN_003202_PLA2G6"
"4358","FUN_019074_pappa2"
"4359","FUN_050927_hypothetical_protein"
"4360","FUN_041134_ELK3"
"4361","FUN_058489_hypothetical_protein"
"4362","FUN_022905_hypothetical_protein"
"4363","FUN_033317_hypothetical_protein"
"4364","FUN_029750_SCN4A_5"
"4365","FUN_027898_NLRP12_84"
"4366","FUN_038635_hypothetical_protein"
"4367","FUN_012628_ANXA11_1"
"4368","FUN_014207_PSME1"
"4369","FUN_040782_hypothetical_protein"
"4370","FUN_032890_SIN3A_4"
"4371","FUN_013329_hypothetical_protein"
"4372","FUN_006875_SUZ12_1"
"4373","FUN_009701_TMED6_2"
"4374","FUN_030345_hypothetical_protein"
"4375","FUN_025676_UNC5C_1"
"4376","FUN_035314_ARFRP1"
"4377","FUN_003575_hypothetical_protein"
"4378","FUN_053884_hypothetical_protein"
"4379","FUN_026029_hypothetical_protein"
"4380","FUN_032945_EXOSC3"
"4381","FUN_016002_HOXA2B"
"4382","FUN_018214_RGS12_4"
"4383","FUN_012357_MUC4_1"
"4384","FUN_020787_MEOX2_1"
"4385","FUN_010166_hypothetical_protein"
"4386","FUN_042442_PVRL4_2"
"4387","FUN_008152_NATD1"
"4388","FUN_039718_BRN3"
"4389","FUN_006070_hypothetical_protein"
"4390","FUN_010784_hypothetical_protein"
"4391","FUN_009511_hypothetical_protein"
"4392","FUN_039858_hypothetical_protein"
"4393","FUN_043853_hypothetical_protein"
"4394","FUN_020707_hypothetical_protein"
"4395","FUN_046878_ZAP70"
"4396","FUN_008971_FAM76B"
"4397","FUN_016352_hypothetical_protein"
"4398","FUN_001587_hypothetical_protein"
"4399","FUN_006328_MOXD1"
"4400","FUN_000135_hypothetical_protein"
"4401","FUN_037315_LAMA5_3"
"4402","FUN_003599_hypothetical_protein"
"4403","FUN_015283_PIK3R4_3"
"4404","FUN_033543_hypothetical_protein"
"4405","FUN_042625_GPR35"
"4406","FUN_027281_uts2r"
"4407","FUN_028834_hypothetical_protein"
"4408","FUN_033147_ABTB2_5"
"4409","FUN_057564_HIP1R_1"
"4410","FUN_048690_hypothetical_protein"
"4411","FUN_051135_hypothetical_protein"
"4412","FUN_007347_CARHSP1"
"4413","FUN_044556_hypothetical_protein"
"4414","FUN_045290_hypothetical_protein"
"4415","FUN_002575_FBXW8_1"
"4416","FUN_034894_hypothetical_protein"
"4417","FUN_017072_hypothetical_protein"
"4418","FUN_017069_hypothetical_protein"
"4419","FUN_043879_hypothetical_protein"
"4420","FUN_024461_SH2D4A_1"
"4421","FUN_020207_SORL1_1"
"4422","FUN_033695_ITGA11_3"
"4423","FUN_053792_hypothetical_protein"
"4424","FUN_040232_hypothetical_protein"
"4425","FUN_049752_thy1"
"4426","FUN_006987_hypothetical_protein"
"4427","FUN_043283_TGFB1_3"
"4428","FUN_034332_DUS3L_1"
"4429","FUN_017325_RPE65_2"
"4430","FUN_034364_hypothetical_protein"
"4431","FUN_019129_hypothetical_protein"
"4432","FUN_056371_TCF7L1B_2"
"4433","FUN_052345_hypothetical_protein"
"4434","FUN_055146_hypothetical_protein"
"4435","FUN_027186_hypothetical_protein"
"4436","FUN_038988_hypothetical_protein"
"4437","FUN_011847_hypothetical_protein"
"4438","FUN_046430_WNT2B_2"
"4439","FUN_018208_hypothetical_protein"
"4440","FUN_034490_hypothetical_protein"
"4441","FUN_012888_SMAP1_2"
"4442","FUN_048601_hypothetical_protein"
"4443","FUN_056374_hypothetical_protein"
"4444","FUN_029766_hypothetical_protein"
"4445","FUN_043503_NT5C3A_2"
"4446","FUN_050178_hypothetical_protein"
"4447","FUN_026926_MBTD1"
"4448","FUN_009674_hypothetical_protein"
"4449","FUN_046264_AHCYL1_1"
"4450","FUN_029362_hypothetical_protein"
"4451","FUN_017506_hypothetical_protein"
"4452","FUN_004491_AEP1_2"
"4453","FUN_012161_hypothetical_protein"
"4454","FUN_040168_PRR5_2"
"4455","FUN_035669_hypothetical_protein"
"4456","FUN_052051_EIF3H_5"
"4457","FUN_053931_DRAP1"
"4458","FUN_001438_hypothetical_protein"
"4459","FUN_023143_hypothetical_protein"
"4460","FUN_008501_LIMD2_1"
"4461","FUN_025277_hypothetical_protein"
"4462","FUN_038368_CLIC4_3"
"4463","FUN_026932_DDIT4_2"
"4464","FUN_049449_NTRK2_4"
"4465","FUN_038742_STK10_3"
"4466","FUN_009698_hypothetical_protein"
"4467","FUN_032221_hypothetical_protein"
"4468","FUN_053647_hypothetical_protein"
"4469","FUN_000485_COL6A3_1"
"4470","FUN_004851_FER1L4_3"
"4471","FUN_047065_hypothetical_protein"
"4472","FUN_055028_MPEG1_2"
"4473","FUN_048380_wbp1l_2"
"4474","FUN_028741_ATP5MC3"
"4475","FUN_014268_hypothetical_protein"
"4476","FUN_010971_hypothetical_protein"
"4477","FUN_002871_TRIM35_8"
"4478","FUN_047082_QSOX1_1"
"4479","FUN_050761_hypothetical_protein"
"4480","FUN_020985_STIM1_3"
"4481","FUN_025015_HMGB1_2"
"4482","FUN_022112_hypothetical_protein"
"4483","FUN_011986_hypothetical_protein"
"4484","FUN_038505_hypothetical_protein"
"4485","FUN_003776_DNAH1_4"
"4486","FUN_038050_CHI3L1"
"4487","FUN_007429_hypothetical_protein"
"4488","FUN_010203_ENPP6_1"
"4489","FUN_024089_hypothetical_protein"
"4490","FUN_054173_IRF1_2"
"4491","FUN_055223_LNX1_3"
"4492","FUN_050261_hypothetical_protein"
"4493","FUN_055247_hypothetical_protein"
"4494","FUN_044103_CNTNAP2_14"
"4495","FUN_000296_GULP1_1"
"4496","FUN_044175_ACAA1"
"4497","FUN_040448_NLRP12_155"
"4498","FUN_047434_hypothetical_protein"
"4499","FUN_032492_hypothetical_protein"
"4500","FUN_048244_ARHGEF7_2"
"4501","FUN_014555_ATP6V0C_2"
"4502","FUN_013894_ARHGEF38_1"
"4503","FUN_000487_TRIM63_1"
"4504","FUN_035725_hypothetical_protein"
"4505","FUN_015422_hypothetical_protein"
"4506","FUN_000264_CPS1_3"
"4507","FUN_015804_hypothetical_protein"
"4508","FUN_005490_hypothetical_protein"
"4509","FUN_043791_KPNA5"
"4510","FUN_044253_SPATA13"
"4511","FUN_018304_MUM1L1"
"4512","FUN_036445_hypothetical_protein"
"4513","FUN_058165_NLRP12_285"
"4514","FUN_016605_hypothetical_protein"
"4515","FUN_032183_hypothetical_protein"
"4516","FUN_035062_FRMD4B_2"
"4517","FUN_058565_Ifggb1_3"
"4518","FUN_022511_hypothetical_protein"
"4519","FUN_041785_YEATS4"
"4520","FUN_058494_hypothetical_protein"
"4521","FUN_018782_COLEC12_2"
"4522","FUN_041088_CALD1_4"
"4523","FUN_018170_hypothetical_protein"
"4524","FUN_006371_MDN1"
"4525","FUN_027046_hypothetical_protein"
"4526","FUN_020982_STIM1_1"
"4527","FUN_019567_hypothetical_protein"
"4528","FUN_020155_JAM3B_1"
"4529","FUN_058791_hypothetical_protein"
"4530","FUN_001715_CTDSP1_1"
"4531","FUN_002127_ACAD10"
"4532","FUN_003132_ADCY9_3"
"4533","FUN_039905_SEPT8_2"
"4534","FUN_056126_SPINT1_3"
"4535","FUN_033694_ITGA11_2"
"4536","FUN_047164_hypothetical_protein"
"4537","FUN_019487_hypothetical_protein"
"4538","FUN_039243_ARHGAP32_5"
"4539","FUN_020657_RCSD1_1"
"4540","FUN_012819_SPOCK2_1"
"4541","FUN_015713_ALG14_1"
"4542","FUN_031864_hypothetical_protein"
"4543","FUN_050644_hypothetical_protein"
"4544","FUN_023668_ARIH1_3"
"4545","FUN_032218_hypothetical_protein"
"4546","FUN_053421_NLRP12_261"
"4547","FUN_017803_hypothetical_protein"
"4548","FUN_039083_hypothetical_protein"
"4549","FUN_049098_PAK3"
"4550","FUN_019559_WWP2_2"
"4551","FUN_014597_hypothetical_protein"
"4552","FUN_007440_hypothetical_protein"
"4553","FUN_003386_IRF6"
"4554","FUN_028175_hypothetical_protein"
"4555","FUN_048744_GIMAP8_27"
"4556","FUN_003441_VWA1_1"
"4557","FUN_017583_TRIM7_53"
"4558","FUN_050983_WNK4_6"
"4559","FUN_002424_LIMK2_1"
"4560","FUN_009361_hypothetical_protein"
"4561","FUN_015117_GFOD1_1"
"4562","FUN_024172_hypothetical_protein"
"4563","FUN_010537_hypothetical_protein"
"4564","FUN_025044_hypothetical_protein"
"4565","FUN_042075_hypothetical_protein"
"4566","FUN_007434_hypothetical_protein"
"4567","FUN_037176_hypothetical_protein"
"4568","FUN_008807_PRF1_2"
"4569","FUN_017031_UBE3C_1"
"4570","FUN_026575_WNT3_1"
"4571","FUN_019204_hypothetical_protein"
"4572","FUN_030175_hypothetical_protein"
"4573","FUN_052798_TRIM35_38"
"4574","FUN_022052_TMC8"
"4575","FUN_009078_hypothetical_protein"
"4576","FUN_009359_hypothetical_protein"
"4577","FUN_032226_MTMR9_1"
"4578","FUN_007860_hypothetical_protein"
"4579","FUN_008941_hypothetical_protein"
"4580","FUN_012959_hypothetical_protein"
"4581","FUN_041087_CALD1_3"
"4582","FUN_022908_PDE4C"
"4583","FUN_025042_RNFT1"
"4584","FUN_010289_hypothetical_protein"
"4585","FUN_046937_EDEM3_3"
"4586","FUN_008063_hypothetical_protein"
"4587","FUN_039366_MYO5B_4"
"4588","FUN_026511_hypothetical_protein"
"4589","FUN_011246_hypothetical_protein"
"4590","FUN_050128_hypothetical_protein"
"4591","FUN_005113_FGFRL1_3"
"4592","FUN_028535_hypothetical_protein"
"4593","FUN_027452_MINPP1"
"4594","FUN_008158_NME3"
"4595","FUN_015051_PIEZO2_1"
"4596","FUN_033871_hypothetical_protein"
"4597","FUN_027542_hypothetical_protein"
"4598","FUN_037834_NOL9"
"4599","FUN_040162_hypothetical_protein"
"4600","FUN_022175_LRRK1_6"
"4601","FUN_047405_hypothetical_protein"
"4602","FUN_026841_st6galnac2_1"
"4603","FUN_018499_AK5_4"
"4604","FUN_058513_hypothetical_protein"
"4605","FUN_012584_hypothetical_protein"
"4606","FUN_014450_ICE1"
"4607","FUN_003906_CCDC3_1"
"4608","FUN_021248_hypothetical_protein"
"4609","FUN_043877_hypothetical_protein"
"4610","FUN_040779_ITIH5"
"4611","FUN_017634_FXR1_1"
"4612","FUN_029792_NLRP12_114"
"4613","FUN_001069_hypothetical_protein"
"4614","FUN_027620_FOXK2_2"
"4615","FUN_051737_hypothetical_protein"
"4616","FUN_029694_hypothetical_protein"
"4617","FUN_025218_TTC28_6"
"4618","FUN_023647_MUC5B_1"
"4619","FUN_042924_CAMK2N2_2"
"4620","FUN_010790_ABTB3B_2"
"4621","FUN_009573_hypothetical_protein"
"4622","FUN_028778_hypothetical_protein"
"4623","FUN_058715_NLRP12_333"
"4624","FUN_020096_hypothetical_protein"
"4625","FUN_033522_FNBP4"
"4626","FUN_021795_hypothetical_protein"
"4627","FUN_014078_hypothetical_protein"
"4628","FUN_009377_hypothetical_protein"
"4629","FUN_000260_CPS1_1"
"4630","FUN_021447_FBXO22"
"4631","FUN_024844_hypothetical_protein"
"4632","FUN_048818_CD97_5"
"4633","FUN_039508_hypothetical_protein"
"4634","FUN_039970_hypothetical_protein"
"4635","FUN_051991_EXT1C_3"
"4636","FUN_001854_PARP4"
"4637","FUN_016025_hypothetical_protein"
"4638","FUN_012574_SLF2"
"4639","FUN_023719_UQCC1"
"4640","FUN_019185_CLINT1_1"
"4641","FUN_048924_MFAP4_10"
"4642","FUN_042376_hypothetical_protein"
"4643","FUN_020753_SCARF1"
"4644","FUN_021933_ANO1_3"
"4645","FUN_036970_hypothetical_protein"
"4646","FUN_027541_hypothetical_protein"
"4647","FUN_054449_N4BP2_1"
"4648","FUN_060410_THSD4_3"
"4649","FUN_039976_TAX1BP1A_2"
"4650","FUN_002484_hypothetical_protein"
"4651","FUN_039930_hypothetical_protein"
"4652","FUN_015296_hypothetical_protein"
"4653","FUN_026481_ZRANB1_1"
"4654","FUN_008910_hypothetical_protein"
"4655","FUN_018772_hypothetical_protein"
"4656","FUN_016118_hypothetical_protein"
"4657","FUN_004229_HOXC9_1"
"4658","FUN_030251_GIMAP4_2"
"4659","FUN_015945_SYT11_1"
"4660","FUN_038430_hypothetical_protein"
"4661","FUN_012856_TACC2_1"
"4662","FUN_046116_ATOH1"
"4663","FUN_049489_NPR2_1"
"4664","FUN_044179_hypothetical_protein"
"4665","FUN_023505_hypothetical_protein"
"4666","FUN_043784_RHBDL2"
"4667","FUN_032493_BTG1_2"
"4668","FUN_023946_hypothetical_protein"
"4669","FUN_057739_ABCB9"
"4670","FUN_001571_hypothetical_protein"
"4671","FUN_008869_RAB35_1"
"4672","FUN_046207_FOXP3_1"
"4673","FUN_002008_hypothetical_protein"
"4674","FUN_036704_WNT10B"
"4675","FUN_056171_FBXO4"
"4676","FUN_029878_DDX39A_1"
"4677","FUN_031236_CCDC32"
"4678","FUN_016391_hypothetical_protein"
"4679","FUN_042635_CDC34_2"
"4680","FUN_051971_ADAP2_1"
"4681","FUN_017882_OXA1L"
"4682","FUN_048191_FSTL1_2"
"4683","FUN_028799_hypothetical_protein"
"4684","FUN_027903_hypothetical_protein"
"4685","FUN_029289_hypothetical_protein"
"4686","FUN_000519_NLRP12_1"
"4687","FUN_046155_APEX2"
"4688","FUN_010198_hypothetical_protein"
"4689","FUN_026313_NLRP12_78"
"4690","FUN_047172_hypothetical_protein"
"4691","FUN_034035_CTNNA1_3"
"4692","FUN_000115_hypothetical_protein"
"4693","FUN_002540_PES1"
"4694","FUN_039211_TMEM45B"
"4695","FUN_056777_PLCH2_2"
"4696","FUN_010788_ABTB3B_1"
"4697","FUN_060221_hypothetical_protein"
"4698","FUN_025606_LGALS9_4"
"4699","FUN_023846_TRIM35_26"
"4700","FUN_035085_hypothetical_protein"
"4701","FUN_024501_ROBO1_5"
"4702","FUN_012573_hypothetical_protein"
"4703","FUN_029455_hypothetical_protein"
"4704","FUN_035048_FOXP1_2"
"4705","FUN_002150_hypothetical_protein"
"4706","FUN_018131_YBX2"
"4707","FUN_044086_hypothetical_protein"
"4708","FUN_043420_hypothetical_protein"
"4709","FUN_018240_ZNF16L"
"4710","FUN_052785_hypothetical_protein"
"4711","FUN_026691_lzts2"
"4712","FUN_059829_hypothetical_protein"
"4713","FUN_025971_MYH6"
"4714","FUN_056109_NT5C1B_2"
"4715","FUN_025165_SLC4A5_1"
"4716","FUN_012971_PKD2L1_1"
"4717","FUN_053349_hypothetical_protein"
"4718","FUN_004045_MAPKAPK2_1"
"4719","FUN_019449_POLR1A"
"4720","FUN_030224_DDX47"
"4721","FUN_001173_hypothetical_protein"
"4722","FUN_050895_NLRP12_203"
"4723","FUN_034812_hypothetical_protein"
"4724","FUN_058234_MR1_85"
"4725","FUN_031039_FMN1_5"
"4726","FUN_040688_hypothetical_protein"
"4727","FUN_010573_hypothetical_protein"
"4728","FUN_035193_DNTTIP1"
"4729","FUN_052156_hypothetical_protein"
"4730","FUN_027726_REEP3_1"
"4731","FUN_000314_hypothetical_protein"
"4732","FUN_022095_MCTP2_2"
"4733","FUN_058526_NLRP12_325"
"4734","FUN_037515_DDAH1"
"4735","FUN_055854_hypothetical_protein"
"4736","FUN_049828_ABCG4_3"
"4737","FUN_011758_hypothetical_protein"
"4738","FUN_043945_hypothetical_protein"
"4739","FUN_004634_hypothetical_protein"
"4740","FUN_024916_hypothetical_protein"
"4741","FUN_027763_hypothetical_protein"
"4742","FUN_050762_FBXL20"
"4743","FUN_056406_hypothetical_protein"
