baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,.T0.s1,.T0.s2,.T0.s3,.T96.s4,.T96.s5,.T96.s6
877.8616105,-0.217150206,0.079778804,-2.721903519,0.006490709,0.017195255,Asxl2,Asxl2,983.1236397,912.0233891,936.2162371,837.1891492,808.0131345,790.6041134
18.65495524,0.459700857,0.559474707,0.821665128,0.411267511,0.550406554,Asxl3,Asxl3,11.53224211,12.56879778,23.30828806,10.93570732,22.12291502,31.46178115
1060.858753,0.186491516,0.072926548,2.557251378,0.010550295,0.026456076,Asz1,Asz1,986.0067002,978.0095775,1012.939352,1166.475447,1084.022836,1137.698602
1290.363834,-0.043825005,0.079812247,-0.549101263,0.582935959,0.705350894,Atad1,Atad1,1243.560107,1419.4886,1266.416985,1174.980998,1386.369342,1251.366973
5396.231812,-0.77750897,0.040705471,-19.10084685,2.48E-81,2.63E-79,Atad2,Atad2,6788.646521,6957.615123,6701.132818,3975.73715,3922.076792,4032.182468
837.9687595,-0.745341791,0.08688799,-8.578191238,9.64E-18,1.12E-16,Atad2b,Atad2b,1075.381577,1037.711367,1035.276461,668.2932251,564.6610692,646.4888578
910.1248433,-0.441009026,0.086135572,-5.11994075,3.06E-07,1.60E-06,Atad3a,Atad3a,1015.798326,1022.00037,1105.201326,852.9851709,727.9492515,736.8146166
2.219052816,1.042904459,1.536750407,0.678642709,0.497364275,0.630915264,Atad3aos,Atad3aos,1.922040351,2.356649584,0,4.860314364,3.160416432,1.014896166
736.9257836,-0.855689491,0.088050215,-9.718198742,2.52E-22,3.75E-21,Atad5,Atad5,961.0201757,908.0956398,978.9480986,538.2798158,499.3457963,535.8651757
131.0486527,1.070048238,0.212307674,5.040082706,4.65E-07,2.39E-06,Atat1,Atat1,98.02405792,84.05383517,71.86722152,157.9602168,163.2881823,211.0984025
530.9549139,0.810604604,0.103634945,7.821730412,5.21E-15,5.10E-14,Atcay,Atcay,375.7588887,373.921734,406.9238624,729.0471546,637.3506471,662.7271964
845.6597212,-0.48322728,0.082101691,-5.885716515,3.96E-09,2.50E-08,Ate1,Ate1,976.3964985,964.6552298,1017.795245,693.8098755,677.3825886,743.9188897
577.1030787,-0.523356236,0.094314772,-5.549037812,2.87E-08,1.67E-07,Atf1,Atf1,678.480244,682.6428296,680.7962471,475.0957291,463.5277434,482.0756789
5.011806426,-0.942978857,1.143569341,-0.824592636,0.409602904,0.549147295,Atf1-ps,Atf1-ps,3.844080703,10.2121482,5.827072015,0,1.053472144,9.134065494
1215.622427,-0.098939389,0.079494806,-1.244601935,0.213278109,0.335134855,Atf2,Atf2,1209.924401,1212.103436,1349.93835,1193.207176,1257.84574,1070.715455
183.9244026,3.165523513,0.210870573,15.01168923,6.16E-51,2.71E-49,Atf3,Atf3,23.06448422,43.20524238,43.70304011,345.0823199,331.8437254,316.6476038
7556.496748,1.607863335,0.042506347,37.82642971,0,0,Atf4,Atf4,3610.5528,3707.009796,3883.743498,11441.18001,10985.60752,11710.88686
1078.377694,2.273846344,0.088481525,25.69854375,1.21E-145,4.00E-143,Atf5,Atf5,317.136658,407.7003781,381.673217,1726.626678,1849.897085,1787.232148
1343.638546,1.249206881,0.075197083,16.61243802,5.66E-62,3.62E-60,Atf6,Atf6,879.3334607,743.9157188,765.2887913,1955.061453,1875.180416,1843.051438
617.9254218,-0.404631751,0.100300133,-4.034209519,5.48E-05,0.000214392,Atf6b,Atf6b,690.0124861,652.7919349,770.1446847,537.0647372,499.3457963,558.1928913
923.4475418,-0.500858945,0.078908582,-6.347331712,2.19E-10,1.55E-09,Atf7,Atf7,1085.952799,1113.909704,1044.988248,803.1669487,741.6443894,751.0231629
1857.616117,0.70951249,0.061004066,11.63057712,2.88E-31,6.51E-30,Atf7ip,Atf7ip,1388.674154,1391.994354,1448.998574,2313.509637,2410.344265,2192.175719
68.72704616,0.467181309,0.275589265,1.69520866,0.090035845,0.167884145,Atg10,Atg10,66.31039212,62.05843905,44.67421878,74.11979405,76.90346651,88.29596645
294.4277604,0.022520964,0.143201708,0.157267422,0.875034094,0.922443184,Atg101,Atg101,287.3450325,317.362144,271.9300274,262.4569757,284.4374789,343.0349041
390.8056804,0.475566623,0.127590947,3.72727559,0.000193561,0.000694535,Atg12,Atg12,382.4860299,295.3667479,303.9789235,452.0092359,432.9770512,478.0160942
202.8703768,1.105977443,0.171902089,6.433763818,1.24E-10,8.99E-10,Atg13,Atg13,102.8291588,143.7556246,138.8785497,285.5434689,254.9402588,291.2751997
183.2935747,0.794297895,0.188407155,4.215858443,2.49E-05,0.000102184,Atg14,Atg14,122.0495623,164.9654709,114.599083,199.2728889,237.0312324,261.8432108
382.5647816,-0.244291742,0.14117436,-1.73042571,0.083554244,0.157924216,Atg16l1,Atg16l1,442.0692808,336.2153407,468.1081186,324.4259838,330.7902532,393.7797124
98.77648422,-0.517754466,0.250098873,-2.070199116,0.038433702,0.082203848,Atg16l2,Atg16l2,147.0360869,99.7648324,101.9737603,93.56105151,86.38471581,63.93845846
136.2102896,0.580962355,0.200021327,2.904502056,0.003678378,0.010299812,Atg2a,Atg2a,91.29691669,129.6157271,105.8584749,164.0356098,156.9673495,169.4876597
901.821711,-0.299663499,0.093786586,-3.195163724,0.001397515,0.004251497,Atg2b,Atg2b,1018.681386,904.1678905,1063.440643,845.6946994,714.2541136,864.6915335
359.4503068,-0.34839733,0.126017036,-2.764684382,0.00569779,0.01529665,Atg3,Atg3,369.0317475,386.4905318,452.5692599,324.4259838,305.5069218,318.6773961
97.77675583,-0.325065077,0.244822618,-1.32775754,0.184258218,0.298899403,Atg4a,Atg4a,138.3869053,105.2636814,82.55018688,89.91581574,84.27777152,86.26617411
225.8300122,-0.003174609,0.148995105,-0.021306803,0.983000917,0.989635153,Atg4b,Atg4b,212.3854588,238.021608,227.2558086,238.1554038,213.8548452,225.3069489
89.15669851,0.500586248,0.243302564,2.057463926,0.039641621,0.084332669,Atg4c,Atg4c,71.115493,82.48273545,67.98250685,85.05550137,109.561103,118.7428514
194.8099189,-0.6513696,0.166103251,-3.921474113,8.80E-05,0.000334353,Atg4d,Atg4d,243.1381044,224.6672604,246.679382,144.5943523,172.7694316,137.0109824
387.0541876,-0.215175823,0.114020303,-1.887171115,0.059137314,0.118417111,Atg5,Atg5,422.8488773,416.3414266,408.8662197,341.4370841,362.3944175,370.4371006
128.3899667,-0.099835473,0.198075997,-0.504026104,0.614243034,0.730569965,Atg7,Atg7,144.1530264,137.4712258,116.5414403,131.2284878,122.2027687,118.7428514
300.6230691,0.270021385,0.141386405,1.909811525,0.056157485,0.113491962,Atg9a,Atg9a,225.8397413,293.0100983,298.1518514,342.6521627,322.3624761,321.7220846
68.26436978,0.613603005,0.27556686,2.226693748,0.025967749,0.058570059,Atg9b,Atg9b,52.85610966,60.48733933,48.55893346,68.0444011,83.22429938,96.41513577
1988.724666,-0.479432301,0.057340648,-8.361124502,6.21E-17,6.84E-16,Atic,Atic,2268.968635,2276.523498,2402.696028,1698.67987,1642.363073,1643.116893
128.7801247,-0.204659994,0.199422004,-1.026265859,0.304766285,0.440309123,Atl1,Atl1,147.9971071,118.6180291,147.6191577,115.4324661,123.2562408,119.7577476
774.0370765,-0.100276167,0.098649687,-1.01648744,0.309397326,0.445463746,Atl2,Atl2,831.282452,882.1724944,687.5944978,771.5749053,720.5749465,751.0231629
629.6386811,-0.441777785,0.109271082,-4.042952406,5.28E-05,0.0002072,Atl3,Atl3,798.607766,637.0809376,740.0381459,595.3885096,497.238852,509.4778754
1073.169494,-0.729446985,0.073871655,-9.874518025,5.37E-23,8.25E-22,Atm,Atm,1355.999468,1318.938217,1341.197742,820.1780489,836.4568823,766.2466054
802.4750972,0.498361506,0.093167332,5.349101407,8.84E-08,4.91E-07,Atmin,Atmin,739.9855353,629.225439,626.4102416,1007.300152,923.8950703,888.0341453
2068.942452,0.016766664,0.063293349,0.264904042,0.791083384,0.86546595,Atn1,Atn1,1933.572593,2095.06148,2139.506608,2221.163664,2031.094294,1993.25607
270.4086794,-1.682742956,0.146246303,-11.50622557,1.23E-30,2.69E-29,Atoh8,Atoh8,383.4470501,430.4813241,423.4338998,121.5078591,130.6305459,132.9513978
127.6966487,1.157894232,0.212026783,5.461075331,4.73E-08,2.69E-07,Atosa,Atosa,60.54427107,88.76713434,87.40608023,171.3260813,190.6784581,167.4578674
63.55468432,1.073087918,0.29707462,3.612183092,0.00030363,0.001053111,Atosb,Atosb,37.47978685,51.84629085,33.02007475,89.91581574,71.63610579,97.43003194
267.6444174,-0.586317247,0.163069217,-3.595511504,0.000323755,0.001117361,Atox1,Atox1,308.4874764,333.8586911,320.4889608,257.5966613,160.1277659,225.3069489
2.458829009,0.911212783,1.438417857,0.633482669,0.526418495,0.656337478,Atp10a,Atp10a,1.922040351,3.142199446,0,2.430157182,4.213888576,3.044688498
1.896300009,-1.32085302,1.683155634,-0.784748001,0.432601333,NA,Atp10b,Atp10b,4.805100878,2.356649584,0.971178669,1.215078591,0,2.029792332
643.6742682,-1.342785296,0.092894989,-14.45487329,2.34E-47,9.35E-46,Atp10d,Atp10d,922.5793687,930.0910359,916.7926637,371.8140489,365.554834,355.2136581
3.868291286,3.523296267,1.44196177,2.44340477,0.014549409,0.035097558,Atp11a,Atp11a,0.961020176,0,0.971178669,10.93570732,5.26736072,5.07448083
539.547129,0.435314466,0.103930077,4.188532143,2.81E-05,0.000114464,Atp11b,Atp11b,498.7694712,428.1246745,449.6557238,652.4972034,623.6555093,584.5801916
365.8121517,-0.629288806,0.136195116,-4.620494651,3.83E-06,1.75E-05,Atp11c,Atp11c,484.3541685,423.4113753,425.3762571,283.1133117,336.0576139,242.5601837
806.5347727,-0.070669468,0.095687179,-0.738546887,0.460182186,0.597319626,Atp13a1,Atp13a1,839.9316335,726.6336218,913.8791277,784.9407698,823.8152166,750.0082667
710.9208275,0.196216617,0.105227051,1.864697491,0.062223819,0.123604861,Atp13a2,Atp13a2,755.3618581,563.2392506,671.0844604,758.2090408,785.8902194,731.7401357
2089.532579,-0.186757548,0.059340915,-3.147196977,0.001648439,0.004945033,Atp13a3,Atp13a3,2190.16498,2234.103806,2250.220977,1887.017052,2087.981789,1887.706869
1.771190387,0.55197394,1.687950166,0.327008434,0.743661506,NA,Atp13a5,Atp13a5,0,2.356649584,1.942357338,1.215078591,1.053472144,4.059584664
16500.17725,-0.39297621,0.033868204,-11.60310162,3.97E-31,8.93E-30,Atp1a1,Atp1a1,18583.24714,18271.88978,19347.82145,14302.6901,14306.15172,14189.2633
2.925495705,1.934868656,1.353739229,1.429277231,0.152924568,0.258043732,Atp1a2,Atp1a2,0.961020176,0.785549861,1.942357338,2.430157182,7.374305008,4.059584664
3329.732584,0.938059242,0.051598524,18.17996271,7.44E-74,6.40E-72,Atp1a3,Atp1a3,2302.604341,2209.75176,2340.540593,4401.014657,4557.320495,4167.163658
5.321712337,0.832476389,0.965413055,0.862300737,0.388522047,0.528679916,Atp1a4,Atp1a4,4.805100878,4.713299169,1.942357338,4.860314364,10.53472144,5.07448083
49.70178786,0.531945432,0.340894512,1.560439998,0.118655939,0.210243868,Atp1b1,Atp1b1,26.90856492,45.56189196,49.53011213,46.17298646,58.99444006,71.04273162
28.747167,0.919445107,0.448163265,2.051585167,0.040209995,0.0853238,Atp1b2,Atp1b2,30.75264562,11.78324792,17.48121605,34.02220055,35.8180529,42.62563897
920.5314435,-0.504860001,0.08934578,-5.650630646,1.60E-08,9.54E-08,Atp1b3,Atp1b3,1122.471565,1084.058809,1032.362925,817.7478918,665.794395,800.753075
73.35926183,-0.547973483,0.277940809,-1.971547408,0.048661296,0.100281686,Atp23,Atp23,105.7122193,78.55498614,77.69429354,44.95790787,63.20832864,70.02783546
5737.133002,-0.257675493,0.040572501,-6.350988658,2.14E-10,1.52E-09,Atp2a2,Atp2a2,6142.840963,6198.773957,6404.923323,5143.427676,5189.403781,5343.428314
163.4229641,4.03255912,0.260768438,15.46413805,6.06E-54,2.93E-52,Atp2a3,Atp2a3,28.83060527,8.641048476,20.39475205,292.8339404,321.3090039,308.5284345
3500.99257,-0.133167683,0.049268072,-2.702920537,0.006873318,0.018093516,Atp2b1,Atp2b1,3652.837688,3794.991381,3538.975071,3275.851881,3279.458784,3463.840615
52.92169636,0.755730479,0.314903829,2.399877069,0.016400579,0.039013125,Atp2b2,Atp2b2,34.59672632,45.56189196,37.8759681,53.46345801,80.06388294,65.96825079
302.6351066,-0.032077086,0.135622706,-0.236517079,0.813031456,0.880336352,Atp2b3,Atp2b3,320.9807387,274.9424515,323.4024968,273.392683,303.3999775,319.6922923
582.1896269,0.098164799,0.105335298,0.931926906,0.351374302,0.490845742,Atp2b4,Atp2b4,543.9374194,566.3814501,575.9089508,662.2178321,523.5756556,621.1164536
781.8881067,0.013497462,0.100111476,0.134824325,0.892750772,0.933823008,Atp2c1,Atp2c1,878.3724406,711.7081745,746.8363966,705.9606614,838.5638266,809.8871405
3.607669875,5.444348606,1.610392458,3.380758883,0.000722859,0.002336308,Atp2c2,Atp2c2,0,0,0,6.075392955,9.481249296,6.089376996
7543.197642,-0.670066328,0.039390717,-17.01076752,6.83E-65,4.71E-63,Atp5f1a,Atp5f1a,9348.804269,9345.686701,9098.001773,5815.366137,5635.022498,6016.304472
10975.89491,-0.39524111,0.033609484,-11.75980901,6.29E-32,1.47E-30,Atp5f1b,Atp5f1b,12571.10492,12539.73244,12299.00667,9433.870181,9606.612481,9405.042771
3060.615864,-0.524627871,0.051874651,-10.1133764,4.82E-24,7.82E-23,Atp5f1c,Atp5f1c,3722.03114,3647.308007,3464.194313,2487.265876,2435.627597,2607.268251
1473.367664,-0.455143219,0.066110193,-6.884614886,5.79E-12,4.60E-11,Atp5f1d,Atp5f1d,1794.224668,1633.943712,1684.994991,1226.014298,1228.34852,1272.679792
336.2461159,0.340713469,0.143104667,2.380869028,0.017271852,0.040785499,Atp5f1e,Atp5f1e,259.4754474,357.425187,271.9300274,365.7386559,407.6937197,355.2136581
3050.134983,-2.29E-05,0.052543517,-0.000436169,0.999651988,0.999805763,Atp5if1,Atp5if1,2976.279484,3175.19254,2996.086195,3142.193236,2905.476173,3105.582268
356.9520572,-0.170583969,0.131578506,-1.296442511,0.194823074,0.312121086,Atp5mc1,Atp5mc1,356.5384852,353.4974376,424.4050784,349.9426342,296.0256725,361.3030351
663.2379914,-0.143719501,0.089094722,-1.613109036,0.106720821,0.192576354,Atp5mc2,Atp5mc2,687.1294256,675.5728808,726.4416446,634.2710245,625.7624535,630.2505191
1617.429971,-0.733828479,0.061934013,-11.84855367,2.19E-32,5.23E-31,Atp5mc3,Atp5mc3,1980.662582,2029.075292,2050.158171,1219.938905,1251.524907,1173.219968
977.2462434,0.009012547,0.093297703,0.096599878,0.923044154,0.952965963,Atp5me,Atp5me,847.619795,1053.422364,1021.67996,895.5129216,1003.958953,1041.283466
855.9537089,0.005414007,0.086746694,0.062411686,0.950234989,0.970475233,Atp5mf,Atp5mf,830.3214318,937.9465346,793.4529727,837.1891492,868.0610467,868.7511181
650.5231621,-0.081809091,0.097466709,-0.839354192,0.401270581,0.541386476,Atp5mg,Atp5mg,611.2088317,692.8549778,703.1333565,603.8940597,612.0673157,679.9804313
998.9871553,-0.32519303,0.09120497,-3.565518742,0.000363137,0.001244665,Atp5mj,Atp5mj,1042.706891,1219.958935,1070.238893,852.9851709,817.4943837,990.5386581
319.9915081,-0.235797938,0.144150969,-1.635770747,0.101887577,0.185659206,Atp5mk,Atp5mk,348.8503238,401.4159792,287.4688861,275.8228402,290.7583117,315.6327076
3012.05968,-0.568716515,0.053893076,-10.55268244,4.94E-26,8.77E-25,Atp5pb,Atp5pb,3610.5528,3534.974376,3650.660618,2407.070689,2290.248441,2578.851158
3276.06383,-0.214910629,0.047703702,-4.505114282,6.63E-06,2.94E-05,Atp5pd,Atp5pd,3560.579751,3417.927447,3580.735753,3098.450407,2983.433112,3015.256509
1659.487438,-0.203422689,0.071071049,-2.86224408,0.004206528,0.011642331,Atp5pf,Atp5pf,1834.587515,1846.042174,1646.147844,1625.775155,1421.133922,1583.238019
2163.386503,-0.129832322,0.064908593,-2.000233201,0.045475088,0.09482398,Atp5po,Atp5po,2349.69433,2209.75176,2223.999153,2046.192347,1905.731109,2244.950319
62242.69034,0.833687648,0.137303273,6.071870165,1.26E-09,8.38E-09,ATP6,ATP6,47928.95922,38967.98643,47332.3348,89518.48504,79489.74063,70218.63594
768.0806796,0.414181095,0.090594774,4.571798987,4.84E-06,2.18E-05,Atp6ap1,Atp6ap1,671.7531028,677.1439806,627.3814203,817.7478918,854.3659088,960.0917731
31.49819884,-0.663453041,0.401834956,-1.651058553,0.098726619,0.181090456,Atp6ap1l,Atp6ap1l,39.4018272,38.49194321,37.8759681,27.94680759,16.8555543,28.41709265
439.0319025,0.359437642,0.116084772,3.096337585,0.001959272,0.005796774,Atp6ap2,Atp6ap2,346.9282834,432.8379737,372.932609,483.6012792,505.6666291,492.2246405
1604.230325,-0.158956705,0.070015169,-2.270318092,0.02318829,0.053069136,Atp6v0a1,Atp6v0a1,1669.292045,1574.241922,1835.527685,1522.493475,1564.406134,1459.420687
449.3603104,-0.388706904,0.109425396,-3.552254939,0.000381945,0.001302987,Atp6v0a2,Atp6v0a2,488.1982492,490.1831135,550.6583054,388.8251491,384.5173326,393.7797124
1.757574862,-2.984018232,1.96961387,-1.51502702,0.129765562,NA,Atp6v0a4,Atp6v0a4,0.961020176,1.571099723,6.798250685,1.215078591,0,0
338.0502431,0.258473408,0.132469325,1.951194425,0.051033922,0.104333494,Atp6v0b,Atp6v0b,334.4350211,313.4343947,274.8435634,408.2664066,335.0041418,362.3179313
885.414548,-0.325261327,0.081426902,-3.994519237,6.48E-05,0.000250865,Atp6v0c,Atp6v0c,984.0846599,981.9373268,987.6887066,825.0383633,726.8957794,806.842452
883.6024768,-0.052897061,0.078962847,-0.669898102,0.50292275,0.635739126,Atp6v0c-ps2,Atp6v0c-ps2,883.1775415,890.8135429,925.5332718,865.1359568,899.665211,837.289337
1285.599853,-0.210628809,0.073320762,-2.872703493,0.004069759,0.011294244,Atp6v0d1,Atp6v0d1,1314.6756,1388.066605,1433.459716,1256.391263,1217.813798,1103.192132
455.4741899,-0.096033539,0.122618253,-0.783191219,0.433514831,0.572281548,Atp6v0e,Atp6v0e,493.9643703,507.4652105,408.8662197,492.1068294,395.052054,435.3904552
1109.669091,0.34994797,0.075258509,4.649945577,3.32E-06,1.53E-05,Atp6v0e2,Atp6v0e2,994.6558818,998.4338739,934.2738798,1183.486548,1324.214485,1222.94988
1425.66213,0.241013397,0.067267754,3.582896448,0.000339805,0.001169748,Atp6v1a,Atp6v1a,1383.869053,1233.313282,1305.264131,1529.783946,1558.085301,1543.657069
1562.251774,0.125569924,0.063828832,1.967291581,0.049149605,0.101120837,Atp6v1b2,Atp6v1b2,1442.491284,1483.903688,1555.828228,1690.17432,1583.368632,1617.744489
1086.79917,-0.500299778,0.079931156,-6.259133524,3.87E-10,2.68E-09,Atp6v1c1,Atp6v1c1,1334.857024,1326.793716,1158.616152,863.9208782,904.9325717,931.6746804
993.3697098,-0.122024595,0.078601285,-1.552450389,0.120554495,0.213002389,Atp6v1d,Atp6v1d,1039.82383,1068.347812,998.371672,907.6637075,927.0554867,1018.955751
571.5949696,-0.237893291,0.10180111,-2.336843787,0.019447308,0.04537012,Atp6v1e1,Atp6v1e1,591.9884282,637.8664875,626.4102416,501.8274581,491.9714913,579.5057108
523.7158956,0.225384154,0.101791131,2.214182624,0.026816219,0.060201848,Atp6v1f,Atp6v1f,481.471108,484.6842645,482.6757986,545.5702874,611.0138435,536.8800718
848.5044346,0.444857137,0.08660605,5.136559563,2.80E-07,1.47E-06,Atp6v1g1,Atp6v1g1,738.0634949,759.626716,656.5167804,1032.816802,943.911041,960.0917731
11.80936983,0.993084237,0.696544944,1.425728871,0.153946619,0.259396635,Atp6v1g2,Atp6v1g2,10.57122193,10.99769806,1.942357338,19.44125746,13.69513787,14.20854632
1056.157921,0.212941856,0.080831728,2.634384573,0.008428996,0.021719273,Atp6v1h,Atp6v1h,1010.993225,1021.21482,903.1961624,1051.042981,1164.086719,1186.413618
627.1088732,-1.362600882,0.101752447,-13.39133279,6.80E-41,2.25E-39,Atp7a,Atp7a,926.4234494,882.9580443,900.2826264,334.1466125,396.1055261,322.7369808
7.227434731,-0.134120474,0.817166249,-0.164128749,0.86962979,0.91918238,Atp7b,Atp7b,5.766121054,6.284398891,10.68296536,6.075392955,9.481249296,5.07448083
13755.24109,0.773929241,0.128471897,6.024113142,1.70E-09,1.11E-08,ATP8,ATP8,11772.49715,9184.64898,9499.098564,16850.7099,18693.8632,16530.62875
430.7436041,0.455578616,0.115129439,3.957099252,7.59E-05,0.000290687,Atp8a1,Atp8a1,347.8893036,344.8563892,397.2120757,524.9139513,508.8270456,460.7628594
2.777804081,-1.09358898,1.473939781,-0.741949565,0.458117893,0.595284943,Atp8a2,Atp8a2,2.883060527,0.785549861,7.769429354,0,4.213888576,1.014896166
739.4409291,0.455198898,0.090428235,5.033813788,4.81E-07,2.47E-06,Atp8b2,Atp8b2,670.7920826,584.4490969,617.6696336,811.6724988,896.5047945,855.557468
32.23773708,0.513331117,0.39884367,1.287048426,0.19807741,0.316087138,Atp8b3,Atp8b3,18.25938334,28.27979501,33.02007475,42.52775069,35.8180529,35.52136581
33.33074019,0.96500616,0.399264551,2.416959277,0.015650768,0.037433583,Atp9a,Atp9a,18.25938334,29.85089473,19.42357338,35.23727914,49.51319077,47.7001198
478.4753405,0.116816131,0.106758021,1.094214097,0.27386109,0.406367761,Atp9b,Atp9b,490.1202896,466.6166177,420.5203638,492.1068294,493.0249634,508.4629792
154.8193513,-0.271567471,0.189840402,-1.430504088,0.152572393,0.257528625,Atpaf1,Atpaf1,187.3989343,153.9677728,167.0427311,142.1641952,117.9888801,160.3535942
178.7214416,-0.649652891,0.17353567,-3.743627421,0.000181383,0.00065447,Atpaf2,Atpaf2,199.8921965,246.6626565,207.8322352,138.5189594,147.4861002,131.9365016
148.1439732,0.845058701,0.185555692,4.554205224,5.26E-06,2.36E-05,Atpsckmt,Atpsckmt,103.790179,101.3359321,112.6567256,210.2085962,182.2506809,178.6217252
613.413187,0.571848601,0.098412991,5.810702367,6.22E-09,3.85E-08,Atr,Atr,472.8219264,535.7450055,470.0504759,744.8431763,765.8742487,691.1442891
99.95019431,0.462373533,0.222387457,2.079134946,0.037604949,0.080678448,Atraid,Atraid,89.37487634,74.62723684,88.3772589,123.9380163,113.7749916,109.6087859
111.0080473,-0.030224547,0.232168549,-0.130183639,0.896421138,0.935965966,Atrip,Atrip,79.76467458,127.2590776,129.166763,110.5721518,112.7215194,106.5640974
859.7163557,0.060653205,0.083877495,0.723116554,0.46960828,0.606083954,Atrn,Atrn,779.3873625,868.8181467,876.0031596,894.297843,838.5638266,901.2277955
1212.153843,-0.332264442,0.081334123,-4.085178882,4.40E-05,0.000175138,Atrnl1,Atrnl1,1338.701105,1426.558548,1284.869379,1181.05639,1074.541587,967.1960462
2349.960105,-0.31019371,0.054939714,-5.646074403,1.64E-08,9.78E-08,Atrx,Atrx,2586.105293,2659.086281,2558.084615,2149.474028,1999.490129,2147.520287
7.693797677,1.484389667,0.856063694,1.733971056,0.082923219,0.157088781,Atxn1,Atxn1,4.805100878,6.284398891,0.971178669,7.290471546,11.58819358,15.22344249
1991.872238,-0.380764603,0.056955567,-6.68529218,2.30E-11,1.76E-10,Atxn10,Atxn10,2271.851695,2216.821709,2271.586907,1741.207621,1666.592932,1783.172564
1198.925125,-0.083424092,0.07334758,-1.137380293,0.255379342,0.385465334,Atxn1l,Atxn1l,1282.961935,1157.114946,1262.53227,1153.109583,1123.001306,1214.830711
2564.821718,-0.360016288,0.061785243,-5.826897663,5.65E-09,3.51E-08,Atxn2,Atxn2,2882.099507,2798.914156,2972.777906,2032.826483,2363.991491,2338.320767
2914.327622,0.075036925,0.049617058,1.512321131,0.130452188,0.227042485,Atxn2l,Atxn2l,2854.229922,2886.110191,2773.686279,3047.417106,2898.101868,3026.420367
232.4895314,-0.003430098,0.147467893,-0.023259963,0.981442908,0.988693973,Atxn3,Atxn3,230.6448422,247.4482064,219.4863792,244.2307968,234.9242881,218.2026757
201.5887009,0.521624711,0.15895992,3.281485741,0.001032617,0.003229798,Atxn7,Atxn7,158.568329,153.9677728,184.5239472,236.9403253,237.0312324,238.500599
49.26806388,0.40645358,0.329437231,1.233781557,0.217284314,0.340143791,Atxn7l1,Atxn7l1,54.77815001,38.49194321,33.99125342,52.24837941,66.36874507,49.72991214
99.80441396,-0.212169649,0.247514321,-0.857201508,0.391333529,0.531678661,Atxn7l2,Atxn7l2,80.72569476,107.620331,133.0514777,95.99120869,76.90346651,104.5343051
830.4220115,-0.099936523,0.081731104,-1.222747747,0.221424987,0.345417438,Atxn7l3,Atxn7l3,860.1130572,853.1071495,863.3778369,849.3399351,769.0346651,787.5594249
1205.010243,-0.062080361,0.072950155,-0.85099697,0.394771036,0.534974679,Atxn7l3b,Atxn7l3b,1321.402742,1192.46469,1179.010904,1210.218277,1158.819358,1168.145487
104.3323842,-1.43438074,0.250466399,-5.726838992,1.02E-08,6.23E-08,AU020206,AU020206,140.3089456,135.900126,181.6104111,38.88251491,66.36874507,62.9235623
100.6722844,0.64846453,0.222089348,2.919836255,0.003502153,0.009850618,AU022252,AU022252,83.60875528,81.69718559,69.92486418,117.8626233,117.9888801,132.9513978
633.9297715,0.585777238,0.103664783,5.650686958,1.60E-08,9.54E-08,AU040320,AU040320,559.3137422,521.605108,438.9727585,801.9518701,747.9652222,733.7699281
75.00324647,-0.323923802,0.288203195,-1.123942441,0.261037445,0.391702049,AU041133,AU041133,70.15447282,73.84168697,106.8296536,46.17298646,76.90346651,76.11721245
197.4924596,0.422128006,0.163870992,2.575977611,0.009995712,0.02526139,Auh,Auh,168.1785307,151.6111233,187.4374832,215.0689106,218.0687338,244.589976
264.8438323,-0.389302284,0.138868392,-2.803390167,0.005056845,0.013753642,Aunip,Aunip,285.4229922,291.4389986,324.3736755,232.0800109,223.3360945,232.411222
1038.870707,0.061981013,0.075278347,0.823357785,0.410304562,0.549750155,Aup1,Aup1,1035.979749,985.8650761,1027.507032,1104.506439,1076.648531,1002.717412
684.5334039,-0.246536944,0.103291399,-2.386810013,0.016995272,0.04018676,Aurka,Aurka,693.8565668,689.7127783,846.8677996,583.2377237,624.7089814,668.8165734
1107.691995,-0.179372492,0.070547705,-2.542570185,0.01100405,0.027483355,Aurkaip1,Aurkaip1,1203.19726,1158.686046,1167.35676,1058.333453,1035.563118,1023.015335
405.5998361,-1.00300639,0.119442905,-8.397371011,4.57E-17,5.10E-16,Aurkb,Aurkb,514.145794,523.1762077,585.6207375,290.4037833,266.5284524,253.7240415
3.256570977,-3.027625432,1.755011236,-1.725131652,0.08450375,0.15947707,Aurkc,Aurkc,0.961020176,0,16.51003738,0,1.053472144,1.014896166
2661.076427,0.247935638,0.052851533,4.691172167,2.72E-06,1.26E-05,Auts2,Auts2,2446.757367,2370.789482,2481.3615,2996.383805,2769.578267,2901.588139
2.012524675,0.217643671,1.5585858,0.139641764,0.888943041,0.931456856,AV039307,AV039307,0.961020176,0.785549861,3.884714677,1.215078591,4.213888576,1.014896166
3.377100152,0.24394654,1.202730925,0.202827195,0.839270101,0.898699408,AV099323,AV099323,1.922040351,1.571099723,5.827072015,3.645235773,5.26736072,2.029792332
295.9454132,-0.223248112,0.134909461,-1.654799525,0.09796517,0.179882811,Aven,Aven,336.3570615,298.5089473,322.4313182,258.8117399,259.1541474,300.4092652
62.12525589,3.437067073,0.36152678,9.507088451,1.96E-21,2.78E-20,Avil,Avil,9.610201757,9.426598337,12.6253227,115.4324661,92.70554867,132.9513978
