baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name
6.716855136,-0.471480999,0.944669923,-0.49909602,0.617711741,0.733331344,BC055402,BC055402
25.21348869,0.817493806,0.460109518,1.776737436,0.07561145,0.14567244,BC065397,BC065397
1011.605272,1.609327671,0.192969703,8.339794525,7.44E-17,8.15E-16,Bc1,Bc1
164.0120491,0.852999474,0.201424055,4.234844116,2.29E-05,9.44E-05,BC106175,BC106175
9.856864085,-0.084636746,0.765425792,-0.110574725,0.911953591,0.945949927,BC106179,BC106179
21.16663395,0.1678643,0.502725359,0.333908558,0.738448562,0.827936997,Bcam,Bcam
233.4382403,0.618077312,0.151607223,4.076832879,4.57E-05,0.000180965,Bcan,Bcan
496.6128696,0.122813224,0.104770156,1.17221572,0.241110458,0.368808136,Bcap29,Bcap29
927.6003811,0.194031898,0.07613686,2.548462038,0.010819906,0.02707381,Bcap31,Bcap31
1150.400418,-0.812243815,0.069987039,-11.60563191,3.86E-31,8.68E-30,Bcar1,Bcar1
60.18486532,1.332783702,0.303435204,4.392317312,1.12E-05,4.82E-05,Bcar3,Bcar3
291.0170397,-0.028283683,0.145182759,-0.19481434,0.845538296,0.903221648,Bcas1,Bcas1
4.063028385,1.01619467,1.253287799,0.810823077,0.41746728,0.556612409,Bcas1os1,Bcas1os1
540.1442317,-0.552060103,0.102021923,-5.41119092,6.26E-08,3.52E-07,Bcas2,Bcas2
135.8760383,0.470676401,0.196080615,2.400422909,0.01637614,0.038965612,Bcas3,Bcas3
4018.870802,0.549961394,0.044277456,12.4207994,2.02E-35,5.55E-34,Bcat1,Bcat1
81.35253063,0.351589601,0.242803212,1.448043451,0.147604899,0.250939831,Bcat2,Bcat2
829.9255783,-0.365074089,0.08895498,-4.104032023,4.06E-05,0.000162265,Bccip,Bccip
110.5136081,0.121393856,0.216532138,0.560627429,0.575051549,0.698717257,Bcdin3d,Bcdin3d
196.5398285,0.396055386,0.163478728,2.422672291,0.015406818,0.036910802,Bckdha,Bckdha
234.73665,0.012460486,0.149420637,0.083392003,0.933539847,0.960053677,Bckdhb,Bckdhb
254.3383366,-0.743733553,0.146845274,-5.064742855,4.09E-07,2.12E-06,Bckdk,Bckdk
227.6561929,-0.040080347,0.174467531,-0.22972955,0.818301932,0.883721528,Bcl10,Bcl10
1.688798451,0.823595271,1.665650037,0.494458771,0.620982216,NA,Bcl11a,Bcl11a
2.838848922,-0.028520877,1.378966644,-0.02068279,0.983498698,0.989907888,Bcl11b,Bcl11b
170.6521969,0.267899771,0.18132498,1.477456505,0.139553309,0.24010488,Bcl2,Bcl2
673.1626188,-0.260099319,0.092985289,-2.79720934,0.005154612,0.013991205,Bcl2l1,Bcl2l1
176.1987827,0.100255148,0.168730144,0.594174492,0.552395412,0.678749445,Bcl2l11,Bcl2l11
4.167614302,-0.434334167,1.231688822,-0.352633035,0.724363568,0.816793606,Bcl2l12,Bcl2l12
972.9177576,-0.154746485,0.074395583,-2.080049346,0.037521007,0.080547864,Bcl2l13,Bcl2l13
5.02441514,-1.122463386,1.058808726,-1.06011913,0.289090406,0.423208761,Bcl2l15,Bcl2l15
211.7546024,0.319818631,0.161155415,1.984535428,0.047196183,0.097770324,Bcl2l2,Bcl2l2
9.404886477,1.184478195,0.775826508,1.52673076,0.126827975,0.222018922,Bcl3,Bcl3
49.28229538,1.796191426,0.360542083,4.98191893,6.30E-07,3.18E-06,Bcl6,Bcl6
9.013445513,-0.762339971,0.776288574,-0.982031678,0.326084242,0.46416673,Bcl6b,Bcl6b
378.1639232,-0.238271068,0.123389233,-1.931052352,0.053476579,0.108690663,Bcl7a,Bcl7a
308.8430697,-0.516427685,0.132909599,-3.885555971,0.000102096,0.000383943,Bcl7b,Bcl7b
434.3563034,-0.19017187,0.111197132,-1.710222793,0.087224682,0.163550965,Bcl7c,Bcl7c
529.4386582,-0.128166718,0.099470571,-1.288488814,0.19757586,0.315535951,Bcl9,Bcl9
1001.795368,-0.67050708,0.085861315,-7.809187164,5.76E-15,5.61E-14,Bcl9l,Bcl9l
4638.046543,-0.485186956,0.049579854,-9.78596981,1.29E-22,1.95E-21,Bclaf1,Bclaf1
932.1704623,0.014825943,0.080062178,0.185180361,0.853087572,0.90808352,Bclaf3,Bclaf3
156.9556601,1.889695167,0.194583745,9.711474969,2.69E-22,3.98E-21,Bco1,Bco1
2173.448483,-0.93046403,0.06332461,-14.6935611,7.09E-49,3.00E-47,Bcor,Bcor
161.4726283,0.413496692,0.184647762,2.239381006,0.025131136,0.056911083,Bcorl1,Bcorl1
2472.362323,0.094460409,0.054407113,1.736177569,0.082532442,0.156578646,Bcr,Bcr
95.86328859,-0.193138911,0.232934072,-0.829156976,0.407015587,0.546839088,Bcs1l,Bcs1l
755.6883304,0.340730037,0.098975764,3.442560322,0.000576235,0.001900422,Bdh1,Bdh1
2.812656302,-4.810618806,1.737922796,-2.768027911,0.005639663,0.015154585,Bdh2,Bdh2
533.6565656,0.152720716,0.106233516,1.437594484,0.150549147,0.254902431,Bdkrb2,Bdkrb2
3.825347096,1.691590823,1.176484589,1.437835089,0.150480851,0.254811515,Bdnf,Bdnf
7.129619605,1.819863858,0.998997196,1.821690657,0.068501936,0.133986809,Bdnf-as,Bdnf-as
3301.03818,-0.707927271,0.049828386,-14.20730888,8.25E-46,3.17E-44,Bdp1,Bdp1
12.42529342,2.778276089,0.76409426,3.636038424,0.000276863,0.000965067,Bean1,Bean1
1129.882354,0.076913523,0.073401966,1.047840087,0.29471229,0.429529319,Becn1,Becn1
47.71133218,-0.294867955,0.365176328,-0.807467333,0.419397288,0.558332637,Begain,Begain
785.1739015,-0.422878524,0.093247206,-4.535026224,5.76E-06,2.57E-05,Bend3,Bend3
1216.284559,-0.355345189,0.07559282,-4.700779655,2.59E-06,1.21E-05,Bend4,Bend4
132.2516997,0.01966215,0.19871551,0.098946225,0.921180966,0.951886999,Bend5,Bend5
141.3877085,1.261165137,0.218103291,5.782421402,7.36E-09,4.53E-08,Bend6,Bend6
23.85262252,1.250125082,0.514179367,2.43130153,0.015044688,0.036157387,Bend7,Bend7
2.572878962,-4.678270638,3.668387134,-1.275293601,0.202205342,0.321176723,Best2,Best2
3.945232005,-1.113591805,1.195684798,-0.931342279,0.351676538,0.491182028,Best3,Best3
207.9699492,0.521374358,0.155486461,3.353181713,0.000798882,0.002559738,Bet1,Bet1
98.20611688,0.526736982,0.233532498,2.255518984,0.024100772,0.054855344,Bet1l,Bet1l
2796.338932,-0.221589477,0.055706775,-3.977783282,6.96E-05,0.000268238,Bex1,Bex1
4577.688162,-0.406695082,0.060797713,-6.689315443,2.24E-11,1.71E-10,Bex2,Bex2
5151.583102,-0.653447725,0.054534466,-11.98228878,4.40E-33,1.08E-31,Bex3,Bex3
46.55486553,1.038082471,0.351875609,2.950140456,0.003176295,0.009006156,Bex4,Bex4
461.3273876,0.052300354,0.109776957,0.47642379,0.633772489,0.745969197,Bfar,Bfar
7.728679086,-0.443085054,0.795338033,-0.557102811,0.577457187,0.700502206,Bgn,Bgn
2.435518802,-2.402799078,1.685023476,-1.425973651,0.153875948,0.259328282,Bhlha15,Bhlha15
1913.721113,-0.017051372,0.062297445,-0.273709007,0.784308256,0.860791753,Bhlhb9,Bhlhb9
2.728922186,-0.209548541,1.285247685,-0.163041368,0.870485863,0.919704511,Bhlhe22,Bhlhe22
464.5086239,2.062278081,0.113495452,18.17057908,8.83E-74,7.48E-72,Bhlhe40,Bhlhe40
78.778036,0.469496826,0.254622385,1.843894543,0.065198511,0.128722806,Bhlhe41,Bhlhe41
11.59384877,1.104399473,0.665115091,1.660463712,0.096821202,0.178138356,Bhmt2,Bhmt2
16.70476185,1.066859619,0.571868527,1.865567991,0.062101831,0.123446841,Bicc1,Bicc1
743.4385908,-0.10103882,0.089124268,-1.133684718,0.256926822,0.387149272,Bicd1,Bicd1
1088.381269,-0.402096754,0.071919334,-5.590940997,2.26E-08,1.33E-07,Bicd2,Bicd2
423.7553605,-0.092822239,0.116782447,-0.794830395,0.426712168,0.565783443,Bicdl1,Bicdl1
302.7968059,0.265128083,0.132793257,1.996547784,0.04587433,0.095473966,Bicra,Bicra
527.8703828,0.091889722,0.132938522,0.69121968,0.489427498,0.623502053,Bicral,Bicral
155.6207617,0.557161416,0.196622509,2.833660385,0.004601821,0.012632208,Bid,Bid
2.721629665,1.268744135,1.542309404,0.822626207,0.410720591,0.550068315,Bik,Bik
570.2746093,0.08919345,0.104749465,0.85149313,0.394495478,0.534767346,Bin1,Bin1
93.31936365,0.309054966,0.238713517,1.294668898,0.195434474,0.312870837,Bin2,Bin2
175.7993003,-0.09504696,0.173220346,-0.548705521,0.583207557,0.705581692,Bin3,Bin3
303.549484,0.445013044,0.135160977,3.2924669,0.000993126,0.003118011,Birc2,Birc2
37.00634726,0.355586218,0.390135454,0.911442975,0.362062019,0.5016669,Birc3,Birc3
1065.707812,-0.614228156,0.090867627,-6.759592796,1.38E-11,1.07E-10,Birc5,Birc5
4985.062535,-0.584701188,0.045459704,-12.86196638,7.37E-38,2.25E-36,Birc6,Birc6
2.783645237,5.06350143,1.74606964,2.899942428,0.003732312,0.010434093,Birc7,Birc7
429.4240969,0.3232014,0.111835975,2.88995915,0.003852919,0.010743728,Bivm,Bivm
384.7147749,0.268979446,0.127732524,2.105802326,0.035221527,0.076173644,Blcap,Blcap
3.162577411,-2.310034698,1.415155127,-1.6323544,0.102604849,0.186654413,Blk,Blk
986.567022,-0.514402893,0.074139417,-6.938318558,3.97E-12,3.18E-11,Blm,Blm
504.7677934,-0.275124284,0.104949782,-2.621485043,0.00875476,0.022450313,Blmh,Blmh
249.7109912,0.020371752,0.147044371,0.138541526,0.889812453,0.931775169,Bloc1s1,Bloc1s1
318.3587413,-0.346069347,0.150480929,-2.29975552,0.021462075,0.049501466,Bloc1s2,Bloc1s2
15.81878419,0.878946276,0.555533249,1.582166824,0.113611492,0.202705108,Bloc1s3,Bloc1s3
84.58428932,-0.30023358,0.267495979,-1.122385396,0.261698611,0.392424251,Bloc1s4,Bloc1s4
362.0349088,0.335475308,0.136485095,2.45796296,0.013972758,0.033884473,Bloc1s5,Bloc1s5
328.5447993,-0.210829976,0.139425766,-1.512130661,0.130500626,0.227104141,Bloc1s6,Bloc1s6
2239.89427,0.095298194,0.052606966,1.811512847,0.070061502,0.13664004,Bltp1,Bltp1
2625.234959,-0.2354363,0.054909085,-4.287747653,1.80E-05,7.55E-05,Bltp2,Bltp2
622.1492288,1.011276143,0.096241028,10.50774457,7.96E-26,1.41E-24,Bltp3a,Bltp3a
577.332639,0.037123016,0.117072485,0.317094284,0.751172062,0.836750447,Bltp3b,Bltp3b
119.0315777,-0.76804091,0.209026409,-3.674372592,0.000238435,0.000841196,Blvra,Blvra
210.3550104,0.228110121,0.16581961,1.375652257,0.16892932,0.279250182,Blvrb,Blvrb
540.915173,0.446536619,0.108723519,4.107083945,4.01E-05,0.000160173,Blzf1,Blzf1
390.7777819,0.719883542,0.122526196,5.875343947,4.22E-09,2.66E-08,Bmal1,Bmal1
47.62015245,0.117887714,0.329301296,0.357993471,0.7203482,0.813737031,Bmal2,Bmal2
32.20680326,1.029606585,0.40321419,2.553497892,0.010664692,0.026712238,Bmerb1,Bmerb1
57.61252018,-0.226423151,0.292680483,-0.773618893,0.439156196,0.577631554,Bmf,Bmf
2819.091871,-0.418346893,0.049990592,-8.368512543,5.84E-17,6.45E-16,Bmi1,Bmi1
468.2622884,0.155041924,0.143291599,1.082002882,0.279251247,0.412507153,Bmp1,Bmp1
3.499917621,1.380240975,1.283419073,1.075440598,0.282177514,0.415686312,Bmp2,Bmp2
302.0882363,-0.277181195,0.128473801,-2.157491975,0.030967352,0.068189128,Bmp2k,Bmp2k
2.824551888,5.096267651,1.73306422,2.940610966,0.003275657,0.009273322,Bmp5,Bmp5
6.272041335,-0.113892171,0.880807144,-0.129304323,0.897116851,0.936390192,Bmp6,Bmp6
6.511274137,-0.392273236,0.930767071,-0.421451562,0.673425374,0.778673185,Bmp8a,Bmp8a
135.368281,-1.664095081,0.214495035,-7.758198591,8.61E-15,8.29E-14,Bmper,Bmper
1678.635014,-0.729233843,0.063856363,-11.41990876,3.33E-30,7.14E-29,Bmpr1a,Bmpr1a
1.919841671,-0.849093498,1.763797552,-0.481400769,0.63023169,NA,Bmpr1b,Bmpr1b
3865.784585,-0.784629557,0.046527087,-16.8639303,8.29E-64,5.52E-62,Bmpr2,Bmpr2
1905.521726,-0.457991113,0.064589793,-7.090766103,1.33E-12,1.11E-11,Bms1,Bms1
330.4100686,0.121215099,0.140071729,0.865378758,0.386830936,0.526951232,Bmt2,Bmt2
4.139130257,-0.274204389,1.238804496,-0.221345975,0.824823055,0.88867441,Bnc1,Bnc1
96.67524217,1.063186459,0.240070949,4.428634385,9.48E-06,4.11E-05,Bnc2,Bnc2
114.3286102,-0.268252757,0.215440829,-1.245134261,0.213082402,0.334917792,Bnip1,Bnip1
475.7431975,-0.401435146,0.109034834,-3.681714641,0.000231671,0.000819155,Bnip2,Bnip2
239.8280115,-0.11814932,0.155953258,-0.757594433,0.448693814,0.586507874,Bnip3,Bnip3
653.7437535,-0.004961588,0.091682432,-0.054117106,0.956841864,0.974916239,Bnip3l,Bnip3l
8.883754123,0.007848527,0.734383492,0.010687233,0.991472984,0.99472014,Bnip3l-ps,Bnip3l-ps
40.08965946,2.486724423,0.424514071,5.857813892,4.69E-09,2.93E-08,Bnip5,Bnip5
18.79960512,0.536946656,0.515017635,1.042579166,0.297143243,0.431897315,Boc,Boc
860.5093786,-0.247545221,0.100340118,-2.467061287,0.013622704,0.033104574,Bod1,Bod1
1347.44035,-0.183478483,0.069695386,-2.632577182,0.008473977,0.021816259,Bod1l,Bod1l
564.2723876,-0.8362853,0.101584169,-8.23243726,1.83E-16,1.95E-15,Bok,Bok
67.80480992,0.372999277,0.266444853,1.39991174,0.16153975,0.269382119,Bola1,Bola1
225.0709961,0.420060359,0.151198261,2.778208924,0.005465946,0.014753659,Bola2,Bola2
553.1585022,0.036367509,0.105237644,0.345575102,0.72966206,0.821122699,Bola3,Bola3
6.735201473,0.232677554,0.949915718,0.244945472,0.806498652,0.875408978,Boll,Boll
1441.320685,-0.817084087,0.079549071,-10.2714473,9.48E-25,1.58E-23,Bop1,Bop1
210.9681552,0.301733003,0.167815031,1.798009394,0.072175519,0.140088894,Bora,Bora
70.71799329,0.187151647,0.279839006,0.668783274,0.503633738,0.636259112,Borcs5,Borcs5
52.72185124,0.122777107,0.317127865,0.387153323,0.698642704,0.797224209,Borcs6,Borcs6
39.57137735,-0.643862146,0.358754514,-1.794715105,0.072699103,0.140885792,Borcs7,Borcs7
166.4900412,0.505860642,0.181420552,2.788331505,0.00529803,0.014351469,Borcs8,Borcs8
311.8893945,-0.145917922,0.132620127,-1.100269805,0.271214584,0.403366692,Bpgm,Bpgm
30.08074275,1.254504914,0.538535408,2.329475269,0.019833902,0.046160966,Bphl,Bphl
2.768621053,0.412086867,1.399306853,0.294493567,0.768380778,0.848715253,Bpi,Bpi
3.035418853,0.894255579,1.272276114,0.702878541,0.482131445,0.616933226,Bpifa1,Bpifa1
5.943558835,-0.018059199,0.887776938,-0.020342045,0.983770516,0.990104733,Bpifa2,Bpifa2
1043.137132,-0.275849158,0.072586929,-3.800259391,0.000144545,0.000530768,Bpnt1,Bpnt1
2134.723189,-0.249536617,0.058854758,-4.239871604,2.24E-05,9.24E-05,Bpnt2,Bpnt2
2815.727351,-0.751617661,0.04978378,-15.09764137,1.68E-51,7.45E-50,Bptf,Bptf
1206.817679,-0.356658073,0.086448161,-4.125687204,3.70E-05,0.00014861,Braf,Braf
865.9775711,-0.259142922,0.081180395,-3.192186025,0.001412004,0.00429258,Brap,Brap
278.411139,-0.092990331,0.139942608,-0.664489052,0.506377354,0.638846436,Brat1,Brat1
1948.049433,-0.682649279,0.061744335,-11.05606335,2.05E-28,4.05E-27,Brca1,Brca1
696.5526274,0.329198933,0.102428615,3.213935222,0.001309292,0.004005447,Brca2,Brca2
355.6825169,-0.374223545,0.121317538,-3.084661556,0.002037839,0.006002769,Brcc3,Brcc3
5.984191652,0.308601979,0.899896321,0.342930593,0.731650676,0.822670999,Brcc3dc,Brcc3dc
3129.710695,-0.082489417,0.051350979,-1.606384495,0.108189455,0.194743251,Brd1,Brd1
914.8929356,-0.114092233,0.078450233,-1.454326243,0.145855878,0.248523151,Brd10,Brd10
4469.11576,-0.512664335,0.045362113,-11.30159725,1.29E-29,2.68E-28,Brd2,Brd2
2042.330434,-0.401640159,0.0617966,-6.499389287,8.06E-11,5.90E-10,Brd3,Brd3
33.62711006,3.176440929,0.979243914,3.243768876,0.001179594,0.003648964,Brd3os,Brd3os
3083.143262,-0.407225762,0.050008457,-8.143137854,3.85E-16,4.01E-15,Brd4,Brd4
888.0523265,-0.281322428,0.087354079,-3.220484158,0.001279743,0.00392399,Brd7,Brd7
858.9081214,-0.188385458,0.098260113,-1.91721189,0.055211018,0.111786299,Brd8,Brd8
625.9253925,-0.15524427,0.105749854,-1.468032949,0.142095273,0.243690216,Brd9,Brd9
17.2259861,2.237628588,0.582936272,3.83854753,0.000123764,0.000460665,Brdt,Brdt
358.4399129,-0.070027047,0.126803941,-0.552246612,0.580779403,0.703424213,Brf1,Brf1
275.5593907,-0.004258423,0.140872131,-0.030228999,0.975884422,0.985711604,Brf2,Brf2
222.6653786,-0.099895715,0.175293506,-0.569876871,0.568761213,0.693029177,Bri3,Bri3
1259.302035,-0.031917799,0.072444323,-0.440583859,0.65951429,0.767418022,Bri3bp,Bri3bp
17.12061704,0.746543406,0.535312701,1.394593111,0.163138574,0.271529423,Brinp1,Brinp1
323.6369473,-1.118753017,0.141276498,-7.9188898,2.40E-15,2.39E-14,Brinp2,Brinp2
356.0296863,-0.976601972,0.140101777,-6.970660874,3.15E-12,2.56E-11,Brip1,Brip1
489.6076189,-0.621862675,0.105105589,-5.916551913,3.29E-09,2.08E-08,Brip1os,Brip1os
1485.766126,-0.333438566,0.068353092,-4.87817825,1.07E-06,5.26E-06,Brix1,Brix1
470.7353981,-0.299979125,0.1348895,-2.22388788,0.026155989,0.058910888,Brk1,Brk1
6.232800007,0.035754707,0.948397335,0.037700134,0.969926769,0.982537112,Brme1,Brme1
247.5009332,-0.568542483,0.147526955,-3.853821048,0.000116289,0.000434229,Brms1,Brms1
485.4779399,0.053066784,0.106448317,0.498521581,0.618116462,0.733527342,Brms1l,Brms1l
988.4818164,-0.068188934,0.076717606,-0.888830316,0.37409428,0.514344703,Brox,Brox
988.3374313,-0.414932278,0.082021005,-5.058853836,4.22E-07,2.18E-06,Brpf1,Brpf1
372.0496378,0.52282707,0.118950482,4.395333749,1.11E-05,4.75E-05,Brpf3,Brpf3
1062.590452,0.305160146,0.084571488,3.608310006,0.000308198,0.001068106,Brsk1,Brsk1
118.9624044,1.649760668,0.215252323,7.664310635,1.80E-14,1.69E-13,Brsk2,Brsk2
1655.408182,0.027102486,0.066970895,0.40469052,0.685705011,0.788016696,Brwd1,Brwd1
729.2126492,-0.599230564,0.087233202,-6.86929463,6.45E-12,5.12E-11,Brwd3,Brwd3
176.2804547,0.920362165,0.20501767,4.489184601,7.15E-06,3.15E-05,Bscl2,Bscl2
341.6566391,0.385145352,0.127104368,3.030150412,0.00244432,0.007094747,Bsdc1,Bsdc1
5493.427316,-0.033462831,0.052023225,-0.643228688,0.520075721,0.650771008,Bsg,Bsg
809.8967612,-0.083761513,0.095347787,-0.878484082,0.379681072,0.519690515,Bsn,Bsn
1.950893616,-0.323228008,1.639764502,-0.197118554,0.843734764,NA,Bspry,Bspry
56.70555224,-0.07661155,0.291843686,-0.262508848,0.792929165,0.86651397,Bst2,Bst2
2.467200948,2.87877923,1.62885873,1.767359672,0.077168012,0.148112752,Bsx,Bsx
1394.107556,-0.39882784,0.069752425,-5.717763069,1.08E-08,6.56E-08,Btaf1,Btaf1
1034.883984,-0.194733462,0.077685879,-2.506677736,0.012187177,0.030021566,Btbd1,Btbd1
610.9777201,-0.151237845,0.098563259,-1.53442416,0.124925338,0.2192821,Btbd10,Btbd10
3.774632088,0.410015854,1.100937565,0.372424256,0.709576997,0.805636698,Btbd17,Btbd17
85.1203765,-0.036585293,0.242229692,-0.151035541,0.87994768,0.925833546,Btbd19,Btbd19
478.7034735,-0.368244185,0.112759483,-3.265749154,0.001091749,0.003399746,Btbd2,Btbd2
612.1293631,0.282218401,0.091656645,3.079082808,0.00207639,0.006108078,Btbd3,Btbd3
1029.348871,-0.464134649,0.081067594,-5.72527966,1.03E-08,6.28E-08,Btbd7,Btbd7
134.0214055,0.632417443,0.204469235,3.09297114,0.001981634,0.005851034,Btbd8,Btbd8
541.7105691,0.042275925,0.097039812,0.43565547,0.663086718,0.770034766,Btbd9,Btbd9
6.82931372,-0.173089743,0.866666028,-0.199719081,0.84170029,0.900465561,Btc,Btc
71.02098255,0.081193886,0.267594717,0.303421111,0.761568959,0.844022291,Btd,Btd
4113.330556,-0.602438721,0.049216004,-12.24070779,1.88E-34,4.94E-33,Btf3,Btf3
538.8063754,-0.194359728,0.100417103,-1.935524147,0.052926008,0.107759872,Btf3l4,Btf3l4
667.7831413,0.613429678,0.105818238,5.797012794,6.75E-09,4.16E-08,Btg1,Btg1
158.9423971,-0.270581492,0.185213845,-1.46091396,0.144039055,0.246172506,Btg2,Btg2
305.5446646,0.068868422,0.134507908,0.512002771,0.60864907,0.726557497,Btg3,Btg3
12.89704341,0.535579988,0.617492449,0.86734662,0.38575212,0.525896872,Btg4,Btg4
3.538644609,1.558609688,1.274082313,1.22331946,0.22120906,0.345111444,Btnl10,Btnl10
2.240404645,0.47265343,1.67303439,0.282512681,0.777550425,0.855756562,Btnl12,Btnl12
235.601728,0.111873502,0.151539631,0.738245838,0.460365073,0.597403744,Btrc,Btrc
792.3582614,-0.336637843,0.083696668,-4.022117627,5.77E-05,0.000224747,Bub1,Bub1
2303.432164,-0.354919571,0.061365506,-5.78369824,7.31E-09,4.50E-08,Bub1b,Bub1b
1268.783885,-0.618169608,0.07270346,-8.502616078,1.85E-17,2.12E-16,Bub3,Bub3
242.7556188,-0.466615795,0.152486671,-3.060043166,0.002213051,0.006471913,Bud13,Bud13
279.4176938,-0.604175717,0.13756818,-4.391827508,1.12E-05,4.83E-05,Bud23,Bud23
1024.269808,-0.177235255,0.085125263,-2.082052371,0.037337686,0.080174045,Bud31,Bud31
95.68571268,-0.272028308,0.237947774,-1.14322695,0.252944376,0.382584122,Bves,Bves
33.11397559,1.219776532,0.431615602,2.826071455,0.004712275,0.012909015,Bvht,Bvht
1156.430765,-0.629987042,0.084721016,-7.436018534,1.04E-13,9.33E-13,Bysl,Bysl
3245.002967,-0.470245942,0.050300052,-9.348816206,8.86E-21,1.22E-19,Bzw1,Bzw1
1966.157707,0.258168564,0.059578415,4.333256634,1.47E-05,6.20E-05,Bzw2,Bzw2
8.331424459,0.806261865,0.787291947,1.02409515,0.305790335,0.441545356,C030004G16Rik,C030004G16Rik
173.3926654,-0.311131377,0.170544562,-1.824340648,0.068100589,0.133396136,C030006K11Rik,C030006K11Rik
9.611148557,-0.739105673,0.709706754,-1.041424036,0.297678792,0.432372499,C030034I22Rik,C030034I22Rik
31.5411928,1.204053375,0.411643401,2.924991318,0.003444658,0.009707673,C030034L19Rik,C030034L19Rik
2.208504802,0.974149558,1.510545045,0.644899377,0.518992395,0.649922815,C030037D09Rik,C030037D09Rik
11.65742495,0.032048594,0.657451131,0.048746731,0.961121134,0.976776734,C130013N14Rik,C130013N14Rik
18.664793,1.29672476,0.516163866,2.51223467,0.011996928,0.029632383,C130036L24Rik,C130036L24Rik
29.33932163,0.210474426,0.404749011,0.520012205,0.603055068,0.721807343,C130046K22Rik,C130046K22Rik
2.164815965,3.64921692,1.844905045,1.977997149,0.047929028,0.099042335,C130050O18Rik,C130050O18Rik
3.343877984,0.189224299,1.261468205,0.150003225,0.880762071,0.926299513,C130060C02Rik,C130060C02Rik
526.4979097,-0.456247795,0.107112294,-4.259527802,2.05E-05,8.53E-05,C1d,C1d
301.8845185,-0.016185043,0.150626909,-0.107451208,0.914431031,0.947495092,C1galt1,C1galt1
86.15146027,-0.828486328,0.268475967,-3.08588637,0.002029464,0.005979107,C1galt1c1,C1galt1c1
9.234514809,-0.513079864,0.712663097,-0.719947288,0.471557451,0.607790576,C1qb,C1qb
1259.458679,-0.439507995,0.073308144,-5.995350181,2.03E-09,1.32E-08,C1qbp,C1qbp
537.9421391,-1.293559616,0.108737676,-11.8961492,1.24E-32,2.98E-31,C1ql1,C1ql1
2.15062209,-0.031838265,1.614527579,-0.019719865,0.984266844,0.990284397,C1ql3,C1ql3
4.788650577,0.357487416,0.990244081,0.361009395,0.718092424,0.812187614,C1ql4,C1ql4
35.32882498,1.255121373,0.374725943,3.349438155,0.000809756,0.002591725,C1qtnf1,C1qtnf1
8.622126911,-0.500349256,0.808200434,-0.619090556,0.535856705,0.664462314,C1qtnf12,C1qtnf12
2.253393557,-0.168855996,1.432284381,-0.117892786,0.90615261,0.942168557,C1qtnf4,C1qtnf4
410.6336167,0.311415234,0.115091054,2.705816169,0.006813675,0.017950049,C1qtnf6,C1qtnf6
12.69975919,-1.371790818,0.673226253,-2.037637141,0.041586235,0.087795398,C1ra,C1ra
1.646919193,-1.098911449,2.066682919,-0.531727165,0.594914975,NA,C1rb,C1rb
3.894595184,-1.038637833,1.173429591,-0.885130084,0.376086475,0.516268464,C1rl,C1rl
14.4171373,0.391057752,0.671441202,0.582415483,0.560286855,0.686127314,C1s1,C1s1
2.983368247,1.904773926,1.388409664,1.371910593,0.170091272,0.280718957,C230012O17Rik,C230012O17Rik
115.2507614,0.218398662,0.231231896,0.944500591,0.3449139,0.484138836,C230014O12Rik,C230014O12Rik
5.148686333,-0.527758915,1.006134875,-0.524540922,0.599902365,0.719594225,C230057M02Rik,C230057M02Rik
2.184724201,-1.005587051,1.673642202,-0.600837533,0.547948203,0.674875133,C230062I16Rik,C230062I16Rik
260.8988779,0.651253728,0.149449229,4.35769212,1.31E-05,5.58E-05,C2cd2,C2cd2
542.1960579,-0.49785794,0.098090611,-5.075490258,3.86E-07,2.01E-06,C2cd2l,C2cd2l
395.6797433,0.208804118,0.118845301,1.75694046,0.078927958,0.151006513,C2cd3,C2cd3
3.968769834,1.257774862,1.233283674,1.01985852,0.307795565,0.443963305,C2cd4c,C2cd4c
299.3723978,0.420462498,0.142524495,2.950106913,0.00317664,0.009006156,C2cd5,C2cd5
5.893313666,-0.003139299,1.110509114,-0.002826901,0.997744462,0.998659982,C3,C3
2.66083404,-0.173864971,1.40284279,-0.123937602,0.90136468,0.939311525,C330002G04Rik,C330002G04Rik
2.145274134,-1.069725973,1.57833247,-0.677757059,0.497925742,0.631470569,C330013E15Rik,C330013E15Rik
41.42868444,-0.464216194,0.348369622,-1.33253925,0.182683053,0.297089761,C330018D20Rik,C330018D20Rik
10.31659055,0.090848781,0.745780761,0.121817009,0.903043943,0.940283712,C430042M11Rik,C430042M11Rik
11.45785472,1.394964107,0.664284207,2.099950733,0.035733175,0.077098666,C4a,C4a
2.352402668,0.146467101,1.502795615,0.097463088,0.922358646,0.952539968,C530005A16Rik,C530005A16Rik
3.169015372,0.927360176,1.266137029,0.73243271,0.4639045,0.600944499,C530043A13Rik,C530043A13Rik
30.86028663,0.735859862,0.496145141,1.483154427,0.138033386,0.237893178,C630004L07Rik,C630004L07Rik
4.529695891,-0.380654081,1.201652467,-0.316775516,0.751413943,0.836966466,C630043F03Rik,C630043F03Rik
40.08100243,0.460418758,0.352752842,1.305216295,0.191819207,0.308469605,C7,C7
3.151796404,2.643032536,1.401879029,1.885349935,0.059382608,0.118799251,C730034F03Rik,C730034F03Rik
