gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,.T0.s1,.T0.s2,.T0.s3,.T96.s4,.T96.s5,.T96.s6
ENSG00000186076,ENSG00000186076,151.9275876,-1.332644401,0.260114411,-5.123300925,3.00E-07,1.02E-05,234.0514092,187.7971763,230.5536521,70.85376556,91.99582324,96.31369894
ENSG00000108848,LUC7L3,747.8027307,-0.800791734,0.156399284,-5.120175188,3.05E-07,1.04E-05,910.314994,974.7172028,965.1814253,524.3178651,534.4027035,577.8821937
ENSG00000221539,SNORD99,78.81114359,2.149239651,0.420280929,5.113816737,3.16E-07,1.07E-05,20.71251408,36.56228212,29.34319208,78.41150055,192.260934,115.5764387
ENSG00000006638,TBXA2R,43.43874311,2.472253976,0.483580738,5.112391342,3.18E-07,1.08E-05,7.24937993,16.61921914,15.71956719,75.57734993,93.02948417,52.43745831
ENSG00000169641,LUZP1,270.7313709,-1.019215088,0.199590358,-5.106534703,3.28E-07,1.11E-05,363.5046222,352.3274459,372.0297568,187.9986579,161.2511059,187.2766368
ENSG00000151320,AKAP6,359.5920265,1.214837988,0.238041413,5.103473264,3.33E-07,1.12E-05,181.2344982,182.8114106,286.0961228,454.4088164,485.8206396,567.1806716
ENSG00000196937,FAM3C,315.2657157,-1.185914883,0.232360671,-5.103767672,3.33E-07,1.12E-05,424.6065387,399.6922204,489.4025251,153.0441336,181.9243246,242.9245518
ENSG00000207293,Y_RNA,145.1431875,1.388737675,0.272084385,5.104069742,3.32E-07,1.12E-05,72.4937993,101.3772368,66.02218219,200.2799773,198.4628996,232.2230297
ENSG00000100226,GTPBP1,479.1727644,-0.948400361,0.186007959,-5.098708485,3.42E-07,1.15E-05,620.3397968,627.3755227,645.5502258,280.5809116,326.6368555,374.5532737
ENSG00000210112,MT-TM,172.1755144,1.472845744,0.28893688,5.097465384,3.44E-07,1.16E-05,83.88568204,74.78648615,115.276826,185.1645073,293.5597056,280.3798791
ENSG00000101158,NELFCD,126.0632163,-1.478699562,0.290114933,-5.096943985,3.45E-07,1.16E-05,208.1607665,142.0943237,206.4503157,58.57244619,65.12063892,75.98080695
ENSG00000122566,HNRNPA2B1,4576.133631,-0.725005933,0.1423868,-5.091805801,3.55E-07,1.19E-05,5644.160088,5844.979373,5618.173313,3773.199195,3116.48772,3459.802097
ENSG00000276788,SNORD26,203.1609341,1.685324331,0.331066486,5.090591777,3.57E-07,1.19E-05,68.35129648,80.60321285,140.4281335,206.8929954,384.5218679,338.1680985
ENSG00000228519,RANBP1P1,412.0237295,-0.99412717,0.195356595,-5.088782236,3.60E-07,1.20E-05,596.5204056,496.9146524,552.2807939,236.1792185,286.3240791,303.9232278
ENSG00000228097,MTATP6P11,927.9331037,0.803962961,0.158082819,5.085707399,3.66E-07,1.22E-05,685.5842162,617.4039912,725.1960329,1124.21308,1246.595088,1168.606214
ENSG00000128872,TMOD2,368.5489641,-1.093572386,0.215055791,-5.08506365,3.68E-07,1.22E-05,456.7109356,499.4075353,549.1368804,184.2197904,254.2805901,267.5380526
ENSG00000249353,NPM1P27,2345.015765,-0.949597445,0.186878956,-5.081350338,3.75E-07,1.25E-05,3190.762795,3244.902538,2833.713978,1290.48325,1542.222115,1968.009915
ENSG00000226549,SCDP1,307.3410064,1.093959101,0.215453526,5.077471331,3.82E-07,1.27E-05,209.1963923,181.1494887,198.0665466,340.0980747,469.2820646,446.2534718
ENSG00000071246,VASH1,316.2288273,1.011881453,0.199382692,5.07507167,3.87E-07,1.28E-05,229.9089063,214.387927,184.4429217,388.2786352,435.1712537,445.1833196
ENSG00000164985,PSIP1,555.770084,-0.871826276,0.171902064,-5.071645186,3.94E-07,1.30E-05,663.8360764,759.4983149,732.5318309,360.8818459,416.5653569,401.3070789
ENSG00000013275,PSMC4,948.4510182,-0.901351305,0.177815181,-5.069034597,4.00E-07,1.32E-05,1246.893348,1254.751045,1204.118847,567.7748413,628.4658486,788.7021791
ENSG00000162545,CAMK2N1,316.9037877,0.967095988,0.190924165,5.065340934,4.08E-07,1.34E-05,215.4101465,228.5142632,199.1145177,396.7810871,420.7000006,440.9027107
ENSG00000162607,USP1,797.8798271,-0.83393254,0.164633499,-5.065387926,4.08E-07,1.34E-05,1115.368883,995.4912268,955.749685,536.5991845,562.3115488,621.7584343
ENSG00000248955,ENSG00000248955,86.72365014,2.192467441,0.43302939,5.063091538,4.13E-07,1.35E-05,28.99751972,39.88612595,24.10333635,102.0294224,90.9621623,234.3633341
ENSG00000107984,DKK1,372.8005794,-0.981228368,0.193966667,-5.058747381,4.22E-07,1.38E-05,497.100338,530.1530907,456.9154196,218.2295979,261.5162166,272.8888137
ENSG00000152127,MGAT5,211.4352558,-1.119943911,0.221893519,-5.047213263,4.48E-07,1.47E-05,280.6545658,262.5836625,325.9190264,138.8733805,136.4432435,124.1376564
ENSG00000145687,SSBP2,298.6964527,-1.140631394,0.226239744,-5.041693271,4.61E-07,1.51E-05,479.4947011,417.9733615,335.3507667,170.9937542,215.0014745,173.3646581
ENSG00000188021,UBQLN2,1534.937289,-0.827109286,0.164091644,-5.040532628,4.64E-07,1.51E-05,1963.546335,1917.857889,2007.912715,927.7119704,1189.743736,1202.851085
ENSG00000281000,SNORD3D,35.55134461,3.043093571,0.603724019,5.040537521,4.64E-07,1.51E-05,4.142502817,7.478648615,11.5276826,104.863573,39.27911554,46.01654505
ENSG00000106628,POLD2,187.7600947,-1.159389423,0.230175691,-5.036975971,4.73E-07,1.54E-05,279.6189401,241.8096386,256.7529307,105.8082899,131.2749388,111.2958299
ENSG00000238741,SCARNA7,780.8417099,0.881388527,0.174983234,5.036988451,4.73E-07,1.54E-05,519.8841035,542.6175051,585.8158705,875.7525423,1142.195333,1018.784904
ENSG00000200913,SNORD46,58.77560693,2.480054081,0.492570017,5.034927002,4.78E-07,1.55E-05,11.39188275,9.140570529,33.53507667,77.46678368,102.3324326,118.7868954
ENSG00000275832,ARHGAP23,415.7458584,1.30353175,0.25897319,5.033462154,4.82E-07,1.56E-05,180.1988725,336.5391877,201.21046,535.6544676,681.1825563,559.6896061
ENSG00000105202,FBL,686.7072077,-1.01786216,0.202274077,-5.032093947,4.85E-07,1.57E-05,918.5999996,891.6211071,947.3659158,353.3241109,449.6425068,559.6896061
ENSG00000197744,PTMAP2,1851.801612,-0.92319786,0.18350132,-5.031014821,4.88E-07,1.57E-05,2281.483426,2536.923802,2455.396395,1008.957622,1313.783049,1514.265378
ENSG00000115355,CCDC88A,775.6901439,-0.828894704,0.164818399,-5.029139397,4.93E-07,1.59E-05,1036.66133,1007.955641,932.6943198,503.5340939,564.3788706,608.9166078
ENSG00000126261,UBA2,576.2900428,-0.860361866,0.171206253,-5.025294657,5.03E-07,1.62E-05,707.332356,724.5979547,797.506042,371.2737315,428.9692881,428.0608842
ENSG00000066117,SMARCD1,1146.08857,-0.752247498,0.149711456,-5.024648856,5.04E-07,1.62E-05,1499.58602,1358.621165,1456.679893,807.7329273,850.7029497,903.2084657
ENSG00000284250,MIR6516,37.58329517,2.748069214,0.547721407,5.017275534,5.24E-07,1.68E-05,4.142502817,7.478648615,17.81550948,79.35621742,58.91867331,57.78821937
ENSG00000119707,RBM25,1369.59157,-0.807595255,0.160996183,-5.016238509,5.27E-07,1.68E-05,1779.20496,1769.946839,1679.897747,858.7476385,1026.425309,1103.326929
ENSG00000243014,PTMAP8,372.9421149,-1.03009979,0.205352837,-5.016243281,5.27E-07,1.68E-05,482.6015782,548.4342318,470.5390445,225.7873329,217.0687964,293.2217057
ENSG00000128591,FLNC,874.8374333,0.886277341,0.176703717,5.015612333,5.29E-07,1.69E-05,580.9860201,551.7580756,710.5244369,1025.017808,1161.834891,1218.903368
ENSG00000126733,DACH2,34.28585214,2.933785069,0.585225105,5.013088198,5.36E-07,1.71E-05,5.178128521,9.140570529,9.431740313,95.41640428,34.11081086,52.43745831
ENSG00000120694,HSPH1,1794.659939,-0.924513669,0.184434818,-5.012685122,5.37E-07,1.71E-05,2522.784215,2179.610591,2349.551309,1019.349507,1185.609093,1511.054921
ENSG00000115484,CCT4,1155.919143,-0.778108841,0.155385233,-5.007611246,5.51E-07,1.75E-05,1521.33416,1410.971705,1448.296124,764.2759511,871.3761684,919.2607488
ENSG00000293351,MAP2K4P1,661.3503111,1.497045253,0.299034729,5.006258832,5.55E-07,1.76E-05,196.7688838,324.9057343,516.6497749,1146.886285,787.6496327,995.2415558
ENSG00000123240,OPTN,152.113557,-1.260926066,0.251886907,-5.00592143,5.56E-07,1.76E-05,201.9470123,197.7687078,244.177277,78.41150055,94.06314511,96.31369894
ENSG00000279428,ENSG00000279428,221.5869085,1.097451887,0.21925185,5.00543958,5.57E-07,1.76E-05,144.9875986,151.2348942,126.8045086,274.9126104,297.6943494,333.8874897
ENSG00000236048,SSBL5P,539.7792767,-0.921422833,0.184245991,-5.00104685,5.70E-07,1.80E-05,725.9736187,717.1193061,675.9413891,312.7012853,392.7911554,414.1489055
ENSG00000119801,YPEL5,182.6821597,1.336918223,0.267496856,4.997883871,5.80E-07,1.83E-05,88.02818486,124.6441436,97.46131656,202.1694111,287.35774,296.4321623
ENSG00000231744,ENSG00000231744,574.1820303,-0.988103003,0.19774993,-4.996729984,5.83E-07,1.83E-05,754.9711384,816.834621,717.8602349,310.8118516,386.5891898,458.0251461
ENSG00000200085,Y_RNA,440.1400725,1.683279253,0.337088214,4.993586791,5.93E-07,1.86E-05,117.0257046,235.1619509,274.5684402,427.956744,965.4393135,620.6882821
ENSG00000213493,ACTN4P1,138.5104217,-1.24292871,0.248958414,-4.992515378,5.96E-07,1.87E-05,209.1963923,181.1494887,193.874662,77.46678368,82.69287482,86.68232905
ENSG00000082153,BZW1,833.947616,-0.776260802,0.155607532,-4.988581169,6.08E-07,1.90E-05,1031.483201,1071.939635,1055.306944,568.7195582,619.1629002,657.0734572
ENSG00000167088,SNRPD1,356.2241408,-1.064379461,0.213398701,-4.987750426,6.11E-07,1.91E-05,471.2096954,531.8150126,442.2438235,193.6669592,220.1697792,278.2395747
ENSG00000108846,ABCC3,168.7526641,-1.239069125,0.248641557,-4.983354915,6.25E-07,1.95E-05,248.550169,201.9235126,260.9448153,102.9741393,86.82751856,111.2958299
ENSG00000116698,SMG7,1148.88539,-0.766033296,0.153709635,-4.983638753,6.24E-07,1.95E-05,1521.33416,1415.957471,1403.233364,790.7280236,832.0970529,929.9622709
ENSG00000124635,H2BC11,328.4955294,-1.606667339,0.322753037,-4.978008438,6.42E-07,2.00E-05,553.0241261,442.0712292,489.4025251,265.4654416,105.4334154,115.5764387
ENSG00000177613,CSTF2T,378.9599749,-0.99309236,0.199858263,-4.968983234,6.73E-07,2.09E-05,500.2072151,462.8452532,550.1848516,216.3401642,257.3815729,286.8007924
ENSG00000174903,RAB1B,155.2930353,-1.296061782,0.260955145,-4.966607513,6.81E-07,2.11E-05,217.4813979,212.726005,231.6016232,68.01961493,100.2651107,101.66446
ENSG00000180189,HMGB1P14,407.5217704,-1.038261448,0.209162879,-4.963889635,6.91E-07,2.14E-05,544.7391204,517.6886764,581.6239859,216.3401642,260.4825557,324.2561198
ENSG00000006468,ETV1,262.2541545,-1.064120879,0.214413826,-4.962930327,6.94E-07,2.15E-05,378.003382,324.9057343,361.5500453,164.3807361,148.8471747,195.8378545
ENSG00000156052,GNAQ,472.5176398,-0.99189951,0.199904176,-4.961874874,6.98E-07,2.16E-05,651.408568,625.7136008,608.8712357,252.2394054,327.6705165,369.2025126
ENSG00000101438,SLC32A1,150.9344583,1.213644349,0.244636057,4.961019904,7.01E-07,2.16E-05,96.31319049,90.57474434,85.93363396,213.5060135,188.1262902,231.1528775
ENSG00000173473,SMARCC1,1529.961942,-0.749856007,0.151233953,-4.95825173,7.11E-07,2.19E-05,1899.337542,1990.151493,1866.436611,1020.294224,1182.50811,1221.043672
ENSG00000182718,ANXA2,143.4023452,-1.331822187,0.26864005,-4.957645698,7.14E-07,2.19E-05,207.1251408,172.8398791,235.7935078,70.85376556,78.55823108,95.24354673
ENSG00000198586,TLK1,805.006681,-1.568447683,0.316470124,-4.956068726,7.19E-07,2.21E-05,563.3803831,1622.035789,1426.288729,349.5452434,398.993121,469.7968204
ENSG00000256238,SUPT16HP1,245.2631965,-1.19619381,0.241431536,-4.95458808,7.25E-07,2.22E-05,397.6802704,334.0463048,292.3839497,119.979043,150.9144965,176.5751147
ENSG00000253626,EIF5AL1,384.0886959,-1.112173264,0.224572691,-4.952397647,7.33E-07,2.24E-05,582.0216458,502.7313791,490.4504963,192.7222423,229.4727276,307.1336844
ENSG00000171303,KCNK3,165.7852574,-1.201429051,0.242637878,-4.951531308,7.36E-07,2.25E-05,227.8376549,253.443092,211.6901715,97.30583803,89.92850137,114.5062865
ENSG00000253764,KBTBD11-AS1,22.38157011,3.926341419,0.793158248,4.950262356,7.41E-07,2.26E-05,2.071251408,5.816726701,0,26.45207247,48.58206396,51.3673061
ENSG00000113657,DPYSL3,4436.51699,-0.748053671,0.15113053,-4.949719096,7.43E-07,2.26E-05,5558.203155,5627.267602,5498.704602,2869.105147,3375.936615,3689.884822
ENSG00000189091,SF3B3,1612.194023,-0.733119236,0.14814154,-4.948775587,7.47E-07,2.27E-05,2024.648252,1909.54828,2105.374032,1113.821195,1224.888208,1294.884175
ENSG00000288701,PRRC2B,1639.209898,-0.676865304,0.136824136,-4.946972984,7.54E-07,2.29E-05,2006.006989,2004.277829,2040.399821,1286.704383,1269.335628,1228.534738
ENSG00000108256,NUFIP2,990.2196243,-0.868339392,0.175618201,-4.944472642,7.64E-07,2.32E-05,1221.002705,1250.596241,1366.554374,581.0008776,746.3031953,775.8603526
ENSG00000128694,OSGEPL1,232.9133971,1.014894756,0.205418153,4.940628367,7.79E-07,2.35E-05,148.0944757,165.3612305,148.8119027,303.2541166,317.3339071,314.6247499
ENSG00000131389,SLC6A6,556.4829369,-0.905886351,0.183344037,-4.940909813,7.78E-07,2.35E-05,677.2992106,707.1477746,792.2661863,332.5403397,416.5653569,413.0787533
ENSG00000237036,ZEB1-AS1,400.3745359,0.973457384,0.197038948,4.94043129,7.79E-07,2.35E-05,297.2245771,270.0623111,243.1293058,460.0771177,589.1867331,542.5671707
ENSG00000036257,CUL3,1081.154319,-0.893547038,0.180896697,-4.939543127,7.83E-07,2.36E-05,1381.524689,1493.23684,1341.403067,617.8448357,771.1110577,881.8054214
ENSG00000130706,ADRM1,360.2112491,-0.906008025,0.183433049,-4.939175512,7.85E-07,2.36E-05,454.6396842,499.4075353,454.8194773,239.958086,247.0449635,265.3977482
ENSG00000115896,PLCL1,30.58062492,3.440490551,0.696882741,4.936971958,7.93E-07,2.38E-05,11.39188275,4.154804786,0,69.90904868,42.38009835,55.64791495
ENSG00000275221,H2AC15,50.26572164,-2.058457872,0.417128713,-4.934826611,8.02E-07,2.41E-05,76.63630211,81.43417381,84.88566281,12.28131936,20.67321871,25.68365305
ENSG00000138160,KIF11,492.2666329,-1.075719261,0.218055958,-4.933225719,8.09E-07,2.42E-05,785.0042838,576.6869043,641.3583413,248.4605379,361.7813273,340.3084029
ENSG00000198830,HMGN2,477.4067832,-0.982800163,0.199501,-4.926291918,8.38E-07,2.50E-05,684.5485905,697.1762431,519.7936883,298.5305322,308.0309587,356.3606861
ENSG00000224578,HNRNPA1L3,1227.051054,-0.929720106,0.188718455,-4.926492768,8.37E-07,2.50E-05,1600.041713,1676.048251,1550.997296,672.6384143,834.1643747,1028.416274
ENSG00000082898,XPO1,1949.084692,-0.90896641,0.184708603,-4.921083244,8.61E-07,2.57E-05,2657.415557,2487.897106,2484.739587,1040.133278,1483.303442,1541.019183
ENSG00000207304,SNORA8,103.3931679,1.684527466,0.342453758,4.918992499,8.70E-07,2.59E-05,49.7100338,34.06939925,63.9262399,119.979043,195.3619168,157.3123749
ENSG00000170606,HSPA4,2012.770075,-0.811918387,0.16513054,-4.916827553,8.80E-07,2.62E-05,2514.49921,2589.274343,2589.536701,1247.970991,1430.586734,1704.752471
ENSG00000070214,SLC44A1,566.2906404,-0.99149789,0.20177393,-4.913904824,8.93E-07,2.65E-05,769.4698982,744.5410177,746.1554558,307.0329841,360.7476664,469.7968204
ENSG00000155096,AZIN1,1609.536124,-0.72583452,0.147777326,-4.911677179,9.03E-07,2.68E-05,2043.289514,1955.251132,2019.440398,1095.871574,1253.830714,1289.533414
ENSG00000114316,USP4,341.7058116,-0.920471722,0.187437561,-4.910817854,9.07E-07,2.69E-05,429.7846673,429.6068149,482.0667271,225.7873329,232.5737104,250.4156173
ENSG00000128245,YWHAH,2750.668125,-0.809865107,0.165089383,-4.905615934,9.31E-07,2.75E-05,3763.463809,3396.968393,3348.267811,1664.591132,2127.274205,2203.443401
ENSG00000213300,HNRNPA3P6,1855.711508,-0.836883552,0.170734477,-4.901667004,9.50E-07,2.81E-05,2307.374069,2423.913112,2406.141751,1176.172508,1219.719904,1600.947707
ENSG00000127616,SMARCA4,2504.420902,-0.73690825,0.150484836,-4.896893725,9.74E-07,2.87E-05,3154.515895,3106.132058,3130.289813,1672.148867,1860.589683,2102.849094
ENSG00000103260,METRN,264.4296631,1.60271991,0.327398233,4.895322426,9.81E-07,2.89E-05,125.3107102,151.2348942,116.3247972,623.5131369,248.0786245,322.1158154
ENSG00000119383,PTPA,686.4405993,-0.939209023,0.191897194,-4.894334322,9.86E-07,2.90E-05,894.7806084,826.8061524,985.0928771,402.4493884,444.4742022,565.0403671
ENSG00000115053,NCL,10281.481,-0.845419552,0.172911723,-4.889313097,1.01E-06,2.97E-05,13164.87395,13496.46787,12969.6909,5946.992722,7283.17495,8827.685584
ENSG00000179611,DGKZP1,368.5640211,-0.934701103,0.191487289,-4.881269701,1.05E-06,3.09E-05,524.0266063,430.4377758,497.7862943,256.0182729,268.7518432,234.3633341
ENSG00000102054,RBBP7,3035.293715,-0.81677377,0.167345531,-4.880762359,1.06E-06,3.09E-05,3977.83833,3946.233586,3692.002347,1790.238476,2381.554795,2423.894757
ENSG00000166681,BEX3,1975.380898,-0.920853976,0.188674131,-4.880658357,1.06E-06,3.09E-05,2704.018714,2580.964733,2470.067991,1087.369122,1316.884032,1692.980797
ENSG00000100266,PACSIN2,694.6331501,-0.928327494,0.190329584,-4.877473453,1.07E-06,3.14E-05,905.1368655,830.1299963,996.6205597,398.6705209,477.5513521,559.6896061
ENSG00000080298,RFX3,369.775442,-0.928122322,0.190396412,-4.87468389,1.09E-06,3.18E-05,495.0290866,489.4360038,469.4910733,227.6767667,248.0786245,288.9410968
ENSG00000146963,LUC7L2,1682.658171,-0.780849454,0.16026023,-4.872384455,1.10E-06,3.21E-05,2111.640811,2037.516267,2232.178541,1097.761008,1203.181329,1413.67107
ENSG00000055917,PUM2,1990.265259,-0.778183698,0.159736423,-4.871673502,1.11E-06,3.22E-05,2506.214204,2536.923802,2499.411183,1236.634388,1573.231943,1589.176033
ENSG00000072736,NFATC3,735.3429076,-0.801368923,0.164504606,-4.87140721,1.11E-06,3.22E-05,874.0680944,960.5908666,968.3253388,484.6397564,554.0422613,570.3911282
ENSG00000184012,TMPRSS2,92.06669987,1.92971225,0.396242823,4.870024488,1.12E-06,3.23E-05,37.28252535,40.7170869,36.6789901,79.35621742,216.0351355,142.330244
ENSG00000107758,PPP3CB,571.8285331,-0.80705323,0.165764111,-4.868684944,1.12E-06,3.25E-05,746.6861327,748.6958225,687.4690717,396.7810871,408.2960694,443.0430151
ENSG00000235672,ENSG00000235672,195.0588073,-1.214711679,0.249604509,-4.866545419,1.14E-06,3.28E-05,281.6901915,259.2598187,276.6643825,95.41640428,107.5007373,149.8213095
ENSG00000110107,PRPF19,363.1467475,-1.149520884,0.23628074,-4.865063847,1.14E-06,3.30E-05,500.2072151,471.9858237,529.2254287,156.8230011,257.3815729,263.2574438
ENSG00000131584,ACAP3,290.9770491,-1.726887913,0.355032318,-4.86403019,1.15E-06,3.31E-05,589.2710257,195.2758249,556.4726784,126.5920611,120.9383294,157.3123749
ENSG00000274012,RN7SL2,868.4647988,0.992872897,0.204224911,4.861663986,1.16E-06,3.35E-05,490.8865838,572.5320995,679.0853025,932.4355547,1193.87838,1341.970872
ENSG00000197321,SVIL,360.6929328,1.513152428,0.311445488,4.858482428,1.18E-06,3.40E-05,154.3082299,295.8221008,110.0369703,502.589377,539.5710082,561.8299105
ENSG00000200318,SNORD3P1,39.06130928,2.244016201,0.461883823,4.858399642,1.18E-06,3.40E-05,11.39188275,10.80249244,18.86348063,59.51716307,59.95233424,73.84050252
ENSG00000243199,RPL6P10,889.540799,-0.860300183,0.177155574,-4.856184676,1.20E-06,3.43E-05,1215.824577,1101.854229,1123.425068,535.6544676,627.4321877,733.0542642
ENSG00000137478,FCHSD2,257.4695702,-1.128592357,0.232489127,-4.854387704,1.21E-06,3.45E-05,385.252762,350.6655239,323.8230841,130.3709286,198.4628996,156.2422227
ENSG00000143365,RORC,54.18576691,2.057425062,0.424247589,4.849585755,1.24E-06,3.53E-05,26.92626831,17.4501801,18.86348063,119.0343261,76.49090921,66.34943705
ENSG00000288859,H2AC19,86.22240896,-1.519177611,0.313488463,-4.846039933,1.26E-06,3.59E-05,136.702593,142.9252846,103.7491434,43.45697621,43.41375928,47.08669726
ENSG00000119280,C1orf198,164.4726029,-1.523291358,0.314390684,-4.845217869,1.26E-06,3.60E-05,228.8732806,209.4021612,294.479892,121.8684768,74.42358734,57.78821937
ENSG00000206897,SNORA9B,112.2274432,1.626083276,0.335674553,4.844225639,1.27E-06,3.62E-05,39.35377676,67.30783754,57.63841302,128.4814949,223.270762,157.3123749
ENSG00000127325,BEST3,95.44472685,2.692717821,0.556059114,4.84250281,1.28E-06,3.64E-05,21.74813979,17.4501801,37.72696125,39.67810871,267.7181822,188.346789
ENSG00000187109,NAP1L1,4782.404294,-0.792372307,0.163691659,-4.840639488,1.29E-06,3.67E-05,6317.316796,5912.287211,5960.859878,2933.345894,3506.177892,4064.438095
ENSG00000106799,TGFBR1,482.1673041,-0.886912773,0.183401033,-4.835920272,1.33E-06,3.75E-05,679.370462,637.3470542,560.664563,326.8720384,315.2665853,373.4831215
ENSG00000100285,NEFH,495.1374124,-0.952549115,0.197062443,-4.833742539,1.34E-06,3.79E-05,636.9098081,687.2047116,634.0225432,294.7516647,306.9972978,410.9384488
ENSG00000220157,HNRNPA1P12,337.2799034,-0.970628197,0.200851022,-4.832577843,1.35E-06,3.81E-05,443.2478014,419.6352834,476.8268714,195.5563929,230.5063886,257.9066827
ENSG00000157600,TMEM164,528.3713207,-0.845145727,0.175184183,-4.824326672,1.40E-06,3.96E-05,675.2279592,667.2616487,693.7568986,339.1533578,372.1179367,422.7101231
ENSG00000100207,TCF20,2018.342579,-0.785814875,0.163014768,-4.820513399,1.43E-06,4.03E-05,2787.904396,2354.943353,2521.418577,1287.649099,1512.245948,1645.8941
ENSG00000116667,C1orf21,389.561003,-0.866577712,0.179784185,-4.820099792,1.43E-06,4.04E-05,483.6372039,515.1957935,510.361948,258.8524235,272.8864869,296.4321623
ENSG00000106336,FBXO24,343.3923445,1.202075755,0.249737901,4.813349313,1.48E-06,4.17E-05,180.1988725,158.7135428,286.0961228,457.2429671,515.7968067,462.3057549
ENSG00000165240,ATP7A,237.4321269,-0.999876221,0.208033901,-4.806313864,1.54E-06,4.31E-05,324.1508454,312.4413199,313.3433726,174.7726217,144.7125309,155.1720705
ENSG00000174738,NR1D2,229.1358197,-1.091786436,0.227154354,-4.806363681,1.54E-06,4.31E-05,292.0464486,292.4982569,351.0703339,122.8131936,162.2847668,154.1019183
ENSG00000186487,MYT1L,271.07028,-1.031123418,0.214617812,-4.804463389,1.55E-06,4.34E-05,366.6114993,342.3559144,383.5574394,209.727146,154.0154794,170.1542015
ENSG00000165349,SLC7A3,83.40604439,1.629567192,0.339258709,4.803317205,1.56E-06,4.36E-05,45.56753099,29.91459446,47.15870156,102.9741393,127.140295,147.681005
ENSG00000005022,SLC25A5,1279.353865,-0.836776623,0.174243274,-4.802346772,1.57E-06,4.38E-05,1580.364825,1693.498431,1646.36267,775.6125536,895.1503699,1085.134341
ENSG00000176183,ENSG00000176183,268.5363225,-1.063166724,0.221548187,-4.798805796,1.60E-06,4.45E-05,360.3977451,313.2722809,416.0445449,153.0441336,172.6213762,195.8378545
ENSG00000224411,HSP90AA2P,2513.070659,-0.833293792,0.173773957,-4.795274299,1.62E-06,4.52E-05,3195.940923,3135.215692,3326.260417,1535.16492,1694.170273,2191.671727
ENSG00000248873,SERBP1P6,1046.763504,-0.916980997,0.19148367,-4.78882088,1.68E-06,4.66E-05,1268.641488,1441.717261,1394.849595,569.6642751,744.2358734,861.4725294
ENSG00000136518,ACTL6A,258.0143602,-1.032055285,0.215529805,-4.788457366,1.68E-06,4.66E-05,374.8965049,294.9911398,369.9338145,154.9335674,176.7560199,176.5751147
ENSG00000293318,ENSG00000293318,153.4002086,-1.275057191,0.266385767,-4.786506452,1.70E-06,4.70E-05,247.5145433,175.332762,228.4577098,77.46678368,88.89484043,102.7346122
ENSG00000096384,HSP90AB1,19332.55743,-0.784992845,0.164047178,-4.785165186,1.71E-06,4.72E-05,25108.7452,23821.98872,24466.98234,11942.16601,13826.24867,16829.21366
ENSG00000177888,ZBTB41,389.6212396,-0.872057189,0.18223369,-4.785378543,1.71E-06,4.72E-05,526.0978577,499.4075353,486.2586117,281.5256285,250.1459463,294.2918579
ENSG00000048828,FAM120A,975.0037009,-0.865428554,0.180995635,-4.781488538,1.74E-06,4.80E-05,1307.995264,1209.879154,1258.613346,585.7244619,658.4420158,829.3679631
ENSG00000116750,UCHL5,375.3292501,-0.886820248,0.185566079,-4.778999778,1.76E-06,4.85E-05,504.349718,468.6619799,488.354554,237.1239354,266.6845213,286.8007924
ENSG00000130939,UBE4B,1512.222758,-0.758650876,0.158824563,-4.776659626,1.78E-06,4.90E-05,1804.059977,1838.085637,2060.311273,1009.902338,1115.320149,1245.657173
ENSG00000182809,CRIP2,396.3772125,-0.914487413,0.191470851,-4.776118194,1.79E-06,4.91E-05,515.7416007,553.4199975,484.1626694,237.1239354,294.5933665,293.2217057
ENSG00000225639,PGAM1P2,256.3788537,-1.051398805,0.22014469,-4.775944426,1.79E-06,4.91E-05,344.8633595,334.0463048,358.4061319,142.652248,157.1164622,201.1886156
ENSG00000114416,FXR1,2115.376909,-0.76221897,0.15961424,-4.775382018,1.79E-06,4.92E-05,2664.664937,2612.54125,2706.90947,1323.548341,1675.564376,1709.03308
ENSG00000144642,RBMS3,405.0380039,-0.898814209,0.188230449,-4.775073402,1.80E-06,4.92E-05,489.8509581,488.6050428,603.63138,282.4703454,285.2904181,280.3798791
ENSG00000165934,CPSF2,443.4675932,-0.909130193,0.190406012,-4.774692679,1.80E-06,4.92E-05,563.3803831,587.4893968,585.8158705,360.8818459,293.5597056,269.678357
ENSG00000236603,RANP1,296.2032988,-1.063358812,0.22280841,-4.772525475,1.82E-06,4.97E-05,466.0315669,356.4822507,379.3655548,158.7124348,202.5975433,214.0304421
ENSG00000224888,ENSG00000224888,91.5401793,1.532601939,0.321474469,4.767414164,1.87E-06,5.09E-05,36.24689965,43.20996978,61.8302976,136.0392299,148.8471747,123.0675042
ENSG00000277224,H2BC7,40.97671904,-2.275900195,0.477746646,-4.763822446,1.90E-06,5.17E-05,67.31567077,76.44840806,59.73435531,7.557734993,14.47125309,20.332892
ENSG00000072110,ACTN1,1110.160985,-0.751101857,0.157695132,-4.762999628,1.91E-06,5.19E-05,1376.346561,1263.891616,1538.421642,802.0646261,815.5584779,864.6829861
ENSG00000244642,RN7SL396P,650.354322,1.187533088,0.249492858,4.7597879,1.94E-06,5.26E-05,326.2220968,373.9324308,490.4504963,661.3018119,1187.676415,862.5426817
